delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
2695,33401,4377,7680,18800,11504,5643,1819,2022-03-13 23:20:45.676526
162449,135074,141152,46732,36661,20559,9984,4923,2022-03-13 23:20:46.686487
1140080,251305,39632,18752,5467,7046,9538,8364,2022-03-13 23:20:47.680901
1179605,201464,6106,24371,31679,32150,24827,20490,2022-03-13 23:20:48.702380
32833,12056,7617,14507,10278,14085,6497,29776,2022-03-13 23:20:49.675815
922426,99810,6774,7683,7158,13139,14182,13875,2022-03-13 23:20:50.682388
59347,36712,3354,2291,6882,11451,11029,14281,2022-03-13 23:20:51.673983
16752,85340,9274,11067,23015,17722,5033,4927,2022-03-13 23:20:52.680832
17839,46959,20899,9531,11289,15724,13293,5824,2022-03-13 23:20:53.678479
7279,32217,7423,23907,28772,27999,10444,7074,2022-03-13 23:20:54.675556
74184,45859,16812,7951,3992,2858,2304,994,2022-03-13 23:20:55.731576
51218,15158,22669,11354,16083,11572,4080,4781,2022-03-13 23:20:56.681082
46183,16824,9479,2988,6017,7413,1994,1016,2022-03-13 23:20:57.677105
106134,29165,15914,7142,15012,32564,23767,5313,2022-03-13 23:20:58.683007
133409,29336,5306,3995,6377,6776,1897,2397,2022-03-13 23:20:59.727279
30369,16479,19014,15207,8143,20772,5918,5117,2022-03-13 23:21:00.682399
32859,31774,7333,12728,5959,8349,7164,5400,2022-03-13 23:21:01.680395
141507,73921,17901,3864,8774,3880,1989,3128,2022-03-13 23:21:02.676980
39376,37402,5240,16665,21023,19440,11478,2353,2022-03-13 23:21:03.677015
10654,19934,6749,6585,12331,9733,7724,4895,2022-03-13 23:21:04.671835
302756,23524,3533,3466,2414,3395,3134,931,2022-03-13 23:21:05.680104
604468,36476,7445,2941,5616,4766,5353,1606,2022-03-13 23:21:06.711827
86522,41642,5585,12199,6756,8800,2787,4059,2022-03-13 23:21:07.676806
65839,24767,3432,18303,16995,21914,11484,1779,2022-03-13 23:21:08.685508
50728,36393,1736,13378,4836,6691,2245,1018,2022-03-13 23:21:09.671038
358826,41351,27717,24910,13202,13706,17182,13036,2022-03-13 23:21:10.684932
173006,29709,14779,43994,16747,20559,10359,8055,2022-03-13 23:21:11.684945
72771,40238,7176,2139,7486,3976,2535,3330,2022-03-13 23:21:12.670949
286765,71969,29036,22647,19541,18740,8987,4269,2022-03-13 23:21:13.696573
542479,72098,13059,12480,4579,21422,5865,3980,2022-03-13 23:21:14.686415
57223,50908,13771,5574,14224,14838,6421,6987,2022-03-13 23:21:15.675389
69596,55922,11973,12986,5920,4942,3065,1240,2022-03-13 23:21:16.679480
82339,41741,14485,3788,11197,4176,903,1820,2022-03-13 23:21:17.701300
318291,26565,5124,2760,1962,3964,1919,1250,2022-03-13 23:21:18.678401
30851,12197,3509,6495,12854,12986,5370,4622,2022-03-13 23:21:19.677834
65245,23598,35938,26454,10909,19500,5639,9225,2022-03-13 23:21:20.698796
157137,75488,17448,11856,9437,10706,16838,4476,2022-03-13 23:21:21.676257
47782,31249,17507,27261,13022,16687,9566,2459,2022-03-13 23:21:22.679918
152059,38259,2341,1699,1470,1203,390,182,2022-03-13 23:21:23.676742
6455,29752,12256,16092,28721,8157,2110,2603,2022-03-13 23:21:24.706285
201762,56633,68545,23798,44731,20278,3358,4207,2022-03-13 23:21:25.681018
19232,23232,10904,14206,14821,10611,5169,4703,2022-03-13 23:21:26.672251
575187,117087,25006,34808,12742,6088,7891,4099,2022-03-13 23:21:27.675432
17727,33286,5424,15243,5624,8473,4222,3200,2022-03-13 23:21:28.671106
1010557,49732,13143,46067,27161,13529,10384,3793,2022-03-13 23:21:29.684222
80258,15446,5358,1388,1336,1271,1081,494,2022-03-13 23:21:30.674807
135900,100396,7328,6702,11876,20786,5807,11787,2022-03-13 23:21:31.708357
8262,15255,21582,15691,10428,16754,9264,5383,2022-03-13 23:21:32.677455
9172,25236,5753,6681,6505,19838,10043,5140,2022-03-13 23:21:33.678907
9898,34879,19890,15428,8552,35590,10823,2919,2022-03-13 23:21:34.686631
264939,165004,35997,78051,16020,13913,8826,3755,2022-03-13 23:21:35.685724
14484,17500,13219,10726,11002,9475,11878,3775,2022-03-13 23:21:36.687733
49790,30649,17047,14656,18419,12650,9955,8596,2022-03-13 23:21:37.681212
280092,20397,12445,7171,2958,8087,7661,3754,2022-03-13 23:21:38.708552
1003512,165279,140159,4440,12696,29563,5106,8907,2022-03-13 23:21:39.675868
105846,81857,39310,23054,7253,10224,6889,15712,2022-03-13 23:21:40.679732
153166,10358,1703,1955,1691,2344,658,547,2022-03-13 23:21:41.675449
10856,16989,9308,6569,14271,11596,10084,4370,2022-03-13 23:21:42.734654
1143077,84191,26284,12993,16644,28291,7163,8954,2022-03-13 23:21:43.680253
418972,72086,27617,6212,12685,15525,12026,4140,2022-03-13 23:21:44.674166
92757,49750,1634,95713,12926,37044,4714,9651,2022-03-13 23:21:45.698073
897413,59722,2757,9574,7145,5326,5003,6055,2022-03-13 23:21:46.675101
28664,6560,2121,602,3473,7992,2553,2516,2022-03-13 23:21:47.682263
838923,106641,4804,8049,6201,6158,7708,12670,2022-03-13 23:21:48.672938
843456,158426,42795,30925,12460,9568,7169,5475,2022-03-13 23:21:49.701863
1664589,183706,33408,29629,13672,19027,10734,8605,2022-03-13 23:21:50.680364
222862,49178,4431,9560,13569,24756,4740,5228,2022-03-13 23:21:51.682359
206668,70630,10793,11379,16007,12984,6201,4828,2022-03-13 23:21:52.694012
43145,16649,7514,12729,9075,23754,6243,3871,2022-03-13 23:21:53.679088
17692,36804,5872,12755,12482,10122,6690,7061,2022-03-13 23:21:54.675514
187080,19815,5529,7082,6166,3074,1906,3673,2022-03-13 23:21:55.677578
70655,12458,7894,11281,6538,13853,3640,4108,2022-03-13 23:21:56.694769
8846,16702,1013,1555,9246,16136,7237,3525,2022-03-13 23:21:57.675052
44489,25362,12288,5732,13112,11658,4369,8962,2022-03-13 23:21:58.680874
48657,14318,3069,2914,1149,8234,1664,2617,2022-03-13 23:21:59.677563
13118,22809,19044,13964,10352,8661,6683,12867,2022-03-13 23:22:00.696170
41524,83696,15550,16697,14568,12144,12905,6623,2022-03-13 23:22:01.681617
332090,101292,3158,39533,15516,32932,15137,5097,2022-03-13 23:22:02.685258
225681,23096,2351,5507,5476,1837,1788,1089,2022-03-13 23:22:03.683739
47090,14600,912,2664,2114,4556,1488,2172,2022-03-13 23:22:04.674782
76438,42373,32577,9885,20266,17743,5696,7187,2022-03-13 23:22:05.671313
28612,23160,2047,6160,8684,3073,3107,3020,2022-03-13 23:22:06.683571
81986,11833,5455,9347,5362,3367,2402,1354,2022-03-13 23:22:07.722943
18927,38917,12933,8777,19073,14712,9727,7814,2022-03-13 23:22:08.675622
13788,22221,15019,24624,10172,14044,14544,4442,2022-03-13 23:22:09.679887
62356,20080,7230,3442,6309,2714,2956,2279,2022-03-13 23:22:10.673999
1534489,112174,33982,29371,13761,16471,13781,6723,2022-03-13 23:22:11.672334
22810,47160,22607,24182,11946,17013,11804,4915,2022-03-13 23:22:12.682273
34171,25137,6687,4273,6987,5618,1641,1791,2022-03-13 23:22:13.675689
70170,34805,5710,10037,5818,4719,3167,1489,2022-03-13 23:22:14.693548
29795,33531,4473,1305,7618,4077,3215,1241,2022-03-13 23:22:15.674685
43614,5813,9035,9726,24552,16158,4453,4577,2022-03-13 23:22:16.669490
286024,236618,14736,46339,23815,18892,22320,5100,2022-03-13 23:22:17.691465
73713,34835,10976,2867,4267,4264,3496,2242,2022-03-13 23:22:18.683261
42860,44839,5096,25815,18217,28981,8993,7870,2022-03-13 23:22:19.673774
23453,16676,4470,5084,6666,17009,7559,6940,2022-03-13 23:22:20.673993
137242,18262,2462,3386,2173,3329,1168,2166,2022-03-13 23:22:21.692019
210284,122091,10962,40762,14642,8327,5232,3875,2022-03-13 23:22:22.678116
14900,24428,5988,16164,2774,7780,6697,4208,2022-03-13 23:22:23.674690
5224,11016,5671,4801,6243,5971,5873,4771,2022-03-13 23:22:24.675322
12956,32338,1087,6861,7583,24954,4157,3471,2022-03-13 23:22:25.726532
85413,15842,3417,5730,1722,2967,2284,540,2022-03-13 23:22:26.675286
20944,70560,9423,4961,10379,23407,6772,3029,2022-03-13 23:22:27.685022
46522,17277,3193,2209,4677,1873,1334,1035,2022-03-13 23:22:28.670994
26772,31540,2548,10296,8805,14287,6637,2860,2022-03-13 23:22:29.684904
213814,75707,13051,104622,34955,11379,13177,1770,2022-03-13 23:22:30.674128
18138,19056,10812,4008,11912,15726,6982,4983,2022-03-13 23:22:31.669737
10635,31373,5457,9099,9704,11711,5342,5553,2022-03-13 23:22:32.707895
121296,13407,2393,1410,3836,2877,1379,689,2022-03-13 23:22:33.683671
245396,28422,5613,15160,11802,15982,13568,6110,2022-03-13 23:22:34.675546
16138,28680,13681,9303,13423,12637,6067,6089,2022-03-13 23:22:35.685080
28656,73335,4901,7005,17603,13936,3590,3225,2022-03-13 23:22:36.677255
118033,66911,16223,12156,18402,20566,3703,1616,2022-03-13 23:22:37.676341
69867,51343,47103,53848,24451,15728,8466,2865,2022-03-13 23:22:38.675410
65157,12429,21937,17806,8023,22578,6547,7062,2022-03-13 23:22:39.686942
15370,15253,5998,2531,3334,3447,1491,717,2022-03-13 23:22:40.677709
22783,80358,13880,9514,13622,17690,6018,6760,2022-03-13 23:22:41.680326
102057,32431,23206,11733,9972,21755,7553,6817,2022-03-13 23:22:42.674101
308914,146367,11731,6504,2936,7826,2752,3340,2022-03-13 23:22:43.719601
60694,53500,6758,10661,5753,4869,1541,1216,2022-03-13 23:22:44.676462
35282,34545,3375,20910,9676,12910,5696,5042,2022-03-13 23:22:45.676767
126633,54516,3129,4075,4504,3642,2040,1585,2022-03-13 23:22:46.681922
146255,2667,3382,4584,2892,2084,2160,1420,2022-03-13 23:22:47.673390
26189,35468,7822,6492,25124,16242,13279,7163,2022-03-13 23:22:48.678845
14023,15524,18727,11867,20272,17332,5369,7220,2022-03-13 23:22:49.683476
15773,21192,10611,9056,7196,8606,2816,5755,2022-03-13 23:22:50.723512
20412,18941,7343,21543,15981,10862,9713,2449,2022-03-13 23:22:51.673969
34704,32415,3986,10455,9298,13269,5285,3825,2022-03-13 23:22:52.676693
26348,40369,37528,29482,7048,37371,13042,4466,2022-03-13 23:22:53.673853
87482,30353,6122,11091,6861,2655,1541,672,2022-03-13 23:22:54.669429
308837,155924,17140,20408,24473,5796,12755,2676,2022-03-13 23:22:55.677970
63571,17829,1492,9830,5437,5473,3738,2098,2022-03-13 23:22:56.676759
