delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
125183,35771,12552,22936,42054,15161,14579,7906,2022-03-13 23:15:43.684696
21200,28797,16267,3240,6415,32939,10393,10432,2022-03-13 23:15:44.685751
69982,10608,17849,12799,20343,21719,6405,12989,2022-03-13 23:15:45.684357
639567,51831,20171,7789,17285,20711,6427,2876,2022-03-13 23:15:46.679826
246918,152631,8231,5953,12455,7466,3284,1775,2022-03-13 23:15:47.726197
59896,8922,704,870,922,750,251,218,2022-03-13 23:15:48.687429
39087,328136,50889,35753,16330,24372,14726,6214,2022-03-13 23:15:49.687378
11202,15920,25523,6995,14078,6719,5439,5399,2022-03-13 23:15:50.676734
48634,55705,6846,6026,22450,5212,2067,1458,2022-03-13 23:15:51.715683
19318,25647,2178,16460,21521,17528,3515,4444,2022-03-13 23:15:52.686306
18693,14241,13730,9222,9718,14126,7501,3284,2022-03-13 23:15:53.690921
5302,36042,7052,13145,5103,11535,6173,4241,2022-03-13 23:15:54.712745
4938,8034,10454,13255,23594,13548,2418,2760,2022-03-13 23:15:55.678823
7796,23012,15396,35805,11163,12152,4641,2155,2022-03-13 23:15:56.680392
6425,14391,13847,6888,12324,6327,3196,2776,2022-03-13 23:15:57.687782
612391,112920,21821,5137,22092,13871,16751,4000,2022-03-13 23:15:58.697416
132230,113924,13736,7343,8674,2802,1183,2835,2022-03-13 23:15:59.689542
110254,37080,7459,2237,7083,3229,1144,1287,2022-03-13 23:16:00.688581
136270,11443,673,4223,6608,6319,1459,704,2022-03-13 23:16:01.679013
26132,28897,11149,9336,3616,10780,6657,3049,2022-03-13 23:16:02.685481
153232,21339,4058,2795,9641,5305,970,1900,2022-03-13 23:16:03.681030
563059,149454,7713,7910,8589,18108,8849,9866,2022-03-13 23:16:04.678070
52227,71515,6078,9004,7554,2139,1635,1221,2022-03-13 23:16:05.731745
20265,17693,12837,8520,32908,16047,4980,4096,2022-03-13 23:16:06.684849
55177,60465,5259,10857,5077,2628,3334,644,2022-03-13 23:16:07.707860
59788,42738,4720,14329,9597,13847,7345,6631,2022-03-13 23:16:08.681316
24125,42569,19180,16060,20325,14262,18794,4419,2022-03-13 23:16:09.683708
55202,100792,10439,12227,13647,11319,7773,5704,2022-03-13 23:16:10.686205
19812,38255,13019,5879,7622,16563,10635,2622,2022-03-13 23:16:11.684838
6736,10910,8580,14039,17859,9291,4071,3262,2022-03-13 23:16:12.706929
94496,31735,2062,5831,12001,9519,1035,1403,2022-03-13 23:16:13.674008
763534,23062,607,1358,1176,1357,564,145,2022-03-13 23:16:14.684198
274714,17261,5185,3793,3392,2294,577,401,2022-03-13 23:16:15.681589
63154,20454,18143,13567,15968,16568,7429,4329,2022-03-13 23:16:16.679554
287344,83711,17621,13442,6022,7284,3975,3151,2022-03-13 23:16:17.679880
7993,28945,21493,15996,13837,10273,8811,3132,2022-03-13 23:16:18.677485
253922,76732,15810,8675,10833,4100,4773,658,2022-03-13 23:16:19.695473
14472,28925,19555,12513,5759,21377,5662,2211,2022-03-13 23:16:20.681986
125674,66803,17003,15135,15027,13952,9483,4626,2022-03-13 23:16:21.679737
4879,25248,10122,1097,7336,12731,9444,4577,2022-03-13 23:16:22.680530
202388,65245,10288,3493,6177,5393,3233,882,2022-03-13 23:16:23.696498
31946,19516,2721,11276,4873,11077,4770,5798,2022-03-13 23:16:24.679422
1389138,60265,36871,40864,5309,11895,10314,17657,2022-03-13 23:16:25.689830
35368,15558,8593,20348,5836,16551,12098,5552,2022-03-13 23:16:26.691380
12574,16633,5303,18702,15036,33176,9562,5741,2022-03-13 23:16:27.689880
18618,29351,28620,23946,11732,15273,8375,5139,2022-03-13 23:16:28.681262
4600,32812,24995,15342,13602,20999,3709,1740,2022-03-13 23:16:29.675847
284212,54093,13342,11234,11214,17479,8093,5011,2022-03-13 23:16:30.703928
1025566,58084,3810,32861,19335,42497,13474,23117,2022-03-13 23:16:31.676287
721378,214724,22705,31486,16517,11521,3312,3091,2022-03-13 23:16:32.679629
176048,139103,25791,10275,14472,19854,8714,4937,2022-03-13 23:16:33.686508
65744,427963,4100,34684,38178,18373,6732,9964,2022-03-13 23:16:34.684779
149965,67642,14245,6915,11299,2128,1996,1644,2022-03-13 23:16:35.675828
79711,21494,12234,5075,5593,12285,4999,2618,2022-03-13 23:16:36.680116
74808,68782,2240,3725,6865,8212,2261,1182,2022-03-13 23:16:37.709980
16475,40941,10061,28045,17089,9754,3441,5016,2022-03-13 23:16:38.688942
19307,15266,3800,12787,10475,9624,11336,8496,2022-03-13 23:16:39.689378
6176,16925,5687,11732,11086,11585,11344,7847,2022-03-13 23:16:40.676770
1426674,406833,218102,59888,54987,20306,16738,8303,2022-03-13 23:16:41.711608
217414,120459,35551,37162,38762,25841,17239,9426,2022-03-13 23:16:42.675882
49471,8409,1785,5531,4462,3349,1618,4858,2022-03-13 23:16:43.687502
73123,12396,7441,4454,4579,2714,3448,1640,2022-03-13 23:16:44.679237
10190,41834,15075,3700,9951,12372,9359,4221,2022-03-13 23:16:45.675178
299296,212286,48048,45425,23809,25564,11206,8343,2022-03-13 23:16:46.684175
44320,23186,11346,9666,6120,3817,2790,1028,2022-03-13 23:16:47.676010
22157,29847,2612,10101,17790,15159,10364,3959,2022-03-13 23:16:48.721713
1798946,114737,27034,37864,48328,12187,13396,10658,2022-03-13 23:16:49.690725
262955,34236,4692,2479,3308,1621,2352,1296,2022-03-13 23:16:50.690575
1303354,30034,15734,9642,22305,16726,14858,10203,2022-03-13 23:16:51.696798
394193,28903,18786,11269,17738,12222,15145,11170,2022-03-13 23:16:52.675142
10892,32995,5222,3066,18412,12151,6047,4701,2022-03-13 23:16:53.678234
28515,34254,12139,12982,9894,14708,6740,10269,2022-03-13 23:16:54.674030
5783,13702,8745,2807,15050,24769,16431,4822,2022-03-13 23:16:55.711348
81116,11752,4445,408,2884,1674,1381,967,2022-03-13 23:16:56.684216
53367,53803,23013,10010,1767,9553,2431,1538,2022-03-13 23:16:57.679464
1317700,58597,7922,27398,11745,12774,11575,34733,2022-03-13 23:16:58.678771
15365,48743,7125,6382,32665,21799,15272,13303,2022-03-13 23:16:59.677792
32417,50727,13319,12280,13198,15174,16236,18880,2022-03-13 23:17:00.682727
25135,81642,11605,21965,11135,15219,9265,4681,2022-03-13 23:17:01.684108
35733,22600,7388,7268,14822,16702,10297,11418,2022-03-13 23:17:02.686142
55207,11368,14056,13848,21840,14999,8361,13231,2022-03-13 23:17:03.684486
2184,31375,8538,19569,11024,16276,6166,3061,2022-03-13 23:17:04.679456
21228,6163,8806,18943,12266,9101,4262,6115,2022-03-13 23:17:05.676996
1475315,75454,26783,9327,30744,14435,7512,5925,2022-03-13 23:17:06.728948
187146,25722,2710,951,2322,2351,716,592,2022-03-13 23:17:07.676304
93801,32723,6877,12714,18264,19397,6937,13670,2022-03-13 23:17:08.677733
40615,31939,5547,16567,8637,6431,2002,467,2022-03-13 23:17:09.690255
475554,19039,10038,7304,10593,6553,2183,2682,2022-03-13 23:17:10.683923
132529,65196,8712,6132,5220,7539,1988,1647,2022-03-13 23:17:11.677001
36911,22762,7305,13342,5642,13308,9486,2967,2022-03-13 23:17:12.675076
10713,19141,8485,6180,16776,10987,4021,2204,2022-03-13 23:17:13.715990
12416,12149,8550,20620,6819,7235,5088,3641,2022-03-13 23:17:14.680564
6308,7567,3298,6152,30051,26034,9768,2341,2022-03-13 23:17:15.679714
9040,12259,17752,7461,9613,13072,4197,6250,2022-03-13 23:17:16.684745
32833,10780,7774,4548,3359,15569,2474,4967,2022-03-13 23:17:17.684091
82005,95198,16080,3875,4490,6921,1438,612,2022-03-13 23:17:18.682406
915882,611868,89756,76888,37650,45970,14035,12962,2022-03-13 23:17:19.675086
59683,18696,10620,8238,6530,22252,20228,28015,2022-03-13 23:17:20.732508
50045,100672,37617,3720,4993,16678,12549,10349,2022-03-13 23:17:21.673979
68529,10631,12383,3943,4716,3149,3237,874,2022-03-13 23:17:22.683481
16181,19890,19926,7124,13382,23021,7203,7842,2022-03-13 23:17:23.696133
3767,51904,8799,11187,16124,12162,3994,4724,2022-03-13 23:17:24.710586
43563,8665,50829,10655,16038,21733,8285,2262,2022-03-13 23:17:25.687391
5875,27360,3996,7241,14400,26193,12863,5307,2022-03-13 23:17:26.678794
116760,62037,13481,5622,9047,3723,1483,1051,2022-03-13 23:17:27.720048
13566,31500,10938,21947,8395,13763,12212,15064,2022-03-13 23:17:28.680297
170524,213229,27916,10334,13107,17101,17231,7549,2022-03-13 23:17:29.687498
101293,37902,2231,2554,5695,9083,2285,2057,2022-03-13 23:17:30.675559
95825,19143,1417,7651,1552,4037,1364,1065,2022-03-13 23:17:31.720931
36554,43067,1614,3896,12102,4359,3095,1025,2022-03-13 23:17:32.684572
241675,10401,32444,28181,23386,19186,6338,7674,2022-03-13 23:17:33.681490
696259,105756,43278,55633,20342,13835,15301,9346,2022-03-13 23:17:34.688636
10899,19139,26417,2523,22114,20523,7348,9886,2022-03-13 23:17:35.683773
55755,13172,3033,1265,1025,1880,385,223,2022-03-13 23:17:36.680972
100533,51827,58200,22766,18255,14737,9809,3247,2022-03-13 23:17:37.685260
163529,132336,46188,38644,35496,13462,3253,3131,2022-03-13 23:17:38.703264
34608,20847,21696,5342,26988,13645,6950,6833,2022-03-13 23:17:39.677149
68056,23124,27593,11193,16841,16788,8723,7077,2022-03-13 23:17:40.676056
227150,93964,20799,39138,52698,15958,10828,4814,2022-03-13 23:17:41.685635
36261,16112,11408,12100,1445,3955,3532,555,2022-03-13 23:17:42.678562
162138,54047,3821,10815,8696,5362,1497,2649,2022-03-13 23:17:43.687655
12327,45337,21259,18883,6528,12152,7443,6590,2022-03-13 23:17:44.674503
36627,23682,6545,495,13273,14507,5446,3843,2022-03-13 23:17:45.706654
80632,32532,5369,18235,15110,11296,11130,3724,2022-03-13 23:17:46.679100
84783,75202,5804,5807,5130,2783,1192,1342,2022-03-13 23:17:47.677131
17520,46490,13107,8854,15838,19188,6784,6958,2022-03-13 23:17:48.689611
40596,7396,4847,20672,8618,14793,7508,5000,2022-03-13 23:17:49.726054
290073,53227,39995,11937,19124,14380,8889,4125,2022-03-13 23:17:50.677149
88301,20257,13805,4034,20252,8484,6118,4204,2022-03-13 23:17:51.686597
32149,15115,27221,41354,12307,19040,5144,8921,2022-03-13 23:17:52.713725
1379320,101467,16126,56378,18124,18323,23219,5420,2022-03-13 23:17:53.686454
10654,9754,610,13433,10789,19379,11002,10072,2022-03-13 23:17:54.675808
236240,15029,10871,2681,8038,15988,66914,15011,2022-03-13 23:17:55.700451
19383,24891,10044,7982,3580,23878,25932,15105,2022-03-13 23:17:56.712159
443323,162937,34652,10933,41392,23906,13896,7845,2022-03-13 23:17:57.678117
263148,28236,1894,5322,9294,6732,2642,1647,2022-03-13 23:17:58.686199
2012524,349703,104990,61691,69335,51157,13706,3287,2022-03-13 23:17:59.679322
23483,7250,1411,7395,1417,2968,1525,810,2022-03-13 23:18:00.673979
51264,36968,27948,8941,9557,10329,11506,5537,2022-03-13 23:18:01.677113
112384,59670,28170,4355,5457,5807,1573,830,2022-03-13 23:18:02.675638
209178,48035,22908,4742,8832,9822,1310,577,2022-03-13 23:18:03.702149
143383,14100,5984,7784,3965,3013,1192,779,2022-03-13 23:18:04.678416
175960,66365,12080,6074,7949,5040,2004,568,2022-03-13 23:18:05.674957
1205931,96017,16667,13528,42888,7388,3486,1654,2022-03-13 23:18:06.675720
132840,51713,27226,47246,48729,24020,12284,5383,2022-03-13 23:18:07.698682
845453,204195,34138,18291,26634,30125,11587,8916,2022-03-13 23:18:08.678022
49859,59138,64881,8327,15983,18767,11694,4625,2022-03-13 23:18:09.681154
289305,144218,106830,49933,14028,21974,15049,27508,2022-03-13 23:18:10.690510
23027,3291,2104,5460,2666,3757,6329,2300,2022-03-13 23:18:11.678834
1218524,112549,34689,20030,23546,15555,6128,14260,2022-03-13 23:18:12.676571
76862,82548,16469,5507,7042,3060,2872,1236,2022-03-13 23:18:13.677135
22276,13815,9472,23052,9425,18556,3968,4264,2022-03-13 23:18:14.725009
12961,19572,18195,5921,3753,5593,9033,4227,2022-03-13 23:18:15.678463
18251,18928,12670,5150,7723,5100,7052,1787,2022-03-13 23:18:16.686699
18213,13345,5422,4928,4843,7239,4321,1797,2022-03-13 23:18:17.691382
3028,17436,11465,10152,10394,13306,4121,4555,2022-03-13 23:18:18.677599
245854,92294,98614,37140,15874,22787,6449,5783,2022-03-13 23:18:19.686608
112294,156001,58981,17781,19919,13559,5726,5612,2022-03-13 23:18:20.681663
174110,27084,24620,38834,11793,19980,7158,5079,2022-03-13 23:18:21.700262
162731,18676,10134,2873,17896,30055,8740,3108,2022-03-13 23:18:22.682038
42430,20752,3571,1618,4195,5918,1509,1525,2022-03-13 23:18:23.687082
17858,25326,13638,5589,6098,33728,7915,9622,2022-03-13 23:18:24.679393
17306,63297,24499,27342,41034,18810,5899,3734,2022-03-13 23:18:25.678767
110814,29906,4613,4170,18312,19832,6521,2538,2022-03-13 23:18:26.673930
15899,19269,1943,8928,7931,16489,4080,6243,2022-03-13 23:18:27.674021
21073,31927,3288,2857,11091,9129,10518,5519,2022-03-13 23:18:28.679592
478166,79685,17958,25001,16223,18711,18613,3767,2022-03-13 23:18:29.678331
32725,37651,10839,9492,7518,10270,7434,8986,2022-03-13 23:18:30.679475
99503,199273,33355,46111,13426,11006,6427,4398,2022-03-13 23:18:31.675232
17877,18184,9212,23297,6159,10914,3180,6270,2022-03-13 23:18:32.732630
87653,72148,3340,7368,9879,20810,9035,9870,2022-03-13 23:18:33.681376
459547,121892,8649,6354,3730,5689,2254,1681,2022-03-13 23:18:34.677907
739739,67810,16349,12304,10540,23991,24524,8245,2022-03-13 23:18:35.687652
103022,198048,16990,32666,58136,21112,4738,10052,2022-03-13 23:18:36.673176
842206,239327,38778,48284,26041,17126,12090,7045,2022-03-13 23:18:37.678578
1002377,74179,74172,19457,12062,37561,12864,7348,2022-03-13 23:18:38.673552
600629,531360,91374,25541,48747,22835,23476,5335,2022-03-13 23:18:39.700767
439780,181336,17922,12865,12971,16097,10086,8450,2022-03-13 23:18:40.681430
103709,84405,7310,3191,7325,4011,1319,2342,2022-03-13 23:18:41.675999
16898,23319,4053,7297,17922,17526,10274,14970,2022-03-13 23:18:42.688105
138855,26584,6861,3790,3206,2255,3997,2014,2022-03-13 23:18:43.678340
1281546,232415,50339,36331,27655,17515,24076,3636,2022-03-13 23:18:44.682080
17822,12113,12535,3810,13530,12609,7225,8451,2022-03-13 23:18:45.683561
1302289,46325,18111,32107,20306,24944,6291,5546,2022-03-13 23:18:46.697260
1340005,76996,73529,35242,45340,18264,8016,3147,2022-03-13 23:18:47.675287
12182,31420,13000,3715,21698,11833,10644,7807,2022-03-13 23:18:48.682266
1539249,125093,37049,25844,27627,36703,35425,15006,2022-03-13 23:18:49.676576
110948,11025,6595,3423,5108,5588,3311,3438,2022-03-13 23:18:50.701111
171978,73131,8237,21144,16191,10532,11283,5413,2022-03-13 23:18:51.676685
49544,22569,10317,6160,18385,18749,10226,7906,2022-03-13 23:18:52.684495
119124,91620,39170,12086,15314,15069,7604,2257,2022-03-13 23:18:53.678476
101773,48659,3142,6454,2335,3498,2071,1794,2022-03-13 23:18:54.678913
45276,7873,19087,16018,28063,14380,5213,5341,2022-03-13 23:18:55.676232
152376,70401,10269,3120,9590,17523,12941,8206,2022-03-13 23:18:56.676986
32208,37805,9854,10007,6651,15634,13637,3881,2022-03-13 23:18:57.709249
81321,21876,30475,10745,16703,14181,2766,2684,2022-03-13 23:18:58.677886
264559,80852,6838,12565,6311,19680,2643,2882,2022-03-13 23:18:59.676253
76897,88909,22461,6286,39456,13601,5124,6652,2022-03-13 23:19:00.676088
38505,17674,13775,23570,13925,10384,3542,2369,2022-03-13 23:19:01.673613
40940,34897,10683,17380,9761,18873,8359,8931,2022-03-13 23:19:02.687018
2555486,509450,32560,39303,22784,34197,233648,70015,2022-03-13 23:19:03.675158
73076,93913,19601,10014,25248,15056,5445,7598,2022-03-13 23:19:04.704640
818598,213918,30202,18216,10209,15713,11179,12589,2022-03-13 23:19:05.676580
57267,28543,9937,24639,25836,16354,12665,6797,2022-03-13 23:19:06.678568
1176615,139767,27971,32884,9487,13013,25852,8899,2022-03-13 23:19:07.672467
1668093,457092,72324,41206,20430,46871,35743,11731,2022-03-13 23:19:08.686279
1175494,41584,12366,6341,20888,6650,6642,2788,2022-03-13 23:19:09.677533
299746,27420,5074,17786,13444,12939,1403,520,2022-03-13 23:19:10.677513
1485540,137775,72200,71411,47574,33820,49520,17888,2022-03-13 23:19:11.682707
777303,32029,29165,3392,6447,6496,3223,2763,2022-03-13 23:19:12.679541
650575,140072,40302,14827,12209,19619,11500,19529,2022-03-13 23:19:13.682746
103199,19296,8012,4395,4389,3803,2560,889,2022-03-13 23:19:14.681812
812135,22097,5700,23562,13082,17084,18579,4296,2022-03-13 23:19:15.726734
3510,25116,9942,8441,10834,14922,5582,4363,2022-03-13 23:19:16.684977
8519,29669,3886,12061,6258,18525,5180,3775,2022-03-13 23:19:17.673279
6110,31245,15484,12613,7582,16687,6423,3522,2022-03-13 23:19:18.675210
170362,216574,7014,23278,52600,19622,5432,8868,2022-03-13 23:19:19.677748
270956,140084,24277,8426,22737,19537,4908,6145,2022-03-13 23:19:20.678780
408286,149685,117852,141143,162338,119095,91300,7534,2022-03-13 23:19:21.675111
1252307,288797,257632,107799,76300,29525,14669,7279,2022-03-13 23:19:22.703139
845450,210772,61295,32924,19668,17024,2832,4890,2022-03-13 23:19:23.683231
27045,25670,11014,7103,6597,7089,7843,3338,2022-03-13 23:19:24.675953
332485,32263,5076,3187,5514,3413,2010,2618,2022-03-13 23:19:25.675019
98070,57885,8068,1357,5440,4860,2847,1536,2022-03-13 23:19:26.671601
184382,110287,14832,13476,10983,11995,6605,2025,2022-03-13 23:19:27.679890
383068,14175,13398,15760,31115,13186,4514,4284,2022-03-13 23:19:28.680335
4442,20106,15587,8498,10472,12120,8000,5111,2022-03-13 23:19:29.692431
19091,30084,9596,9568,9349,13648,3968,1714,2022-03-13 23:19:30.680958
35547,10331,23126,5305,10118,16291,5507,3261,2022-03-13 23:19:31.677022
100240,19341,5236,3195,6530,6645,2276,937,2022-03-13 23:19:32.687123
56017,17704,27069,16788,29545,21433,13068,11278,2022-03-13 23:19:33.701085
962506,49424,9653,17728,8130,14188,10269,7559,2022-03-13 23:19:34.671234
97345,63246,14521,42549,23287,14005,4313,2535,2022-03-13 23:19:35.674406
91076,108595,47820,18756,19460,17359,15165,2704,2022-03-13 23:19:36.691356
751261,33245,55833,19147,5575,28835,3191,1909,2022-03-13 23:19:37.675346
9493,29258,32009,26531,7523,9950,3825,3579,2022-03-13 23:19:38.685004
92164,22310,7527,37669,25749,9428,5092,1932,2022-03-13 23:19:39.676718
418388,59312,11575,14943,25831,17217,5441,4304,2022-03-13 23:19:40.714938
130722,68548,15977,10111,3873,5694,4116,651,2022-03-13 23:19:41.673031
217051,101110,8208,17778,1762,5066,3136,1537,2022-03-13 23:19:42.678450
162761,59301,7239,9110,4677,3826,2594,1030,2022-03-13 23:19:43.674491
59116,13462,3068,6723,8080,2605,1647,2044,2022-03-13 23:19:44.674570
20203,22130,12538,12821,8864,7077,22312,6962,2022-03-13 23:19:45.674979
622737,41796,12119,36377,26496,14594,5926,19659,2022-03-13 23:19:46.679324
130935,64383,42441,9440,9703,14701,4929,5018,2022-03-13 23:19:47.711151
36287,11727,2285,2945,5768,4545,1149,930,2022-03-13 23:19:48.676363
42486,33660,20579,5386,30260,19511,6814,5241,2022-03-13 23:19:49.684738
60263,37249,18267,14272,7296,9174,7542,1369,2022-03-13 23:19:50.674615
117741,61575,15963,56396,30287,11429,9062,3023,2022-03-13 23:19:51.680478
51807,7725,30209,11269,6599,17251,5020,3794,2022-03-13 23:19:52.673950
26619,53502,28767,40993,23921,19552,8748,3510,2022-03-13 23:19:53.685031
448295,81781,23748,17440,15355,20995,6182,4240,2022-03-13 23:19:54.691773
124141,99495,15285,26960,30962,6123,5640,8003,2022-03-13 23:19:55.677109
93985,79119,10396,12188,5347,14407,7267,5407,2022-03-13 23:19:56.677722
44978,8489,10099,5422,15193,18914,4963,2131,2022-03-13 23:19:57.675639
114652,16497,13140,17813,11427,16103,10916,4134,2022-03-13 23:19:58.712044
275854,20235,7778,4458,7532,7113,2732,1855,2022-03-13 23:19:59.675798
2054427,213508,172227,104053,113497,160060,10339,6680,2022-03-13 23:20:00.677856
61254,56570,5071,9203,9850,5883,2074,841,2022-03-13 23:20:01.677446
1361272,354489,203109,65067,53413,83868,12233,9244,2022-03-13 23:20:02.676444
62738,17442,43293,59023,7570,21552,14227,11189,2022-03-13 23:20:03.685522
164299,123222,92859,10948,46873,24762,17189,13053,2022-03-13 23:20:04.672075
557254,553311,71079,4517,23817,23414,30533,12485,2022-03-13 23:20:05.703442
33170,21711,36178,8929,9394,10221,9554,10981,2022-03-13 23:20:06.685369
408925,193879,39421,56001,35510,33251,4666,12934,2022-03-13 23:20:07.676132
31794,14288,20170,16616,19933,29222,7736,9331,2022-03-13 23:20:08.683184
584767,276990,62192,44573,15369,15529,13101,10013,2022-03-13 23:20:09.674399
37552,96882,14933,2113,13262,9874,11857,5339,2022-03-13 23:20:10.675677
182471,90877,4957,560,10268,5309,2407,838,2022-03-13 23:20:11.681321
26815,19904,12383,6624,6096,11431,8315,5436,2022-03-13 23:20:12.692148
322280,21011,7823,2450,3163,3477,1581,1134,2022-03-13 23:20:13.683773
101425,55240,6242,6282,2891,6001,2877,804,2022-03-13 23:20:14.677715
15072,26880,18029,19347,10832,23297,8665,3125,2022-03-13 23:20:15.676362
16741,40963,10391,13932,11902,16279,5454,3365,2022-03-13 23:20:16.733768
29532,25865,13376,12582,19124,19006,9251,1308,2022-03-13 23:20:17.676736
250586,43945,15229,8534,8085,17500,6102,5836,2022-03-13 23:20:18.676936
51430,13987,5151,3572,4586,6350,6239,952,2022-03-13 23:20:19.676165
48398,18525,5618,7187,14443,10972,2975,5125,2022-03-13 23:20:20.671760
349823,44150,10962,9786,5964,5282,2785,1659,2022-03-13 23:20:21.678956
3017,12302,16477,10608,3779,10208,12735,2005,2022-03-13 23:20:22.678157
54313,41707,11075,12865,44181,18401,13926,5803,2022-03-13 23:20:23.739443
5332,17104,2649,10106,10068,16060,6228,1992,2022-03-13 23:20:24.672063
15705,34752,7242,15850,7386,9360,5100,3472,2022-03-13 23:20:25.680152
113022,207650,72509,28079,14853,35617,9675,3952,2022-03-13 23:20:26.681324
136942,320707,13964,47058,46935,27558,18584,5364,2022-03-13 23:20:27.671383
51334,31058,16344,6823,15805,7322,5404,5368,2022-03-13 23:20:28.683384
55518,18022,24787,12969,14467,7923,2029,869,2022-03-13 23:20:29.680115
129014,5960,5771,2528,3849,4357,1487,1334,2022-03-13 23:20:30.694556
646332,26895,2000,15005,16006,17133,5210,4156,2022-03-13 23:20:31.686590
127127,81618,48475,16763,17038,22638,6583,4058,2022-03-13 23:20:32.685800
16053,56906,1619,4916,15156,11991,13960,8381,2022-03-13 23:20:33.679080
1484243,20694,3391,19860,5488,14727,10877,6998,2022-03-13 23:20:34.718062
146179,69523,17968,19518,13365,26014,16993,4582,2022-03-13 23:20:35.696554
88582,22952,13114,2595,7974,3693,2752,1446,2022-03-13 23:20:36.674132
31800,30764,4831,3771,7782,30291,9117,7856,2022-03-13 23:20:37.689265
7530,16095,18799,12590,11611,13614,5778,5860,2022-03-13 23:20:38.676259
35566,27139,12257,10239,9686,15974,5811,7548,2022-03-13 23:20:39.681477
7335,40425,5162,10576,11145,20930,6740,6890,2022-03-13 23:20:40.677465
1031817,90377,4870,40241,8685,26744,10806,12813,2022-03-13 23:20:41.717136
35386,20215,5178,10270,9997,8742,7542,4220,2022-03-13 23:20:42.674025
119761,18269,12049,2547,2259,5889,1257,925,2022-03-13 23:20:43.675119
19343,22557,3730,18921,18888,11098,9063,3578,2022-03-13 23:20:44.684187
