delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
9180,14561,9016,2467,2864,12599,13401,7405,2022-03-13 23:27:26.563925
16674,7815,5883,11494,6758,20732,10200,7400,2022-03-13 23:27:27.559041
129429,69499,9092,12773,3082,13909,21981,14217,2022-03-13 23:27:28.564681
10382,6043,5299,5721,8953,10368,9254,6460,2022-03-13 23:27:29.558802
338897,31571,30898,16826,6432,18586,16574,11135,2022-03-13 23:27:30.571860
390627,14332,2805,2255,2058,3548,711,1799,2022-03-13 23:27:31.560958
445694,5597,2142,1584,2633,2358,3139,867,2022-03-13 23:27:32.586763
474720,360908,17693,4487,3133,9151,14097,8494,2022-03-13 23:27:33.557432
309028,29797,20005,17098,3550,5973,8935,7466,2022-03-13 23:27:34.569239
189222,16501,10021,8584,6637,5178,8615,3789,2022-03-13 23:27:35.565043
1101994,1079540,19340,21692,54862,23576,28946,33436,2022-03-13 23:27:36.560421
40151,44500,21273,21850,25349,36370,14081,10525,2022-03-13 23:27:37.557084
603016,167006,71649,45093,56098,26528,19876,18677,2022-03-13 23:27:38.568043
566141,66484,14127,5472,7359,18114,30288,21114,2022-03-13 23:27:39.598148
5213,14202,10721,7118,9618,29669,26431,16612,2022-03-13 23:27:40.565567
68936,14588,51340,7175,7579,24782,9973,28966,2022-03-13 23:27:41.569762
15654,13556,7892,6588,13510,19398,21536,28587,2022-03-13 23:27:42.566083
7509,9035,13446,3814,4553,28780,23242,13394,2022-03-13 23:27:43.605953
195118,72793,22887,2782,20847,17382,9346,9285,2022-03-13 23:27:44.572548
27209,26073,5245,7670,8794,22544,14130,17117,2022-03-13 23:27:45.559835
1420,7998,8975,5318,6229,18453,13392,22216,2022-03-13 23:27:46.569211
15895,12390,11091,26082,9040,25116,19216,16176,2022-03-13 23:27:47.560681
20516,59469,13013,11404,11484,15148,8241,15459,2022-03-13 23:27:48.571230
162086,23424,7502,26177,10655,15818,4526,11866,2022-03-13 23:27:49.561883
8347,25449,7766,3868,7201,8548,6085,10696,2022-03-13 23:27:50.593384
383475,82673,8619,19420,19800,14399,29320,9999,2022-03-13 23:27:51.569006
65171,25290,22080,15210,11944,16826,21058,5619,2022-03-13 23:27:52.561365
7302,17163,9258,12726,4210,8077,13053,4508,2022-03-13 23:27:53.562853
18521,36144,26987,1175,14837,36467,10107,2037,2022-03-13 23:27:54.593524
138804,13625,14663,2346,7145,3996,2692,4446,2022-03-13 23:27:55.564574
451250,159074,29223,51603,12298,21425,42122,34610,2022-03-13 23:27:56.557933
220532,51394,1191,4302,4614,16470,17950,8944,2022-03-13 23:27:57.588489
622302,303583,115925,24017,16249,24729,19989,20986,2022-03-13 23:27:58.571362
806005,112088,9934,30522,7910,16817,9507,4000,2022-03-13 23:27:59.565613
106814,8459,3080,2665,2044,7802,5414,3594,2022-03-13 23:28:00.564767
4052,7413,3825,10242,15992,12341,18321,20761,2022-03-13 23:28:01.598996
137253,16210,5655,3478,4740,9483,5445,4580,2022-03-13 23:28:02.564384
186867,49581,16864,12892,4305,3891,1439,2319,2022-03-13 23:28:03.569366
37662,18615,17019,14155,12409,16329,9504,9911,2022-03-13 23:28:04.582928
562786,50205,16193,7880,6974,20738,10514,13258,2022-03-13 23:28:05.570818
148279,65485,45631,9186,24494,36079,23890,10727,2022-03-13 23:28:06.566461
8723,6050,20794,10742,3785,41731,51907,19314,2022-03-13 23:28:07.569741
1741492,361742,51861,25351,14895,22552,48530,14490,2022-03-13 23:28:08.604514
377753,12478,23885,9916,11187,7232,4858,9495,2022-03-13 23:28:09.564401
200032,77956,22712,7447,6326,6051,4800,4851,2022-03-13 23:28:10.562719
10333,12046,19492,5444,11551,16203,18946,24005,2022-03-13 23:28:11.589176
47141,48535,2033,3994,2729,3315,6329,5454,2022-03-13 23:28:12.564691
7209,22962,10858,6171,8341,29103,19457,22260,2022-03-13 23:28:13.564629
110314,54996,4560,2289,6162,6842,3767,1270,2022-03-13 23:28:14.570685
112258,24326,10358,1850,9076,8920,4463,3813,2022-03-13 23:28:15.586542
248039,11630,9986,4540,5530,9005,5732,3329,2022-03-13 23:28:16.557940
32978,36417,3475,5311,1878,6769,5104,2925,2022-03-13 23:28:17.558307
78996,22922,15224,2911,7486,23050,18448,23203,2022-03-13 23:28:18.562544
31735,48594,26856,13448,6418,22789,25068,12551,2022-03-13 23:28:19.571655
103076,21225,32965,11566,12375,21794,22045,12143,2022-03-13 23:28:20.571208
627122,189803,37250,9979,13396,6951,12326,5730,2022-03-13 23:28:21.558799
846892,187991,12683,4218,40403,28711,29305,12044,2022-03-13 23:28:22.586076
1961820,602512,24431,262887,115747,81043,185369,69185,2022-03-13 23:28:23.567774
1674668,126827,390642,161783,63228,127447,20126,39705,2022-03-13 23:28:24.558409
1260009,288745,56868,15434,6293,23835,33586,34399,2022-03-13 23:28:25.566086
246865,33370,20406,20712,9980,9809,15397,4850,2022-03-13 23:28:26.615458
927297,91075,31348,20996,25295,34875,20251,19908,2022-03-13 23:28:27.560292
3233144,2089173,321947,250457,373069,188313,197271,135826,2022-03-13 23:28:28.564386
1471358,429941,65147,101027,47618,50592,44735,85816,2022-03-13 23:28:29.560604
886209,74869,5322,7211,11575,2551,1130,1372,2022-03-13 23:28:30.563603
24863,31390,6727,9782,7764,50476,38375,13087,2022-03-13 23:28:31.567901
1176698,99298,7507,12281,8964,39372,21847,41942,2022-03-13 23:28:32.561597
122517,102021,7214,2280,7544,3329,8645,5870,2022-03-13 23:28:33.591311
444084,73842,24501,3145,9817,2475,14134,4616,2022-03-13 23:28:34.562528
138511,95844,12348,8986,4981,25781,16156,18929,2022-03-13 23:28:35.561491
146255,106661,37956,22128,10962,33561,25834,17465,2022-03-13 23:28:36.586748
910558,370108,69689,13391,69225,62101,47112,30637,2022-03-13 23:28:37.564014
155759,18473,16108,5355,6533,894,2981,6516,2022-03-13 23:28:38.559299
851621,184121,25068,27860,37815,37819,31384,13334,2022-03-13 23:28:39.559166
246467,14053,1134,5191,14218,9877,2631,1580,2022-03-13 23:28:40.586747
246297,11724,6738,2625,1689,2590,769,669,2022-03-13 23:28:41.558681
53661,11779,26645,6065,30309,22722,21375,22260,2022-03-13 23:28:42.570735
5896,21674,8714,4734,4802,15939,22584,8324,2022-03-13 23:28:43.564648
229890,381191,56330,25160,5667,21433,15480,20941,2022-03-13 23:28:44.584941
11390,8087,14918,4937,9376,14446,6950,15658,2022-03-13 23:28:45.561873
286041,11742,6536,5459,1969,3780,3427,2624,2022-03-13 23:28:46.563820
23487,19343,23234,16336,36601,13604,11481,5357,2022-03-13 23:28:47.566625
70466,32911,6728,10268,26072,17839,5763,3925,2022-03-13 23:28:48.556239
1383520,646596,224814,230858,278187,244116,29298,34647,2022-03-13 23:28:49.570932
571987,70440,28341,7147,17369,14583,4621,9149,2022-03-13 23:28:50.570033
20283,28270,25141,4757,2885,17511,9382,4007,2022-03-13 23:28:51.604681
30502,30898,36843,13155,24717,4945,3433,2783,2022-03-13 23:28:52.559931
871905,187883,72923,50532,77664,31995,12637,7277,2022-03-13 23:28:53.561283
146074,51116,2001,8812,6233,4382,8551,2203,2022-03-13 23:28:54.565000
1975279,310664,32075,9343,8887,12516,30517,6191,2022-03-13 23:28:55.562348
51204,64864,36686,3778,5555,6893,3643,2437,2022-03-13 23:28:56.567848
359852,101718,29143,25349,16056,15955,15644,21970,2022-03-13 23:28:57.569013
53464,10464,25958,19869,43695,16783,44287,10757,2022-03-13 23:28:58.601184
9028,9491,26606,6210,44133,17774,40039,22675,2022-03-13 23:28:59.567399
260947,147088,4717,16454,8148,24920,9654,9355,2022-03-13 23:29:00.571976
121797,41724,10099,15189,5502,17819,9956,13451,2022-03-13 23:29:01.566569
593783,64146,38983,4374,6776,22458,10338,5614,2022-03-13 23:29:02.558937
2677862,136836,75577,10557,44347,35077,17503,12791,2022-03-13 23:29:03.560619
33550,17635,40200,9462,11843,15116,25267,6788,2022-03-13 23:29:04.569974
1268342,84356,32211,16583,12383,13140,21406,5105,2022-03-13 23:29:05.566775
23747,27163,1737,20014,8563,7252,11808,16004,2022-03-13 23:29:06.565453
15779,20743,4868,11608,8129,8368,8077,3578,2022-03-13 23:29:07.565429
29755,6941,17021,6816,9250,9859,2450,2282,2022-03-13 23:29:08.563021
359505,4952,817,3596,1796,3437,2195,1700,2022-03-13 23:29:09.609322
402960,18786,5437,9777,19280,9168,12418,9005,2022-03-13 23:29:10.566748
843548,352125,35045,23261,68258,52340,55119,39102,2022-03-13 23:29:11.563858
68837,13770,17199,5013,1522,10063,8573,5151,2022-03-13 23:29:12.566005
198396,17184,11101,4833,3341,6378,6185,5285,2022-03-13 23:29:13.567617
97337,54255,21049,26337,21626,34981,23040,20107,2022-03-13 23:29:14.556516
23313,19326,25296,33741,8212,18854,6814,6083,2022-03-13 23:29:15.567235
241424,70568,7541,25087,15679,10479,16562,17246,2022-03-13 23:29:16.594766
982037,233241,11620,1667,10712,7403,9150,13014,2022-03-13 23:29:17.563919
2013831,585304,32132,144016,18133,36123,34352,18692,2022-03-13 23:29:18.569479
594901,194787,52211,22062,33124,59340,26288,9378,2022-03-13 23:29:19.559559
34205,82953,36833,28203,12893,22159,11536,20458,2022-03-13 23:29:20.562608
72164,10665,4865,22731,13553,13711,23373,6545,2022-03-13 23:29:21.558430
407639,143412,21635,124579,30802,36652,10897,8141,2022-03-13 23:29:22.555343
11193,15772,11053,13550,15655,20582,19693,16184,2022-03-13 23:29:23.586991
4717,4821,5032,16580,6234,20856,27947,12506,2022-03-13 23:29:24.567704
175415,33389,2149,1153,2832,10216,3076,3967,2022-03-13 23:29:25.564815
1328414,18585,11752,16423,44142,14810,12776,2589,2022-03-13 23:29:26.558120
848720,219124,80378,49735,48657,38966,22472,25145,2022-03-13 23:29:27.591713
2178264,650347,8054,20015,41239,95327,29862,24269,2022-03-13 23:29:28.566365
270363,26560,23556,7006,4557,3054,2094,1379,2022-03-13 23:29:29.565059
917790,113167,31474,16167,16249,23531,11812,4272,2022-03-13 23:29:30.593620
117150,18893,12716,16185,17606,22410,11074,7808,2022-03-13 23:29:31.569120
91745,36975,18316,11475,8706,6293,2920,3619,2022-03-13 23:29:32.569665
38338,55527,7415,9000,9284,23223,25547,11828,2022-03-13 23:29:33.555958
48047,33432,3738,13540,28554,33562,12256,7070,2022-03-13 23:29:34.604023
181226,26883,24475,19350,21588,23934,14389,20688,2022-03-13 23:29:35.564665
70270,41082,10479,3821,7217,22942,10126,9077,2022-03-13 23:29:36.564098
4423,72707,1997,10617,4177,13376,7265,3805,2022-03-13 23:29:37.564241
94260,35362,11600,9254,11865,12213,3988,7127,2022-03-13 23:29:38.566558
69095,17528,2693,1930,2481,1716,4064,1230,2022-03-13 23:29:39.562201
86780,4847,4256,2748,2173,4949,1217,995,2022-03-13 23:29:40.556735
642038,9194,19482,12707,18418,7895,18196,10336,2022-03-13 23:29:41.579783
128746,30687,4097,3815,5849,2649,1800,1117,2022-03-13 23:29:42.561384
1837329,58119,46892,27404,8974,40691,36124,19989,2022-03-13 23:29:43.557158
29932,43218,18652,56066,49756,20805,26250,14515,2022-03-13 23:29:44.563985
764609,77489,67759,17443,17569,18361,17916,6113,2022-03-13 23:29:45.566250
223987,69983,30001,17592,10794,37136,20504,7788,2022-03-13 23:29:46.569819
122600,36479,8345,689,2074,4334,5686,3083,2022-03-13 23:29:47.573343
53911,17586,6633,1548,774,1621,3969,1251,2022-03-13 23:29:48.562078
533971,497583,34271,105412,44499,75892,49483,17170,2022-03-13 23:29:49.561994
66736,147586,35682,5696,24088,12759,3201,4998,2022-03-13 23:29:50.579928
747463,50782,47717,19924,24734,17008,15646,5868,2022-03-13 23:29:51.564646
620890,4369,10965,8149,14744,16667,26289,9008,2022-03-13 23:29:52.605500
72692,39736,32388,21287,14213,36502,14818,7093,2022-03-13 23:29:53.565435
53254,15877,17196,6427,9413,16963,15034,6172,2022-03-13 23:29:54.563590
54588,38178,46885,23011,18376,8440,9195,13901,2022-03-13 23:29:55.557783
78395,59948,24075,6207,4064,6093,2398,2259,2022-03-13 23:29:56.565977
422965,178338,74919,26665,23063,13631,10468,14813,2022-03-13 23:29:57.567380
236981,63976,21485,33870,5872,20621,17995,6187,2022-03-13 23:29:58.560290
1088947,248311,1844,10538,10746,21880,11546,17780,2022-03-13 23:29:59.589518
241738,57813,29086,32321,22191,26093,17106,5257,2022-03-13 23:30:00.569649
42694,20934,1944,8423,6200,7004,5290,2763,2022-03-13 23:30:01.559517
55832,32177,15169,28559,7670,19431,20315,6742,2022-03-13 23:30:02.567921
7591,19607,7162,13032,10866,7099,4802,4493,2022-03-13 23:30:03.570047
105062,33097,5057,3052,2019,5683,1119,1403,2022-03-13 23:30:04.569170
46171,37229,17560,12981,5019,13534,4866,3544,2022-03-13 23:30:05.564454
123514,24228,4812,5041,1974,2932,2418,760,2022-03-13 23:30:06.581611
10690,26460,7112,5514,13048,5445,5865,3443,2022-03-13 23:30:07.567464
22394,22144,39033,32635,8935,10501,3150,2501,2022-03-13 23:30:08.566990
33346,20411,11694,20920,6095,18393,8598,9071,2022-03-13 23:30:09.566630
64886,30683,13618,8816,1692,4685,4435,5047,2022-03-13 23:30:10.586846
30960,22831,13509,4588,13427,8865,8640,5641,2022-03-13 23:30:11.556836
7303,22115,6248,7922,11563,3507,4981,2536,2022-03-13 23:30:12.568689
40377,13654,26862,45080,4690,8742,6869,3621,2022-03-13 23:30:13.568913
121606,37000,51316,18558,7991,9670,4013,3354,2022-03-13 23:30:14.568081
34204,17652,4999,8301,6847,24136,6587,2332,2022-03-13 23:30:15.564532
237952,34157,12234,2704,5926,4971,3163,1095,2022-03-13 23:30:16.566299
266716,13607,17530,6813,1522,2760,922,3160,2022-03-13 23:30:17.582711
89652,36385,13280,1654,4299,1911,1401,1207,2022-03-13 23:30:18.555883
24694,5026,2393,3453,5279,3279,1455,1361,2022-03-13 23:30:19.570549
319611,17887,2297,4728,4405,2512,825,330,2022-03-13 23:30:20.568111
17908,5499,3145,10258,6280,6867,2408,2237,2022-03-13 23:30:21.556673
20928,20648,27288,8963,7567,5995,5424,2308,2022-03-13 23:30:22.561706
18867,24908,10544,7205,8414,4772,4141,3395,2022-03-13 23:30:23.566484
14445,25516,8875,5055,2566,10099,2454,1535,2022-03-13 23:30:24.587493
14034,18444,10725,6218,9692,9616,2770,1827,2022-03-13 23:30:25.565387
7392,4026,3329,7766,2503,7547,3428,1734,2022-03-13 23:30:26.554265
10106,5495,3547,6099,3630,4095,2908,1491,2022-03-13 23:30:27.565524
3082,9395,5965,14839,10454,6216,1434,2551,2022-03-13 23:30:28.564061
390455,117829,3639,9219,21300,18563,32325,23602,2022-03-13 23:30:29.556318
940281,628114,88735,160785,162401,78099,73784,80278,2022-03-13 23:30:30.564524
736364,630061,81561,66176,9234,20465,85546,71571,2022-03-13 23:30:31.580779
142653,237763,9120,12663,15605,7325,19015,5747,2022-03-13 23:30:32.555025
777950,94634,43370,19913,26213,47674,20280,12502,2022-03-13 23:30:33.559336
247288,116214,100604,27759,44912,22179,22003,14282,2022-03-13 23:30:34.559391
1473126,71138,85819,57540,87324,53281,63783,18783,2022-03-13 23:30:35.616151
209891,41732,29012,4077,12970,10468,8923,4292,2022-03-13 23:30:36.561842
90762,12230,545,3932,666,2040,1490,887,2022-03-13 23:30:37.556592
15981,27058,27317,13520,7119,29017,15856,17938,2022-03-13 23:30:38.555719
424233,54315,2695,7299,16207,5692,5871,5046,2022-03-13 23:30:39.578126
65403,40279,1056,10037,14604,20782,6651,7216,2022-03-13 23:30:40.556753
88712,59047,52740,15947,19840,9092,7332,5837,2022-03-13 23:30:41.564283
9705,31907,2306,8210,14496,7782,7914,4029,2022-03-13 23:30:42.603842
260144,8227,1245,304,743,5009,1442,991,2022-03-13 23:30:43.571477
17083,4025,12775,16495,42758,12426,9521,2661,2022-03-13 23:30:44.568140
231886,17881,3177,6817,10623,7767,4567,1928,2022-03-13 23:30:45.565999
2418479,262715,116195,57315,138101,93636,37700,25583,2022-03-13 23:30:46.556020
38800,22773,1886,774,996,1374,1721,1983,2022-03-13 23:30:47.565450
72458,14109,4775,3351,2255,6263,5096,6958,2022-03-13 23:30:48.560751
52664,52223,46963,60684,34286,11969,28220,44072,2022-03-13 23:30:49.567660
521324,128021,90659,14044,30947,40308,36944,22723,2022-03-13 23:30:50.566074
2489551,213003,174093,107834,44036,17585,84326,28249,2022-03-13 23:30:51.569176
1146367,304551,20288,29752,10287,9698,13849,9485,2022-03-13 23:30:52.565440
836272,274718,8747,16911,34279,39411,18794,27115,2022-03-13 23:30:53.580886
24892,19866,18429,5688,17643,9241,16439,13499,2022-03-13 23:30:54.569470
70727,26939,1612,6133,9579,8128,8231,5000,2022-03-13 23:30:55.565530
43284,9927,14132,9686,8242,17598,3173,2402,2022-03-13 23:30:56.568809
71121,18589,12160,35087,27193,10398,6885,5322,2022-03-13 23:30:57.562234
19134,22720,2704,3658,8141,5320,4520,2405,2022-03-13 23:30:58.556585
6904,16494,3910,8972,13581,7027,6915,2804,2022-03-13 23:30:59.569749
265948,124545,4242,12340,17291,9141,3803,4153,2022-03-13 23:31:00.592998
41271,51751,10160,11015,9469,7478,9689,3716,2022-03-13 23:31:01.556594
1270414,309051,25606,36153,29009,41554,44977,22055,2022-03-13 23:31:02.565539
623681,44532,16569,3836,613,11061,11059,7131,2022-03-13 23:31:03.569848
912053,15104,7459,11616,4606,2249,4694,2639,2022-03-13 23:31:04.565779
1350379,308472,19186,65561,32890,34131,48035,40668,2022-03-13 23:31:05.557003
161305,114273,15208,23673,17450,5639,15669,9545,2022-03-13 23:31:06.562418
2228390,227000,65040,183485,26705,27009,32265,37797,2022-03-13 23:31:07.612404
422407,232225,57491,50426,19388,36124,15907,19084,2022-03-13 23:31:08.569596
223170,9567,15573,4751,8494,3960,5380,4795,2022-03-13 23:31:09.570340
30451,24439,3359,3247,6762,32547,10701,14083,2022-03-13 23:31:10.562355
47710,51776,17996,14939,5043,22944,6546,15545,2022-03-13 23:31:11.558049
166577,47430,4540,1795,3632,2596,3128,1777,2022-03-13 23:31:12.567432
54247,63668,14384,17925,19720,12241,13050,16487,2022-03-13 23:31:13.567014
25125,10433,8289,13445,23879,18236,14134,6493,2022-03-13 23:31:14.564559
