delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
72787,60312,15045,21719,29442,14880,9027,11328,2022-03-13 23:31:15.564199
34474,24002,3084,13728,6907,20354,19907,5544,2022-03-13 23:31:16.568876
185640,55419,57515,10435,22955,18354,21022,15063,2022-03-13 23:31:17.567886
64352,43204,14627,14195,15285,6806,22837,4780,2022-03-13 23:31:18.593281
109029,59252,6613,9387,8715,6450,7681,2906,2022-03-13 23:31:19.553433
299065,101526,10019,14294,7872,25370,28878,21167,2022-03-13 23:31:20.561608
218601,94985,42060,17264,59751,21282,46304,25004,2022-03-13 23:31:21.567049
542388,76497,32917,18411,27649,26266,24370,7083,2022-03-13 23:31:22.563776
246386,49011,8332,671,1979,1984,1792,1957,2022-03-13 23:31:23.571229
580771,82922,42482,13331,6657,18610,21789,12117,2022-03-13 23:31:24.565057
827934,94181,8371,6993,15539,11741,7187,8128,2022-03-13 23:31:25.584668
829110,253150,34137,6727,20070,20497,17318,41532,2022-03-13 23:31:26.560236
366942,61175,111492,19920,17471,34036,29578,24084,2022-03-13 23:31:27.566944
67098,25930,3469,2993,2008,6905,4808,5826,2022-03-13 23:31:28.564105
1609209,59681,21375,6157,10019,13600,11538,6331,2022-03-13 23:31:29.555575
486429,33300,15203,5999,2410,9840,4233,4641,2022-03-13 23:31:30.566657
62662,34380,32023,14347,33942,47383,13986,10958,2022-03-13 23:31:31.566592
22187,11856,1704,3503,4351,8309,7685,3407,2022-03-13 23:31:32.588511
263800,32735,17839,10596,13975,15007,8383,5025,2022-03-13 23:31:33.557485
158791,12595,3840,3457,6256,3457,2580,3709,2022-03-13 23:31:34.564695
542759,81366,24423,86728,48069,13282,20127,7972,2022-03-13 23:31:35.563644
373749,77385,5390,33301,6769,20701,23474,13249,2022-03-13 23:31:36.587879
29949,9339,6193,20117,12622,13404,19739,13275,2022-03-13 23:31:37.555745
794217,239597,9834,5118,9036,26112,23653,10963,2022-03-13 23:31:38.555647
336230,111430,6128,13611,20445,20006,14181,10195,2022-03-13 23:31:39.604360
41440,51841,3208,1925,718,5885,1083,3599,2022-03-13 23:31:40.569419
1364926,118127,15082,4692,9876,10222,5956,2895,2022-03-13 23:31:41.567649
117603,24450,2771,1210,2026,4029,2633,1249,2022-03-13 23:31:42.562974
16507,29273,3342,10219,12204,12971,5414,6984,2022-03-13 23:31:43.582491
9198,21881,12547,2527,7974,9085,2401,2203,2022-03-13 23:31:44.554085
78127,7390,3020,4071,2589,1680,1830,1268,2022-03-13 23:31:45.555408
133663,36466,9869,15279,11278,10147,5232,1306,2022-03-13 23:31:46.565663
113204,61576,17919,10368,7880,5954,2961,4504,2022-03-13 23:31:47.560157
714549,146500,26953,11857,10872,6920,3190,8238,2022-03-13 23:31:48.554680
520245,618018,24922,57790,69976,35980,40624,29170,2022-03-13 23:31:49.556803
958222,54735,17507,12769,9332,4965,9594,2051,2022-03-13 23:31:50.594457
411351,23041,5491,13367,10394,1846,3045,4004,2022-03-13 23:31:51.569277
2149112,437181,3564,47329,30119,60780,22312,29992,2022-03-13 23:31:52.565010
201290,17067,1956,5990,3388,7459,3558,4432,2022-03-13 23:31:53.562563
1270632,289802,58342,32737,20147,45483,25994,59218,2022-03-13 23:31:54.576367
1508705,249413,12679,26405,27975,30701,20420,14937,2022-03-13 23:31:55.568771
111231,22814,14146,5013,5503,14210,8562,4894,2022-03-13 23:31:56.566464
631199,68212,13681,29910,21082,33690,20990,17820,2022-03-13 23:31:57.570327
20040,19585,33329,5725,10248,17121,24448,14014,2022-03-13 23:31:58.555281
34817,26749,2682,4148,6715,11099,12135,8567,2022-03-13 23:31:59.566996
33173,38343,3521,9393,4642,12400,7875,9500,2022-03-13 23:32:00.569447
23239,27629,6765,8796,10864,12574,7486,11665,2022-03-13 23:32:01.607733
197089,16705,1287,7197,4078,3217,1902,424,2022-03-13 23:32:02.564677
115464,33465,3932,10995,11571,12987,11883,1642,2022-03-13 23:32:03.562828
26934,6114,2937,13658,7334,9702,2768,4639,2022-03-13 23:32:04.580247
65548,9720,7041,2130,1765,3788,1318,887,2022-03-13 23:32:05.556712
32777,7117,7707,21007,4051,26127,11823,6716,2022-03-13 23:32:06.555213
110355,33470,68047,4228,11895,42389,19314,9533,2022-03-13 23:32:07.557942
667478,109643,28764,4358,9049,3473,3557,5159,2022-03-13 23:32:08.595367
1295602,210683,96583,46916,18600,13906,8668,4916,2022-03-13 23:32:09.557661
1275781,55351,6767,12995,3942,9919,8526,3405,2022-03-13 23:32:10.562419
904843,25468,63812,38175,22040,23306,22770,10085,2022-03-13 23:32:11.564057
1763163,1655671,19491,36264,40961,22331,15038,9883,2022-03-13 23:32:12.568081
1937527,243317,17390,7336,43852,30630,14174,19884,2022-03-13 23:32:13.564294
29038,21405,4750,4378,8251,13499,6751,5208,2022-03-13 23:32:14.557026
34924,5828,3444,9928,6309,14775,3154,4939,2022-03-13 23:32:15.569136
34061,50581,7867,4722,13954,12019,4515,9122,2022-03-13 23:32:16.556400
251198,269261,43851,74655,9787,33718,11513,3394,2022-03-13 23:32:17.552998
333930,4574,1536,3152,1558,3495,3737,2829,2022-03-13 23:32:18.562198
32568,54292,6705,19981,7704,8901,4239,6919,2022-03-13 23:32:19.618722
184263,11711,6531,4347,1715,3733,1129,1441,2022-03-13 23:32:20.559526
269002,8361,3828,1904,2154,3048,1680,2036,2022-03-13 23:32:21.564138
69340,35259,6205,7253,9271,13245,7811,7167,2022-03-13 23:32:22.566616
7859,19100,16226,8478,3623,5604,3987,4996,2022-03-13 23:32:23.553214
293816,91500,83973,31887,22690,18356,20599,8535,2022-03-13 23:32:24.563594
55310,4922,38505,26321,15330,28304,20804,7688,2022-03-13 23:32:25.562846
340139,69216,14094,8758,12536,13399,9483,3242,2022-03-13 23:32:26.592196
597349,180133,48229,59660,28774,30072,23372,17655,2022-03-13 23:32:27.564433
323658,17867,7199,1437,5529,2878,1897,1611,2022-03-13 23:32:28.561762
241007,15754,1778,3437,2233,669,817,196,2022-03-13 23:32:29.554176
70449,36026,1290,14921,4536,3419,2271,714,2022-03-13 23:32:30.562328
38042,16665,11819,2891,2155,5738,6601,4985,2022-03-13 23:32:31.558754
17966,15018,7308,6676,14669,7224,2536,1257,2022-03-13 23:32:32.562469
9689,5534,9249,4180,3647,7480,1348,2598,2022-03-13 23:32:33.566887
7712,13745,28394,6959,16420,6091,4365,1787,2022-03-13 23:32:34.558248
60469,21613,10022,20397,8277,3230,3144,1540,2022-03-13 23:32:35.564806
11202,7287,11425,862,2679,8167,1841,1317,2022-03-13 23:32:36.559283
180866,58659,99069,22176,38671,11346,11050,4127,2022-03-13 23:32:37.573061
53772,10921,27541,34977,6481,18692,12211,2700,2022-03-13 23:32:38.557018
19777,35248,3995,10614,17377,15392,15322,7006,2022-03-13 23:32:39.559043
1213615,222986,29736,17545,32593,35185,69898,22397,2022-03-13 23:32:40.564067
20789,3156,6061,7527,10003,11458,7229,8501,2022-03-13 23:32:41.555481
707416,843012,70485,122351,38540,33021,62075,17622,2022-03-13 23:32:42.566137
470629,258928,60592,19686,5195,27279,16419,22850,2022-03-13 23:32:43.570630
237057,16167,4320,10147,6747,9165,3790,1892,2022-03-13 23:32:44.594296
11533,22024,14426,5218,4301,5873,15382,2237,2022-03-13 23:32:45.554364
46077,18469,15683,6487,21041,15486,4270,2707,2022-03-13 23:32:46.554314
42317,5171,787,5328,4274,6386,8167,3452,2022-03-13 23:32:47.565932
9434,18537,2446,10075,14975,6884,3161,7568,2022-03-13 23:32:48.567426
33739,13786,5338,6437,8620,3669,3811,3550,2022-03-13 23:32:49.566662
4454,7041,18166,5836,13132,11414,4332,3499,2022-03-13 23:32:50.563385
2909,18283,4281,7429,3754,10281,9125,7382,2022-03-13 23:32:51.585403
26858,24335,1260,11990,3189,6830,4239,8495,2022-03-13 23:32:52.555902
38700,24519,20482,10212,6243,10108,3267,4768,2022-03-13 23:32:53.554551
25312,17629,15008,21250,11243,6266,2683,3705,2022-03-13 23:32:54.563874
28841,2952,1862,992,2620,4063,2012,914,2022-03-13 23:32:55.564603
58613,29837,5612,21642,28770,18627,13298,13084,2022-03-13 23:32:56.555670
360966,22286,11497,5749,9261,6468,4997,5448,2022-03-13 23:32:57.560471
115071,30172,7909,4964,3826,2927,4100,887,2022-03-13 23:32:58.568544
169176,16853,6669,4935,8075,4288,2819,2844,2022-03-13 23:32:59.570862
3529,9799,6676,7211,7270,9359,8080,2743,2022-03-13 23:33:00.565051
5135,4406,5964,8690,6800,18520,3386,3281,2022-03-13 23:33:01.554324
30297,11808,1747,8337,6069,2533,4281,3637,2022-03-13 23:33:02.607107
7186,6307,5256,13953,14063,6065,3010,2668,2022-03-13 23:33:03.556030
30636,41556,15918,5661,7707,5522,6719,2859,2022-03-13 23:33:04.557661
9040,10962,12674,3680,11115,4749,4887,1434,2022-03-13 23:33:05.555412
10802,21693,10129,9461,4536,8413,2865,1555,2022-03-13 23:33:06.558698
43963,11699,6821,6945,7861,3708,3628,1394,2022-03-13 23:33:07.569156
13459,16637,7008,9384,14490,6048,2669,2319,2022-03-13 23:33:08.553983
128787,46728,18205,8054,11201,18561,9654,4923,2022-03-13 23:33:09.591156
298002,40134,43957,11814,6311,4038,2929,4552,2022-03-13 23:33:10.559579
1698741,77039,43429,19974,11505,6792,43835,5619,2022-03-13 23:33:11.561533
1598096,380855,13130,7538,27139,18179,27576,22683,2022-03-13 23:33:12.552658
347855,6325,3670,1093,1626,899,1993,2159,2022-03-13 23:33:13.569103
1040594,80932,44996,34097,41155,28716,12236,8457,2022-03-13 23:33:14.555959
198974,44800,11410,2834,2337,1954,4016,2035,2022-03-13 23:33:15.566501
581683,51674,21657,5650,18404,12917,11752,2600,2022-03-13 23:33:16.567851
185658,22671,12385,5406,5388,4936,5428,2463,2022-03-13 23:33:17.554090
210383,18995,6432,9532,6635,5001,1759,1550,2022-03-13 23:33:18.553608
1404933,74267,55110,19140,40032,54315,13581,12036,2022-03-13 23:33:19.554093
34557,26037,4772,13843,3265,16778,7623,4697,2022-03-13 23:33:20.586773
34346,35419,17105,22226,18829,6047,3165,3299,2022-03-13 23:33:21.555921
389267,20656,12671,8875,3604,1880,1734,532,2022-03-13 23:33:22.560662
25763,8822,3425,6920,4650,6976,2174,4113,2022-03-13 23:33:23.561344
325597,5105,2538,1029,1389,1966,734,391,2022-03-13 23:33:24.562581
115031,5284,10353,4915,1556,3538,626,1051,2022-03-13 23:33:25.563203
96780,7237,17117,11610,11652,13747,18661,7853,2022-03-13 23:33:26.563850
209472,87442,84693,32463,20958,14550,9263,8795,2022-03-13 23:33:27.590701
44384,73746,23630,2880,16781,13497,4328,8255,2022-03-13 23:33:28.562541
65098,20377,8874,17783,5230,24524,8304,4791,2022-03-13 23:33:29.563566
648986,140263,27166,91545,79275,69798,19092,15645,2022-03-13 23:33:30.564828
1056321,139769,16813,14793,33466,14066,8057,8600,2022-03-13 23:33:31.561187
2690985,92154,20925,29010,30960,33315,15543,18011,2022-03-13 23:33:32.568164
34287,107375,11990,29090,12209,14977,15110,18155,2022-03-13 23:33:33.556230
16983,13103,8827,33380,5472,11330,5857,6525,2022-03-13 23:33:34.577808
16021,20452,7146,8752,8584,7235,6686,6361,2022-03-13 23:33:35.553794
19426,3513,5704,6773,6498,9871,2821,1946,2022-03-13 23:33:36.556806
2979,8333,7326,7657,7866,4166,2873,1582,2022-03-13 23:33:37.559710
17544,5444,3857,7663,5655,6232,4665,1780,2022-03-13 23:33:38.552250
10263,14755,2765,3833,2577,6748,5220,1566,2022-03-13 23:33:39.558314
2094,11936,9642,7960,4926,5255,2822,4270,2022-03-13 23:33:40.552427
440013,80022,63258,81577,36997,43745,81004,48706,2022-03-13 23:33:41.569861
43778,41832,36125,9601,3457,2064,11947,3103,2022-03-13 23:33:42.561431
1503399,30828,47723,15892,20191,12781,34976,34487,2022-03-13 23:33:43.552054
1262448,305629,89333,10368,48754,44651,59002,37834,2022-03-13 23:33:44.564591
404037,97630,4472,4845,9519,2253,3507,2808,2022-03-13 23:33:45.601538
489467,167476,33201,18718,14143,25074,31698,26903,2022-03-13 23:33:46.560613
67671,65621,27058,12165,15372,39716,31351,18404,2022-03-13 23:33:47.567955
190296,189138,189193,88705,24002,48252,128774,36389,2022-03-13 23:33:48.574182
464701,189158,83957,36357,8947,7188,8702,11474,2022-03-13 23:33:49.558891
41664,14233,4038,16651,15173,4882,4677,5497,2022-03-13 23:33:50.555657
200321,99775,19016,21390,12875,14491,5404,4721,2022-03-13 23:33:51.561939
12742,24130,9834,6438,16062,7619,10776,6862,2022-03-13 23:33:52.584166
12106,24909,5360,7128,13424,11308,4916,4185,2022-03-13 23:33:53.564198
26456,27182,7836,4762,18727,5991,2040,4376,2022-03-13 23:33:54.557443
1906,26633,8131,4737,6200,9777,6573,4648,2022-03-13 23:33:55.565470
2912,11506,11140,19455,1893,3806,3617,2250,2022-03-13 23:33:56.555508
179405,94743,81837,14056,25928,9691,12209,12495,2022-03-13 23:33:57.559069
2269849,374210,379245,47579,26817,21211,74050,33484,2022-03-13 23:33:58.568080
786902,128916,39538,60253,14022,15235,27485,17556,2022-03-13 23:33:59.586899
2454615,976589,198165,68635,92787,41706,93847,38142,2022-03-13 23:34:00.563410
593880,162476,23306,20458,21586,22817,31278,39098,2022-03-13 23:34:01.552478
87503,94802,10887,4502,6229,3554,2981,3907,2022-03-13 23:34:02.567625
829621,28075,22831,11708,5941,6177,7484,11290,2022-03-13 23:34:03.614808
727321,191322,97078,12150,27650,56515,58867,50809,2022-03-13 23:34:04.552619
1556594,259739,28905,91616,68671,66236,102207,15703,2022-03-13 23:34:05.563097
1530290,68417,55585,83923,25902,39519,19538,8341,2022-03-13 23:34:06.556512
11515,12013,10831,2509,5394,10171,15567,7367,2022-03-13 23:34:07.566319
11085,15080,6556,3296,6496,19534,5325,6971,2022-03-13 23:34:08.556169
3705,10555,7300,3856,10259,10832,1928,4427,2022-03-13 23:34:09.558912
7685,19409,1696,10554,3559,10079,2697,4915,2022-03-13 23:34:10.630619
40035,29589,10116,10376,27028,16705,9330,6204,2022-03-13 23:34:11.560721
16747,13376,12527,5959,4785,7113,7318,3452,2022-03-13 23:34:12.553709
106481,9598,2309,6546,3913,6490,3476,2479,2022-03-13 23:34:13.562476
1178777,116495,61365,63014,59340,43074,40597,20387,2022-03-13 23:34:14.552023
1871883,1012807,139512,391432,195625,47300,77098,65913,2022-03-13 23:34:15.567162
309396,37963,18817,16858,4932,4822,6905,4064,2022-03-13 23:34:16.554942
1208445,45405,8416,17698,6714,8661,11164,8593,2022-03-13 23:34:17.573890
292840,419576,192561,184403,23029,39254,52048,8749,2022-03-13 23:34:18.566081
1648812,209759,20792,28058,5384,16199,18387,7512,2022-03-13 23:34:19.568249
1730123,368519,67733,28069,49147,32431,34561,23619,2022-03-13 23:34:20.553954
1229928,410834,60796,44506,18488,20203,54395,30035,2022-03-13 23:34:21.564428
5877,29034,2113,9286,24600,15609,29291,12656,2022-03-13 23:34:22.551744
289841,23402,19641,10014,6890,11148,9677,6295,2022-03-13 23:34:23.559907
82912,25726,10837,10727,36075,22290,22524,24696,2022-03-13 23:34:24.573804
431670,53330,31412,3094,2514,2299,4484,2462,2022-03-13 23:34:25.566701
548321,133552,25426,15494,18303,10575,35704,18287,2022-03-13 23:34:26.565478
530134,291959,55579,49526,52619,42526,69429,19138,2022-03-13 23:34:27.562185
145203,117654,43343,11021,3057,6557,30430,9092,2022-03-13 23:34:28.614557
1168672,52063,9360,8414,4428,9894,27618,12775,2022-03-13 23:34:29.552706
308342,886335,24442,100603,33661,25365,86593,18358,2022-03-13 23:34:30.558405
93747,28326,2133,1197,2164,2274,1552,1990,2022-03-13 23:34:31.553896
131100,14302,16182,6772,2922,3341,5773,2021,2022-03-13 23:34:32.554526
189543,38085,1441,4017,4888,3711,4584,2198,2022-03-13 23:34:33.560847
211978,262250,114186,42484,57888,50814,54939,33582,2022-03-13 23:34:34.555942
519950,74449,85521,17076,10755,36469,32369,13379,2022-03-13 23:34:35.615396
14659,4889,13097,6640,12072,25039,17428,5539,2022-03-13 23:34:36.555477
8869,15555,62636,14302,20047,33107,11753,7458,2022-03-13 23:34:37.555664
1095313,209653,42433,14630,34152,14059,9049,11935,2022-03-13 23:34:38.563430
51224,14570,2765,3189,5607,3420,2644,5596,2022-03-13 23:34:39.552857
14054,91201,25220,11826,8712,32422,34312,19754,2022-03-13 23:34:40.566650
578506,84303,49942,83775,35749,23123,11830,11139,2022-03-13 23:34:41.560575
729115,91180,19997,17952,8653,16546,42699,3137,2022-03-13 23:34:42.569303
1901210,646091,24932,12507,41156,57143,27116,19523,2022-03-13 23:34:43.557231
953217,238180,35502,25695,20092,10849,17215,19140,2022-03-13 23:34:44.565587
994351,865110,146197,50413,143690,55521,37477,43567,2022-03-13 23:34:45.556554
1777670,113573,54328,67348,17320,12330,24986,17397,2022-03-13 23:34:46.590411
1918798,87839,106930,71094,48230,35846,65216,33116,2022-03-13 23:34:47.560629
140045,12332,2091,737,4039,1151,1787,506,2022-03-13 23:34:48.556860
710892,144996,20187,11594,20935,46090,16679,12534,2022-03-13 23:34:49.555399
365977,152897,15812,7633,13971,2077,9017,4090,2022-03-13 23:34:50.558710
749131,104395,46704,25985,9162,12939,13021,6107,2022-03-13 23:34:51.573824
1033300,246964,62783,35330,18808,35186,27854,42095,2022-03-13 23:34:52.563815
25977,20390,14211,8781,4978,26903,16931,12688,2022-03-13 23:34:53.590593
43208,167709,12727,10502,18169,47020,9238,5991,2022-03-13 23:34:54.562732
486567,49477,11967,17838,17339,10865,7723,12165,2022-03-13 23:34:55.561585
344648,44833,4262,8094,6064,4084,1790,2143,2022-03-13 23:34:56.557660
34616,6217,12894,11158,8677,13242,5766,5843,2022-03-13 23:34:57.562181
63562,22855,6103,3213,4424,17038,6792,6572,2022-03-13 23:34:58.561938
76786,45773,7031,3462,3572,10401,6825,7628,2022-03-13 23:34:59.562476
132443,157414,46046,23691,21176,11983,2479,4692,2022-03-13 23:35:00.596917
496956,60008,5668,1571,4731,6706,5785,6287,2022-03-13 23:35:01.563931
397072,111627,227155,40808,26439,15135,22682,30557,2022-03-13 23:35:02.554931
3746695,1207597,154366,76581,117522,197698,104009,80497,2022-03-13 23:35:03.557538
735163,95970,6845,9317,2436,7004,11344,3866,2022-03-13 23:35:04.553084
362790,83509,4038,42934,3909,17793,15959,11406,2022-03-13 23:35:05.554848
357974,146645,100149,7919,44482,42828,56269,42554,2022-03-13 23:35:06.552226
1213234,1795562,75266,70650,46961,65645,39515,30812,2022-03-13 23:35:07.582690
1475914,119674,258153,46886,38372,124735,24438,13056,2022-03-13 23:35:08.561993
7805,16716,3157,19180,12416,20993,15216,15918,2022-03-13 23:35:09.562469
10743,11072,23132,6153,12484,15959,10725,9175,2022-03-13 23:35:10.563072
1248943,71081,925,5063,2399,2084,729,588,2022-03-13 23:35:11.601414
215915,56823,7381,6715,2435,3290,2895,1092,2022-03-13 23:35:12.555887
130896,45329,5726,64900,9344,12250,8205,3718,2022-03-13 23:35:13.563838
815484,270801,70606,29119,18147,6001,7608,6055,2022-03-13 23:35:14.563295
278247,65236,14993,10891,5287,10696,5168,3433,2022-03-13 23:35:15.554586
228453,43836,15615,18781,6837,10567,3684,5142,2022-03-13 23:35:16.557929
107676,43748,17270,2442,3809,9775,12762,6092,2022-03-13 23:35:17.555490
1506189,247942,39289,43658,43825,11761,17671,16666,2022-03-13 23:35:18.564832
466795,151847,53307,14555,21516,22603,10517,16359,2022-03-13 23:35:19.555990
723010,188916,40214,15853,4716,22620,17760,2360,2022-03-13 23:35:20.552561
169676,74697,18694,5738,4574,10194,10818,13260,2022-03-13 23:35:21.553173
228245,40139,4369,6207,24835,5338,5782,1827,2022-03-13 23:35:22.555900
2316057,424542,410102,189494,39657,58950,39844,35556,2022-03-13 23:35:23.571463
2289856,442726,63890,139832,44687,141866,64927,17537,2022-03-13 23:35:24.553225
487100,201324,25197,13720,44076,29265,20268,20964,2022-03-13 23:35:25.563175
426092,169713,14088,11181,12381,6395,9418,2588,2022-03-13 23:35:26.550489
24136,16058,4827,14907,18021,25513,15146,5080,2022-03-13 23:35:27.550792
285114,78400,8545,5790,9356,8706,9281,2475,2022-03-13 23:35:28.558802
747953,27109,4637,5196,3480,3996,1614,1205,2022-03-13 23:35:29.568570
484736,135493,25037,70340,51605,10428,5943,14100,2022-03-13 23:35:30.551864
1087944,152604,72263,62985,42193,20720,16521,6887,2022-03-13 23:35:31.554401
47419,6351,1447,1128,1540,2967,3748,1313,2022-03-13 23:35:32.577783
186958,19603,9660,12411,9946,6943,3070,6184,2022-03-13 23:35:33.555478
430312,93882,27712,28582,11830,4261,6264,6040,2022-03-13 23:35:34.561914
1324383,177361,100524,40703,23817,28609,34184,16534,2022-03-13 23:35:35.555607
411043,146366,23326,36171,11007,16133,21206,8286,2022-03-13 23:35:36.585472
990178,319880,93914,104254,83773,43529,101180,26414,2022-03-13 23:35:37.565855
380891,46097,15025,10036,5599,2486,9882,2972,2022-03-13 23:35:38.566360
579383,139867,14973,45795,18956,35208,14973,10850,2022-03-13 23:35:39.567905
450266,25395,3274,38884,15201,9752,28118,6174,2022-03-13 23:35:40.563516
390795,68994,58400,30178,26381,27692,24096,30674,2022-03-13 23:35:41.560738
26932,14941,2064,6535,6692,4753,3226,3894,2022-03-13 23:35:42.565348
10890,6195,4915,14234,5010,10931,10444,5646,2022-03-13 23:35:43.581455
147276,29609,21388,11846,42913,13286,13791,8293,2022-03-13 23:35:44.555774
14045,22350,3783,3110,5855,3747,5782,3647,2022-03-13 23:35:45.567629
2586,4927,6053,5964,4935,15748,5015,10046,2022-03-13 23:35:46.563135
8214,25039,2864,4681,3150,8445,7620,5614,2022-03-13 23:35:47.576280
31490,62037,37146,9068,15285,3656,6703,8256,2022-03-13 23:35:48.563060
95702,25213,3914,3327,8756,2872,6423,853,2022-03-13 23:35:49.552200
109186,34526,12316,3647,2637,1830,1575,1085,2022-03-13 23:35:50.571122
651759,543372,117528,13005,65968,51764,56848,40181,2022-03-13 23:35:51.552312
1341232,265638,31838,19174,16438,58986,28301,51058,2022-03-13 23:35:52.556965
122652,198371,117950,81323,16235,48602,17811,30181,2022-03-13 23:35:53.554192
1061645,77393,75361,59815,10584,8849,16840,4665,2022-03-13 23:35:54.600857
1593467,1159727,24317,24106,40534,19086,36839,41503,2022-03-13 23:35:55.559448
458095,269169,12195,6839,12303,7710,12504,18392,2022-03-13 23:35:56.562717
280843,54800,57630,11872,17879,26823,38630,16253,2022-03-13 23:35:57.550913
2718971,107433,12808,41977,20372,41390,52142,38638,2022-03-13 23:35:58.561490
15847,13600,17709,7140,5765,9185,5523,15177,2022-03-13 23:35:59.562149
27866,4991,1469,3988,3308,3225,1883,1135,2022-03-13 23:36:00.551748
10482,7045,8909,8824,6820,6832,6424,4148,2022-03-13 23:36:01.578529
4335,12547,15450,6060,5222,4495,7307,8153,2022-03-13 23:36:02.563865
73956,22741,14878,971,3060,3580,1504,3145,2022-03-13 23:36:03.564814
72151,7947,8325,3247,3293,15573,11361,12231,2022-03-13 23:36:04.555663
435359,51298,22227,6672,14117,16315,18090,7992,2022-03-13 23:36:05.561526
357907,99659,9677,9982,16018,72807,41558,30757,2022-03-13 23:36:06.560106
837872,777183,176046,87839,87453,51005,53592,28050,2022-03-13 23:36:07.555885
