delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
736155,138689,44550,28878,26645,29579,36270,29805,2022-03-13 23:10:25.126669
52676,29017,15588,7265,17264,12526,6534,11958,2022-03-13 23:10:26.151880
39901,34133,12296,8338,12818,10925,8441,11725,2022-03-13 23:10:27.112118
538351,67740,22337,17101,13343,36997,15543,14202,2022-03-13 23:10:28.113846
13666,25396,23297,16425,5026,11374,9898,11264,2022-03-13 23:10:29.118984
152842,21785,14401,18807,52283,23337,21956,9417,2022-03-13 23:10:30.117164
1172710,125010,3572,40658,9009,9055,5617,8109,2022-03-13 23:10:31.119852
36039,19363,2243,1720,8730,13461,5192,8192,2022-03-13 23:10:32.121411
53540,43655,4117,4196,8431,9928,7072,5791,2022-03-13 23:10:33.149439
8092,5082,8479,5044,7703,7275,4301,5686,2022-03-13 23:10:34.122965
8471,34619,8919,11878,9168,8484,3472,7788,2022-03-13 23:10:35.114111
23771,14798,17909,13029,14561,8529,7366,4391,2022-03-13 23:10:36.122833
144249,33744,11323,6508,13428,6306,7051,9142,2022-03-13 23:10:37.135294
2694314,14931,4477,16469,7763,15291,7824,10784,2022-03-13 23:10:38.140354
74999,37347,5403,8273,15980,11230,11455,13590,2022-03-13 23:10:39.117572
1695044,70165,16585,21919,26879,22469,5541,11649,2022-03-13 23:10:40.122167
26608,8106,6252,4436,1324,2546,561,1244,2022-03-13 23:10:41.113801
265017,18388,1233,1782,2607,3002,1494,1102,2022-03-13 23:10:42.109083
43988,49737,25258,4631,28477,14514,6226,3805,2022-03-13 23:10:43.115207
17504,39996,6958,2968,4475,5644,2319,1352,2022-03-13 23:10:44.145647
197772,12618,9172,5241,1957,2743,1324,1200,2022-03-13 23:10:45.115074
93140,10191,9684,5879,9300,14046,17135,10588,2022-03-13 23:10:46.110758
47279,13782,1045,2395,2620,2582,4041,3821,2022-03-13 23:10:47.133195
20338,59202,4560,4535,9977,21195,10128,6526,2022-03-13 23:10:48.120668
86128,32159,2942,1585,2394,1560,965,586,2022-03-13 23:10:49.118500
32663,26781,12034,4101,6880,9356,9516,8506,2022-03-13 23:10:50.114499
13039,13694,21984,6261,18079,18176,21392,4840,2022-03-13 23:10:51.145970
14023,10970,10687,34423,18868,13561,7127,4251,2022-03-13 23:10:52.118472
7235,15400,4337,3365,6470,16155,4496,2310,2022-03-13 23:10:53.108843
820655,101939,7553,15481,47965,27458,11369,8609,2022-03-13 23:10:54.136072
1953005,243337,170904,107263,26243,24446,80362,14235,2022-03-13 23:10:55.122273
208081,27851,3556,3509,2042,1883,1069,1711,2022-03-13 23:10:56.113313
411456,607235,58359,23985,32700,26407,36983,18294,2022-03-13 23:10:57.124520
1420771,882862,485549,130727,132297,83471,77916,45866,2022-03-13 23:10:58.117891
1724440,355544,35839,20118,87327,27423,13509,34609,2022-03-13 23:10:59.117023
1546618,420870,142839,179472,35019,44535,23567,25503,2022-03-13 23:11:00.116978
729615,202260,80509,66099,33666,17354,14496,14512,2022-03-13 23:11:01.112428
149164,19379,12144,5766,9502,4874,2780,2437,2022-03-13 23:11:02.154084
906804,96667,38367,32410,17543,30754,26046,16527,2022-03-13 23:11:03.112498
972359,250817,8762,15923,26810,16398,36405,9966,2022-03-13 23:11:04.113877
93295,16649,8008,10182,3550,7305,4602,2855,2022-03-13 23:11:05.115614
10649,44620,5995,23102,31551,13471,16142,20454,2022-03-13 23:11:06.118254
16857,21316,15719,11345,6158,16019,10402,12651,2022-03-13 23:11:07.110489
19651,21905,29765,6498,10459,9391,9894,3975,2022-03-13 23:11:08.109121
114263,18929,6175,9188,5406,1859,3322,2206,2022-03-13 23:11:09.147463
774951,223495,145201,108417,10635,31020,18725,7948,2022-03-13 23:11:10.139653
711439,34353,5001,8638,14305,9909,5834,4271,2022-03-13 23:11:11.125091
1236950,80498,29965,24629,40821,22729,23464,31246,2022-03-13 23:11:12.116711
861821,93662,32793,12734,9044,18238,8000,10772,2022-03-13 23:11:13.108723
681426,136861,62420,52816,14874,20846,8187,12727,2022-03-13 23:11:14.113883
480247,262779,4315,20125,59264,31005,27895,28898,2022-03-13 23:11:15.120695
104709,3294,2012,3447,4021,4833,3829,8715,2022-03-13 23:11:16.130998
499636,79060,12661,29185,17110,17380,16685,10495,2022-03-13 23:11:17.120698
28552,38292,11126,6144,11650,16990,22070,14549,2022-03-13 23:11:18.124736
19106,74530,40091,15996,7617,16966,11422,15813,2022-03-13 23:11:19.119155
21471,22480,20942,15379,13517,22745,17573,10683,2022-03-13 23:11:20.133753
18023,12269,13828,6312,7188,11439,10273,7037,2022-03-13 23:11:21.113989
103156,37668,31406,4823,27255,13478,20566,7340,2022-03-13 23:11:22.123362
106863,12625,9324,5662,11037,17206,12089,10350,2022-03-13 23:11:23.120732
26275,27428,27597,14209,17330,6820,31256,8266,2022-03-13 23:11:24.123674
34375,19334,12897,12653,8620,9689,11833,6035,2022-03-13 23:11:25.112370
42691,32591,15675,8524,11566,6555,11460,4207,2022-03-13 23:11:26.130370
37193,6517,1870,18393,9925,6311,9014,5444,2022-03-13 23:11:27.144934
47678,18426,24934,32780,6998,14377,3126,3749,2022-03-13 23:11:28.112860
24707,51433,29971,6233,4198,3708,1745,408,2022-03-13 23:11:29.108562
62085,27112,7240,2694,10981,9605,6503,4242,2022-03-13 23:11:30.121962
21904,22848,4752,6748,2924,4630,1840,1226,2022-03-13 23:11:31.119581
53007,59255,28564,6447,11340,6122,7638,3329,2022-03-13 23:11:32.108789
503236,111601,8388,19724,13626,10715,3829,3593,2022-03-13 23:11:33.116328
46162,10509,6239,9190,8192,17972,12720,8588,2022-03-13 23:11:34.129730
60761,21971,12984,13699,19365,5345,9970,2996,2022-03-13 23:11:35.110023
52066,25920,10753,594,5282,5632,4784,2435,2022-03-13 23:11:36.112501
37905,10053,3323,16141,7415,8429,7832,7248,2022-03-13 23:11:37.108548
12186,34223,6601,17242,4155,10837,5746,3240,2022-03-13 23:11:38.114552
34252,9783,6366,1558,6896,7730,4614,4991,2022-03-13 23:11:39.110434
17910,20989,2712,2034,8159,8072,2566,4539,2022-03-13 23:11:40.119218
39452,24951,6965,2214,3099,6049,5638,1645,2022-03-13 23:11:41.131511
25581,101887,14409,5738,4448,3124,2425,2770,2022-03-13 23:11:42.146673
15430,5444,5727,5306,2299,6235,2686,2306,2022-03-13 23:11:43.122698
13217,17139,11713,4966,3024,10270,2503,3973,2022-03-13 23:11:44.111939
113852,31912,5643,2474,2240,2228,1002,1606,2022-03-13 23:11:45.161549
10271,12214,15141,3218,4625,5207,1540,1449,2022-03-13 23:11:46.114264
14426,15774,5651,17142,11742,5206,5608,4150,2022-03-13 23:11:47.122996
61918,34566,7825,2240,5156,3073,1428,924,2022-03-13 23:11:48.115028
24355,3920,9956,12081,9581,9337,3423,9584,2022-03-13 23:11:49.111438
81357,10304,3647,3361,2887,1148,968,638,2022-03-13 23:11:50.121188
10799,17328,6236,6271,11521,10242,4323,5095,2022-03-13 23:11:51.109012
7789,5888,2578,15189,8945,5840,8017,2096,2022-03-13 23:11:52.136841
21280,5140,319,3596,7367,7324,10254,9624,2022-03-13 23:11:53.122413
553722,19069,10331,13262,10137,10287,11121,9900,2022-03-13 23:11:54.112305
121742,34322,28082,5257,5088,5436,2770,3289,2022-03-13 23:11:55.109742
8972,13617,11489,4808,5365,9943,9235,7025,2022-03-13 23:11:56.117533
14841,9161,16176,9552,10387,8084,7864,10172,2022-03-13 23:11:57.114881
41781,61656,12086,35351,4411,11225,5484,8611,2022-03-13 23:11:58.126180
15440,4743,9148,10276,7531,12822,20368,3614,2022-03-13 23:11:59.131593
17461,42414,5001,6785,6280,4722,11726,4243,2022-03-13 23:12:00.114912
181582,13124,6119,7377,1561,4996,4912,2675,2022-03-13 23:12:01.116990
12277,8137,6800,20533,12550,8365,17019,11585,2022-03-13 23:12:02.120233
139331,29488,8781,16141,6855,20612,23422,9762,2022-03-13 23:12:03.129964
475815,3999,5376,3744,6016,5096,3211,1960,2022-03-13 23:12:04.112638
90706,11730,3264,15460,12152,20549,25635,7533,2022-03-13 23:12:05.119635
4704,22576,12229,6141,22157,15044,6001,6907,2022-03-13 23:12:06.114818
13706,11483,8001,8814,4652,10428,7249,5690,2022-03-13 23:12:07.115087
23875,13530,12102,13286,6460,7240,4774,2226,2022-03-13 23:12:08.122503
1982,13159,4781,7021,11953,13398,13263,9195,2022-03-13 23:12:09.119021
413090,38575,5400,1686,6536,6228,2267,1502,2022-03-13 23:12:10.171052
17877,9786,9937,19172,7971,7879,5038,10318,2022-03-13 23:12:11.118793
83262,86672,17312,9866,13026,8898,8003,16830,2022-03-13 23:12:12.112409
18845,10773,17174,5159,20931,9853,4391,8367,2022-03-13 23:12:13.110432
1398940,77638,21010,20558,8091,10021,22919,16411,2022-03-13 23:12:14.163633
79836,19453,770,7454,8443,7493,2193,5930,2022-03-13 23:12:15.119722
1401067,381973,92488,39394,24113,18448,20128,21287,2022-03-13 23:12:16.115114
156936,44777,9309,6348,8331,3367,3328,6423,2022-03-13 23:12:17.120282
205369,59477,13435,23329,7474,14352,15494,11283,2022-03-13 23:12:18.115940
68290,148768,48508,7969,25124,21036,18661,14868,2022-03-13 23:12:19.118036
218205,47449,2899,2719,5053,4761,5378,4441,2022-03-13 23:12:20.119893
55667,293594,11351,20031,22451,26376,13236,47692,2022-03-13 23:12:21.120693
50889,7105,1162,33531,17298,14464,9974,13429,2022-03-13 23:12:22.116038
6268,7952,2776,4611,13142,3570,17444,12264,2022-03-13 23:12:23.113953
355385,86262,11404,25277,15880,15157,13943,9788,2022-03-13 23:12:24.113154
2999258,515857,181604,52954,36327,31898,35991,34525,2022-03-13 23:12:25.106970
79845,21389,715,5087,957,994,2558,1965,2022-03-13 23:12:26.116155
10410,20076,1030,8298,16379,19921,17687,29132,2022-03-13 23:12:27.108014
660900,65290,21783,60532,28882,32869,51109,17634,2022-03-13 23:12:28.154358
371106,225096,18355,30097,7472,24982,14312,8834,2022-03-13 23:12:29.113855
637491,145456,39289,49499,13787,6214,38318,19427,2022-03-13 23:12:30.143455
299523,42189,12442,5994,3849,1211,4867,3275,2022-03-13 23:12:31.113307
28434,26730,985,2570,1102,3496,2194,3511,2022-03-13 23:12:32.110953
96019,13490,3491,3440,5390,13519,14473,9003,2022-03-13 23:12:33.117904
20495,5910,568,8693,3623,9879,18012,6136,2022-03-13 23:12:34.116029
4523,24529,16385,12605,10437,6395,2548,4146,2022-03-13 23:12:35.132371
10798,24998,4126,1597,5432,3560,2123,2998,2022-03-13 23:12:36.119155
1301476,91215,16267,14333,33178,34676,21273,24905,2022-03-13 23:12:37.107829
