delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
35594,35001,25670,4612,10430,11669,3808,11235,2022-03-13 23:05:46.148631
151007,26798,25373,9603,8097,9929,7201,6534,2022-03-13 23:05:47.115027
13655,11283,564,5182,11452,7706,1947,3546,2022-03-13 23:05:48.123853
8639,7600,21162,2669,5512,7129,6400,4189,2022-03-13 23:05:49.115552
97997,8996,1155,1271,454,2246,977,1583,2022-03-13 23:05:50.169876
18086,18220,23617,6973,2299,3590,2642,3884,2022-03-13 23:05:51.114530
4750,13926,16445,14115,4483,5724,2542,3225,2022-03-13 23:05:52.115060
11043,10943,9679,4418,7937,5444,3785,2919,2022-03-13 23:05:53.114756
26191,23730,10394,2749,6031,3605,3867,3338,2022-03-13 23:05:54.114445
28463,44253,26886,6884,3728,5638,4521,4516,2022-03-13 23:05:55.129742
152818,26739,7510,7036,5995,2155,1527,1825,2022-03-13 23:05:56.120808
7823,19126,13243,13757,6926,13149,6139,5851,2022-03-13 23:05:57.158452
55127,71477,6066,14721,16765,21743,12161,11568,2022-03-13 23:05:58.112455
1206829,31833,10800,3415,8790,7526,5152,6514,2022-03-13 23:05:59.117775
415454,65227,17357,29429,13994,10319,16101,12216,2022-03-13 23:06:00.130664
2081586,1444437,144755,12210,97940,135469,87190,55315,2022-03-13 23:06:01.143094
928902,291053,72122,39126,42310,74425,46361,34973,2022-03-13 23:06:02.114414
615749,156047,69652,39152,42854,48794,34747,26606,2022-03-13 23:06:03.126746
420828,95178,41688,5166,4275,8358,10099,9651,2022-03-13 23:06:04.132845
864252,174983,10517,2988,4863,9898,28895,33033,2022-03-13 23:06:05.118962
93261,7347,287,2151,840,846,1926,965,2022-03-13 23:06:06.133489
779227,172165,32643,3675,13627,8323,10077,11216,2022-03-13 23:06:07.127101
734862,57286,34998,14238,23348,11121,11930,9794,2022-03-13 23:06:08.166228
248950,25015,18630,6922,8933,4609,5193,2695,2022-03-13 23:06:09.130623
834872,964322,204152,111806,108421,80948,37015,54504,2022-03-13 23:06:10.115515
58743,13239,2420,4161,5790,3252,1667,1928,2022-03-13 23:06:11.127059
636670,226992,28568,22504,14541,4752,7412,9018,2022-03-13 23:06:12.127638
82868,34623,6674,5136,2611,4064,3310,2809,2022-03-13 23:06:13.117464
471039,24679,3661,3875,2742,1744,3015,2977,2022-03-13 23:06:14.112382
639496,197882,9917,7105,2013,5113,17714,7333,2022-03-13 23:06:15.138655
260177,56735,39725,11619,5518,11769,6424,5894,2022-03-13 23:06:16.113941
441199,83781,25780,12583,18047,12288,27016,9048,2022-03-13 23:06:17.119815
118417,17176,4430,14660,4176,6431,3464,1740,2022-03-13 23:06:18.134710
179611,5015,5903,26707,20462,34557,11728,1646,2022-03-13 23:06:19.124430
1507518,208545,20767,9703,18618,24129,26620,29871,2022-03-13 23:06:20.118506
102330,24145,14639,4424,6747,5999,3750,5776,2022-03-13 23:06:21.114240
3179496,273621,32745,39951,48763,19863,10417,11178,2022-03-13 23:06:22.150167
17697,10194,35487,19075,22281,15273,7009,4236,2022-03-13 23:06:23.120020
51759,22424,5360,4758,15692,5709,18293,6628,2022-03-13 23:06:24.116368
288526,81903,23067,22761,28706,8475,9831,5223,2022-03-13 23:06:25.123078
8320,14845,3497,20239,10514,5180,2391,4500,2022-03-13 23:06:26.154798
179256,10095,4992,7303,8986,2185,1218,1301,2022-03-13 23:06:27.125132
56787,88378,28010,11499,5799,11170,7396,1790,2022-03-13 23:06:28.127427
98159,90898,16722,18297,5799,8273,4480,2056,2022-03-13 23:06:29.116492
87689,20301,4434,3821,2487,3346,1548,1293,2022-03-13 23:06:30.122850
132147,68099,3667,7338,6308,4329,4893,3891,2022-03-13 23:06:31.115038
42472,9458,6688,9582,7423,3136,3197,1423,2022-03-13 23:06:32.121184
205379,45925,14378,3156,9152,7299,5330,5128,2022-03-13 23:06:33.146493
28863,21840,5658,8374,18711,15742,8514,11928,2022-03-13 23:06:34.127075
8644,30524,6009,21638,8608,5045,13720,8758,2022-03-13 23:06:35.114641
9250,32332,31552,5788,4373,5882,7191,13917,2022-03-13 23:06:36.121894
31638,16747,3760,7516,9360,3715,11454,6644,2022-03-13 23:06:37.122298
492922,19051,21665,11777,18383,7850,6651,4169,2022-03-13 23:06:38.133736
112070,41103,4427,2457,5872,5670,4383,4313,2022-03-13 23:06:39.115041
23207,4422,5710,23460,17252,12079,16278,7768,2022-03-13 23:06:40.130179
14783,65947,6122,11676,23876,10441,14090,14128,2022-03-13 23:06:41.114510
29366,12885,12723,15397,8093,18428,8075,17841,2022-03-13 23:06:42.115105
38944,47435,22339,11204,20553,12080,9082,9800,2022-03-13 23:06:43.124474
16482,4491,5739,3819,2515,5405,4478,2781,2022-03-13 23:06:44.147048
13122,48068,3664,11795,12086,8935,13240,12626,2022-03-13 23:06:45.120294
27951,9547,4572,18897,14028,15475,13481,9403,2022-03-13 23:06:46.112418
20706,25250,7101,3027,28093,9974,16320,7826,2022-03-13 23:06:47.161268
6990,21403,1105,6746,8226,6713,5404,10550,2022-03-13 23:06:48.114758
30073,7117,5637,4120,16998,20706,12969,3908,2022-03-13 23:06:49.119060
7966,55634,23492,20786,10178,12154,13581,7302,2022-03-13 23:06:50.121189
39974,5944,2745,2054,2331,4015,3238,4540,2022-03-13 23:06:51.170785
18972,36730,14057,29648,3754,20536,6191,14907,2022-03-13 23:06:52.114284
36247,32933,11883,4117,20335,15990,8341,6539,2022-03-13 23:06:53.115403
104320,22095,11155,2195,1997,2618,2743,1955,2022-03-13 23:06:54.135408
8555,22567,17496,27290,12946,14892,25347,5712,2022-03-13 23:06:55.117826
7293,8643,6162,11366,3223,6598,15307,12877,2022-03-13 23:06:56.117129
4107,8298,2103,12383,7686,9783,8679,7507,2022-03-13 23:06:57.119502
9289,15006,6482,8546,8218,13635,13884,7035,2022-03-13 23:06:58.138479
174578,27756,8839,10416,8194,5471,2148,1660,2022-03-13 23:06:59.120059
29205,32778,6004,10789,8010,3659,8993,4133,2022-03-13 23:07:00.120906
36530,47541,7328,5192,6305,10465,24424,4489,2022-03-13 23:07:01.122422
5810,10379,27608,17981,5615,13991,5518,9104,2022-03-13 23:07:02.118991
411464,89260,86072,142836,23520,31022,20669,15518,2022-03-13 23:07:03.121061
618950,100971,13510,34848,18721,11036,4370,5151,2022-03-13 23:07:04.115733
89554,25755,8985,9183,2150,5679,11028,4816,2022-03-13 23:07:05.126431
1170611,140690,31159,12788,17675,17616,10483,22804,2022-03-13 23:07:06.124042
23801,30927,5017,17099,5073,6584,18924,16888,2022-03-13 23:07:07.116327
26656,13095,3558,4641,14509,13561,13108,11019,2022-03-13 23:07:08.120744
4483,13985,1895,20482,3935,9026,7169,5984,2022-03-13 23:07:09.154145
692849,195106,31663,19251,9463,11620,10676,14453,2022-03-13 23:07:10.134524
1691427,89329,10571,16636,18318,32192,23780,9799,2022-03-13 23:07:11.118668
648752,58292,54766,5725,7681,11042,9839,6692,2022-03-13 23:07:12.115436
1266950,22438,1250,24264,4850,3905,5529,2752,2022-03-13 23:07:13.113865
220569,56191,2875,4254,5761,3876,5521,4240,2022-03-13 23:07:14.113014
62961,54460,23694,13572,12435,22016,11773,18714,2022-03-13 23:07:15.114368
126914,52841,11048,3845,21641,4362,2224,1042,2022-03-13 23:07:16.156501
104502,28093,5938,8521,3372,8582,15092,14077,2022-03-13 23:07:17.116457
37606,48509,5303,4601,2439,5398,674,1621,2022-03-13 23:07:18.126227
1015766,129150,16328,27324,9141,5942,3003,1660,2022-03-13 23:07:19.131347
183466,69547,38274,26804,15541,18180,19972,8690,2022-03-13 23:07:20.122530
49191,27100,5643,6124,18857,14683,11604,9712,2022-03-13 23:07:21.113542
46889,22114,12900,27869,7595,21230,6341,6834,2022-03-13 23:07:22.122036
405593,136365,77575,32933,31244,22373,53172,32079,2022-03-13 23:07:23.143739
34184,33603,29933,7744,12084,14165,9841,7730,2022-03-13 23:07:24.120514
11399,8187,12067,6352,4482,17681,3379,3718,2022-03-13 23:07:25.114594
11725,23017,24038,29910,9344,13642,17010,10620,2022-03-13 23:07:26.138760
44965,7941,10982,9481,17953,11908,15743,5059,2022-03-13 23:07:27.131720
40032,56813,32990,10522,8248,4181,2630,1844,2022-03-13 23:07:28.126163
31195,48197,11000,9678,12970,18718,13364,9467,2022-03-13 23:07:29.120704
51679,18353,11680,8541,8459,12010,15978,6720,2022-03-13 23:07:30.130582
1145335,75105,15700,18987,41095,14016,10452,10893,2022-03-13 23:07:31.112273
49926,10232,6870,6441,7905,9742,34250,11107,2022-03-13 23:07:32.124334
251789,16635,23909,10056,8969,6478,2725,1827,2022-03-13 23:07:33.112678
56355,5173,12286,12602,4131,15051,11559,6892,2022-03-13 23:07:34.164453
17755,10439,37443,21840,14201,9565,9980,6128,2022-03-13 23:07:35.113724
66900,15992,2133,7319,4809,9612,6580,5979,2022-03-13 23:07:36.128450
38589,14957,17991,8049,800,6420,1662,2858,2022-03-13 23:07:37.125402
27431,8805,2298,5838,12813,9237,6503,3055,2022-03-13 23:07:38.118347
89359,47174,11184,2265,4119,2249,2803,2244,2022-03-13 23:07:39.123747
1618317,72311,16573,15125,7709,2616,8987,2453,2022-03-13 23:07:40.114695
98752,14043,1378,6921,4049,8489,14779,4544,2022-03-13 23:07:41.146835
138475,92814,14145,1523,9212,9770,6502,7023,2022-03-13 23:07:42.141998
234883,45084,1473,19663,3596,5855,4140,1585,2022-03-13 23:07:43.120021
61480,8656,4642,10459,5189,5827,2161,2120,2022-03-13 23:07:44.117888
50285,17997,12437,8775,6883,8898,3513,2099,2022-03-13 23:07:45.114953
28090,28532,11137,7806,6676,12231,4716,6409,2022-03-13 23:07:46.113792
20408,43416,1729,5921,6075,12822,4644,4856,2022-03-13 23:07:47.125510
7970,10915,8083,2639,4477,4291,6919,3689,2022-03-13 23:07:48.128105
1888,11706,3793,10090,1739,9559,3974,2123,2022-03-13 23:07:49.126378
9607,5066,5775,7190,6300,7040,4639,3007,2022-03-13 23:07:50.122410
44988,24088,11531,7521,2468,5520,4047,352,2022-03-13 23:07:51.114558
1095207,222168,34397,31043,28207,63075,31354,46950,2022-03-13 23:07:52.175930
1193852,80418,11235,15372,8646,5689,6074,4363,2022-03-13 23:07:53.121408
50491,30454,3226,17185,11512,11241,11334,8079,2022-03-13 23:07:54.112701
14403,49695,11258,11960,4029,7106,6408,4925,2022-03-13 23:07:55.115315
56701,44797,7825,21342,7533,6683,4783,2976,2022-03-13 23:07:56.123391
17512,9055,8983,8631,7040,4847,6785,2779,2022-03-13 23:07:57.112963
1126910,648819,109344,30413,26326,26468,16151,17880,2022-03-13 23:07:58.138223
231356,20291,6271,1173,2941,2228,1038,873,2022-03-13 23:07:59.138603
96908,18155,9142,2595,5883,5850,4127,2146,2022-03-13 23:08:00.122821
81519,65949,27999,20690,32745,10398,11340,2866,2022-03-13 23:08:01.123842
537602,79167,14659,8422,9125,10825,10780,3098,2022-03-13 23:08:02.113808
1497873,83199,49229,45342,57418,31642,29879,10251,2022-03-13 23:08:03.124326
597418,79666,21218,5973,29430,21992,13026,7479,2022-03-13 23:08:04.115838
315137,153802,15226,23999,14286,6707,4456,4439,2022-03-13 23:08:05.122010
80246,14796,4071,11058,39631,16568,13148,17702,2022-03-13 23:08:06.137943
13221,19700,2115,16443,8154,21022,15824,11447,2022-03-13 23:08:07.122600
7160,19026,12834,12340,13680,15730,11043,14279,2022-03-13 23:08:08.125613
8337,49990,21299,24132,18481,10389,11234,10038,2022-03-13 23:08:09.121834
9187,34037,6612,17064,5133,5704,6280,15312,2022-03-13 23:08:10.156343
55662,24158,4262,3468,5129,3886,3171,1357,2022-03-13 23:08:11.114829
667268,62684,21462,25007,10729,25465,9727,9234,2022-03-13 23:08:12.122612
28335,13588,4378,1695,9230,5108,3236,1928,2022-03-13 23:08:13.112227
51962,12669,17215,6779,9120,14306,4156,6166,2022-03-13 23:08:14.127794
18875,39794,4892,9174,11993,21478,7335,9775,2022-03-13 23:08:15.116414
22442,35348,3224,13016,25508,17505,30404,8393,2022-03-13 23:08:16.113197
461378,24066,6877,20841,5942,4508,8269,18700,2022-03-13 23:08:17.146484
13861,60088,19560,7203,8459,11499,8317,5043,2022-03-13 23:08:18.119695
18973,36321,19808,16065,5451,7315,4392,9677,2022-03-13 23:08:19.113932
155353,37817,12496,10400,2723,8066,3654,4052,2022-03-13 23:08:20.121234
3346856,450912,66394,105874,22260,30582,72350,49487,2022-03-13 23:08:21.121405
1007976,77992,10983,10537,4101,3651,6234,4061,2022-03-13 23:08:22.116037
1454644,382101,42545,51499,54145,13649,40635,15142,2022-03-13 23:08:23.122868
724117,486411,29477,55774,40335,22538,20782,41926,2022-03-13 23:08:24.145175
558291,182815,120676,54703,36067,35182,57192,38382,2022-03-13 23:08:25.116820
336465,117069,5374,1748,7444,10216,7885,5264,2022-03-13 23:08:26.114238
127102,41794,32968,17689,11198,29286,14362,17185,2022-03-13 23:08:27.112710
44862,71655,34919,17185,6415,16021,37488,10259,2022-03-13 23:08:28.114399
269837,35892,6412,4591,14371,19041,25336,8021,2022-03-13 23:08:29.114681
92016,5668,1238,1879,1409,4323,3643,8982,2022-03-13 23:08:30.131095
222858,48493,4496,24302,10910,15827,6225,8056,2022-03-13 23:08:31.124805
133460,11874,10732,5994,6689,3049,1282,1055,2022-03-13 23:08:32.120055
155235,48257,48859,16044,10894,10278,16971,27987,2022-03-13 23:08:33.114589
122214,158355,10699,15333,7970,25110,11631,20429,2022-03-13 23:08:34.112900
915361,387189,66623,44438,26832,31684,37689,8267,2022-03-13 23:08:35.146802
226520,51550,19711,4113,2424,3666,3950,4301,2022-03-13 23:08:36.122292
706195,43341,12001,7822,13267,14106,6396,5461,2022-03-13 23:08:37.111872
1256548,58861,34757,10945,24902,5360,9071,4109,2022-03-13 23:08:38.113009
272067,37610,17043,3198,2783,4610,1711,1974,2022-03-13 23:08:39.111387
2005565,445168,134690,79660,53045,32462,41825,23054,2022-03-13 23:08:40.114994
1232147,966201,5865,101738,54623,39515,18160,12299,2022-03-13 23:08:41.116004
801480,24549,25431,21604,2906,7110,14616,6517,2022-03-13 23:08:42.139599
270677,50867,3500,3301,2914,929,1857,1167,2022-03-13 23:08:43.121372
555013,301481,197901,51779,33367,41967,46460,31851,2022-03-13 23:08:44.112338
523859,859977,137812,39242,113106,126723,35519,27169,2022-03-13 23:08:45.123905
1067365,672652,152729,325703,54151,26142,77567,61830,2022-03-13 23:08:46.191256
254888,111421,22506,9560,22555,20210,35662,8686,2022-03-13 23:08:47.116463
390264,928235,476241,113005,78149,131486,128045,78969,2022-03-13 23:08:48.112148
171661,77295,10415,54316,13640,6403,4463,10531,2022-03-13 23:08:49.127047
507623,124716,8488,7442,6437,7560,7308,3434,2022-03-13 23:08:50.121260
128123,16761,5306,9669,2034,4564,2307,1761,2022-03-13 23:08:51.111689
2427965,745180,90619,41343,42291,37340,39730,47764,2022-03-13 23:08:52.116936
764605,42766,4289,8553,5088,2611,1541,2973,2022-03-13 23:08:53.145492
112839,40906,3913,1881,3178,6208,4665,6254,2022-03-13 23:08:54.113160
239126,26075,7803,3576,1605,9088,6728,3464,2022-03-13 23:08:55.114711
471774,194045,30180,9442,19861,13502,9137,6688,2022-03-13 23:08:56.120059
388716,213403,78999,18193,7673,39450,52611,12949,2022-03-13 23:08:57.114331
1238171,724972,160839,106155,75907,45998,15010,16655,2022-03-13 23:08:58.126448
267578,96043,28522,11431,5017,12562,6286,6545,2022-03-13 23:08:59.123393
85832,177114,39148,32200,11116,15246,9726,19354,2022-03-13 23:09:00.151634
119601,9549,3724,4674,3383,6434,4571,2914,2022-03-13 23:09:01.118296
240823,17407,6454,1957,4587,8794,4684,6300,2022-03-13 23:09:02.129430
12152,9995,4932,3294,6023,24685,8120,7765,2022-03-13 23:09:03.116062
29537,19507,2329,7636,20369,16880,8405,9677,2022-03-13 23:09:04.122860
11853,11365,10645,5911,4687,14502,12877,8541,2022-03-13 23:09:05.121693
12494,34241,10564,19614,15275,5737,7980,13748,2022-03-13 23:09:06.113892
30019,19003,27807,4913,11249,7841,19952,3839,2022-03-13 23:09:07.134974
698838,155398,4468,6682,28012,6441,7640,7015,2022-03-13 23:09:08.115921
335862,73474,3852,10453,8152,10374,7866,3479,2022-03-13 23:09:09.116883
36229,74698,12253,32432,12363,9066,7121,5517,2022-03-13 23:09:10.111656
66354,35358,4033,49215,17173,32258,9735,3857,2022-03-13 23:09:11.148764
27018,20875,23292,36973,17240,11986,12315,6816,2022-03-13 23:09:12.112496
1774961,248591,4335,16826,4070,7403,5917,4763,2022-03-13 23:09:13.125902
24014,13268,6961,15411,10580,4279,4133,1785,2022-03-13 23:09:14.122604
26668,18743,17712,20832,9656,8136,8297,6040,2022-03-13 23:09:15.121409
41727,43662,12607,14807,6808,6550,2182,2447,2022-03-13 23:09:16.125755
22335,13651,1348,1574,4211,3842,8799,8157,2022-03-13 23:09:17.123398
597311,308345,17936,37662,39344,36270,12855,14573,2022-03-13 23:09:18.175739
2474536,184378,39738,8179,36933,41635,43583,16346,2022-03-13 23:09:19.123141
910107,242701,74323,27835,22027,15735,11869,7131,2022-03-13 23:09:20.121589
394536,125685,22101,22775,13425,20547,18199,12501,2022-03-13 23:09:21.114650
83705,20079,7766,3484,2594,3298,4359,6945,2022-03-13 23:09:22.126659
870761,386195,113383,20234,4505,21737,44115,23974,2022-03-13 23:09:23.118584
737153,44173,1415,43709,7349,10819,5027,7092,2022-03-13 23:09:24.121601
1718625,177839,44156,33123,26084,33056,30160,25215,2022-03-13 23:09:25.149248
788230,162865,25018,19531,25804,26290,24788,25353,2022-03-13 23:09:26.117737
213339,284369,203156,108132,23970,27090,21554,22348,2022-03-13 23:09:27.124656
1114000,92763,13257,21840,4155,3838,5318,3883,2022-03-13 23:09:28.110826
38374,35465,9107,11989,5318,10850,5554,10302,2022-03-13 23:09:29.112744
55499,27994,5232,22322,14388,14025,14040,7678,2022-03-13 23:09:30.111065
193539,47353,10295,3919,4205,3197,1745,2235,2022-03-13 23:09:31.124029
139018,29740,8653,9597,23540,18907,15837,16645,2022-03-13 23:09:32.131182
56965,28975,5327,6944,3441,1843,7639,8764,2022-03-13 23:09:33.117460
237495,42985,3380,6245,5301,14387,13990,10359,2022-03-13 23:09:34.132553
551600,98612,30079,23833,9817,24178,17580,17225,2022-03-13 23:09:35.121180
323349,72873,4683,13558,4214,4162,3362,3162,2022-03-13 23:09:36.162202
2189392,215950,11028,15754,15661,17808,20680,10530,2022-03-13 23:09:37.112181
29492,19054,297,5915,5042,7671,9881,4734,2022-03-13 23:09:38.111629
1095791,46048,17397,5708,15358,6787,9069,7748,2022-03-13 23:09:39.124022
294040,32523,23144,1745,17184,21925,28668,53307,2022-03-13 23:09:40.114821
52996,2564,1972,1609,2856,1309,877,727,2022-03-13 23:09:41.120265
77656,28793,3598,10026,18350,17394,13670,12056,2022-03-13 23:09:42.109340
39467,37502,2505,3574,5892,3226,4347,1802,2022-03-13 23:09:43.145925
35143,31907,13325,7178,12887,18538,15148,9438,2022-03-13 23:09:44.118041
10820,20343,2633,16573,7417,16091,15506,8515,2022-03-13 23:09:45.114057
8641,29840,7611,7169,24213,12833,14973,7736,2022-03-13 23:09:46.115393
14679,13842,11180,4454,5829,10632,12163,7222,2022-03-13 23:09:47.110297
33077,58859,18111,6754,5139,18205,10090,24024,2022-03-13 23:09:48.122785
27215,9301,5991,6543,5613,6005,12168,11010,2022-03-13 23:09:49.117333
32799,80412,2695,3266,4431,3278,8013,1960,2022-03-13 23:09:50.154063
177834,59503,21295,7491,5204,5816,4663,7804,2022-03-13 23:09:51.112097
192077,15403,2377,1438,1195,1941,1876,1270,2022-03-13 23:09:52.110938
60882,39375,7883,11699,5912,13689,20170,14641,2022-03-13 23:09:53.120855
402894,58303,14146,28916,11429,17988,24892,23306,2022-03-13 23:09:54.153770
542697,81651,27397,11071,12276,35325,18075,10767,2022-03-13 23:09:55.111673
210543,20302,9272,2947,3825,3372,763,856,2022-03-13 23:09:56.123373
11707,50692,8753,17184,10731,8312,16377,12725,2022-03-13 23:09:57.112482
35277,29104,13513,3639,9188,15226,6542,11288,2022-03-13 23:09:58.114040
100924,74665,8533,3822,6277,8498,14396,6681,2022-03-13 23:09:59.114467
484191,48773,4737,28824,16213,27285,18524,5375,2022-03-13 23:10:00.115513
34502,21744,14354,4030,12770,14045,17656,15317,2022-03-13 23:10:01.167539
69445,27703,2232,3785,1953,3203,2323,2825,2022-03-13 23:10:02.117244
46866,76623,9873,27114,9860,10489,5028,8366,2022-03-13 23:10:03.112248
20863,23948,4290,2580,6587,5598,7858,1260,2022-03-13 23:10:04.116805
23759,9495,11492,12300,2948,14417,7813,5784,2022-03-13 23:10:05.110115
154415,131235,29002,7701,13154,17602,20443,11634,2022-03-13 23:10:06.139433
767995,57553,29940,56426,24489,15251,10239,9569,2022-03-13 23:10:07.121810
9538,53309,307,11014,21700,18847,33436,14129,2022-03-13 23:10:08.139522
35245,11466,9084,9755,10122,19692,12632,10441,2022-03-13 23:10:09.111808
63139,50488,22714,11932,13655,12500,6084,5869,2022-03-13 23:10:10.120741
26805,11854,1458,14226,5896,7994,8317,4625,2022-03-13 23:10:11.110759
65411,22236,16894,9205,8278,5936,4195,1541,2022-03-13 23:10:12.117628
12602,21587,2013,948,2780,10584,4343,2227,2022-03-13 23:10:13.113962
27507,5496,3677,3778,7025,6195,3580,4432,2022-03-13 23:10:14.116384
52744,14518,14805,8684,7404,12346,4132,5442,2022-03-13 23:10:15.141923
257459,24780,6829,4755,2963,1728,2534,1219,2022-03-13 23:10:16.113100
11084,16466,10665,21310,10538,7418,19734,8651,2022-03-13 23:10:17.112342
50526,5843,8381,11428,12526,6224,6123,4589,2022-03-13 23:10:18.115406
19117,6270,16130,10568,3931,4411,5534,4853,2022-03-13 23:10:19.157031
6557,29075,10757,11108,10926,7436,4903,6599,2022-03-13 23:10:20.114298
7299,8791,9391,11464,2094,5844,5448,1704,2022-03-13 23:10:21.117706
1958545,184038,22031,6580,18461,9807,18551,5318,2022-03-13 23:10:22.132626
679938,56466,14691,7452,5245,2848,2860,4757,2022-03-13 23:10:23.114855
1409330,555247,64054,144455,39163,35101,28907,43990,2022-03-13 23:10:24.119274
