delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
390234,10807,3677,2053,1943,1183,888,559,2022-03-13 22:50:49.756495
15924,55967,32948,56063,16946,9775,15985,15215,2022-03-13 22:50:50.747419
58814,141015,9427,4332,14711,11663,15098,3715,2022-03-13 22:50:51.753147
136145,57059,4768,4188,9589,10228,11974,4450,2022-03-13 22:50:52.753365
139901,98514,19046,8727,2091,4278,3756,2072,2022-03-13 22:50:53.756574
542286,107302,85838,18245,6086,22950,12265,9883,2022-03-13 22:50:54.754059
15368,11525,19431,12761,17841,15589,10098,8135,2022-03-13 22:50:55.750769
9770,12012,2606,5129,17448,17011,16485,11983,2022-03-13 22:50:56.791728
297029,15375,1933,9355,2148,3222,3014,4272,2022-03-13 22:50:57.750067
12098,15996,8960,45526,3157,36484,16504,12206,2022-03-13 22:50:58.768959
879539,30482,39706,30774,18828,12525,18699,12217,2022-03-13 22:50:59.747896
15868,7086,8805,50718,13414,14427,14887,7793,2022-03-13 22:51:00.755560
2138129,71374,20054,41902,25959,22171,14826,42905,2022-03-13 22:51:01.741996
656015,418756,41978,27095,23815,50844,66826,19147,2022-03-13 22:51:02.741650
90668,492610,21481,254416,351891,157109,230964,168489,2022-03-13 22:51:03.771449
988380,350991,27656,326408,112326,296753,184829,91483,2022-03-13 22:51:04.751157
1767914,295213,3478,78003,119406,60824,92488,59428,2022-03-13 22:51:05.752835
1578085,684594,1579980,159661,327014,320889,388147,136863,2022-03-13 22:51:06.745796
333083,429935,24679,34062,43612,39839,16111,18927,2022-03-13 22:51:07.749339
1497656,228461,165508,98231,82861,92164,182817,82503,2022-03-13 22:51:08.745777
2437258,625598,139217,50823,76285,86278,30431,45822,2022-03-13 22:51:09.746559
594869,69647,16384,4601,15152,24223,7393,7714,2022-03-13 22:51:10.769070
580635,901139,61095,244490,88874,129635,144762,114755,2022-03-13 22:51:11.746736
940450,217567,13337,65497,30510,38692,31352,12014,2022-03-13 22:51:12.752204
119895,15787,2342,2756,1919,2510,5028,2954,2022-03-13 22:51:13.753354
226923,178677,80542,27835,21917,34437,41548,25395,2022-03-13 22:51:14.763909
207578,12264,11816,2496,3250,1170,3730,1313,2022-03-13 22:51:15.752241
1449188,313222,26732,51704,17726,21322,48021,9399,2022-03-13 22:51:16.751477
325139,236256,49814,47923,35770,22886,14171,25681,2022-03-13 22:51:17.755423
631080,39046,1421,7739,2853,2959,1305,2031,2022-03-13 22:51:18.748829
2146642,2125838,336808,348475,166941,181237,449596,186551,2022-03-13 22:51:19.756966
599655,36330,10812,26895,14586,11950,10580,13799,2022-03-13 22:51:20.755037
177570,31210,2158,14634,3977,5915,21013,4586,2022-03-13 22:51:21.774143
1393869,511827,296777,289407,236969,175162,640055,83545,2022-03-13 22:51:22.742199
942812,599301,320815,59602,109786,157777,148148,67052,2022-03-13 22:51:23.749033
1272483,48264,28128,32946,36309,45294,81196,87748,2022-03-13 22:51:24.744158
1216024,143864,70050,20259,28521,25552,20410,13089,2022-03-13 22:51:25.743640
2884103,190880,29757,14800,24903,37488,45212,9519,2022-03-13 22:51:26.748711
338004,412590,61433,29482,10191,42832,43779,13340,2022-03-13 22:51:27.750850
1284469,131227,105421,94287,67687,47699,74503,33853,2022-03-13 22:51:28.776303
494272,632087,147605,197093,31772,127137,254454,80199,2022-03-13 22:51:29.745562
576762,73642,4938,6863,9608,9572,5649,6097,2022-03-13 22:51:30.775044
2120452,955748,213327,354195,110031,123766,140285,77193,2022-03-13 22:51:31.753338
251596,681548,49014,52866,21324,17867,33346,17464,2022-03-13 22:51:32.749959
93447,101490,8639,4153,7732,15831,16289,7406,2022-03-13 22:51:33.749825
552864,27455,1613,9185,8804,9885,12484,6214,2022-03-13 22:51:34.752059
559843,304858,6277,17968,16184,65447,50065,20845,2022-03-13 22:51:35.759552
37398,21591,11336,1638,3590,2705,2830,2881,2022-03-13 22:51:36.752130
164124,56759,3532,8470,16390,51056,31252,27540,2022-03-13 22:51:37.747430
194562,15916,4269,3807,2448,5143,7294,3885,2022-03-13 22:51:38.745963
351863,156208,15072,12769,13869,24141,36128,17236,2022-03-13 22:51:39.793691
519904,27242,8062,11097,9993,11945,7225,8537,2022-03-13 22:51:40.748941
247131,57049,8844,12884,4664,7255,3719,6418,2022-03-13 22:51:41.744063
1365779,72959,22933,1803,7508,10975,6424,5457,2022-03-13 22:51:42.750494
331076,57076,27732,8631,3003,5589,2336,4356,2022-03-13 22:51:43.754312
2331219,312440,50232,72212,95459,27837,41705,35378,2022-03-13 22:51:44.750434
91433,82406,31576,48537,41094,60110,30983,22258,2022-03-13 22:51:45.747474
684766,228563,38276,18751,39454,79881,67589,16109,2022-03-13 22:51:46.779531
411895,75224,79808,22464,30983,21860,35390,31182,2022-03-13 22:51:47.753733
2101342,384012,108757,81206,45212,27606,43729,14940,2022-03-13 22:51:48.752426
93436,88239,22370,5398,10494,4667,5116,3585,2022-03-13 22:51:49.747838
136169,27138,20737,17377,21881,47675,22124,55380,2022-03-13 22:51:50.750777
1170674,433521,156748,58555,91710,59151,46268,34408,2022-03-13 22:51:51.743627
755060,512650,138632,29439,171785,61923,352109,37071,2022-03-13 22:51:52.745185
1308481,520268,44482,46096,41736,53327,43728,35536,2022-03-13 22:51:53.767596
728296,34490,22769,15319,48599,13176,22297,13698,2022-03-13 22:51:54.742627
815858,103862,28318,14661,35167,58232,15985,8193,2022-03-13 22:51:55.754410
1091697,614351,302647,54730,30495,239765,101791,116067,2022-03-13 22:51:56.751571
866301,124488,51647,42028,18192,39442,54947,9377,2022-03-13 22:51:57.763250
918259,222964,252255,59710,69625,111196,49304,41106,2022-03-13 22:51:58.748233
897285,76390,28710,14600,13604,8859,10034,31940,2022-03-13 22:51:59.749184
996847,255740,71722,65150,57039,63512,25377,26738,2022-03-13 22:52:00.741483
1150301,94104,7381,16034,9779,17257,10095,7474,2022-03-13 22:52:01.754121
22340,146968,3126,10770,4754,8941,10375,4783,2022-03-13 22:52:02.771899
57916,8818,3307,1344,750,2462,3234,993,2022-03-13 22:52:03.755629
774435,239531,71719,15143,28958,8897,12122,8934,2022-03-13 22:52:04.791033
359466,113833,7815,35688,6854,26542,5269,12314,2022-03-13 22:52:05.756762
68189,9248,3979,12157,3139,4437,5663,2520,2022-03-13 22:52:06.746989
385134,132942,59845,32178,29734,28042,46229,19224,2022-03-13 22:52:07.756106
453252,60557,6124,7782,3858,8757,11295,1892,2022-03-13 22:52:08.754649
435200,20986,28174,17866,6915,6139,7939,6992,2022-03-13 22:52:09.743029
7282,14282,53706,71295,10259,22863,17215,10236,2022-03-13 22:52:10.752440
18148,14091,12998,28625,11829,28616,14948,6065,2022-03-13 22:52:11.801598
219458,166483,6842,60878,6117,24838,32149,14097,2022-03-13 22:52:12.755458
556583,67534,14945,33952,36871,57693,38854,16463,2022-03-13 22:52:13.745934
1614783,130099,21815,28808,10735,34994,27969,20642,2022-03-13 22:52:14.752918
107962,7845,12697,5738,3761,7113,4733,4194,2022-03-13 22:52:15.749258
1174237,83495,15743,4650,17771,30783,12220,18893,2022-03-13 22:52:16.752004
63454,43401,4311,2453,7727,5636,3874,1758,2022-03-13 22:52:17.747079
34985,5338,37509,20980,11612,15675,11267,13871,2022-03-13 22:52:18.792764
37964,16004,22829,39903,11788,37457,7943,12969,2022-03-13 22:52:19.753494
6736,7092,14470,14716,26930,9398,4918,9490,2022-03-13 22:52:20.745667
60002,5457,3325,12588,1356,4367,1055,2325,2022-03-13 22:52:21.750228
5176,26001,19496,1423,28409,8298,5727,8238,2022-03-13 22:52:22.789831
434309,42524,4919,3376,2336,4098,7523,8609,2022-03-13 22:52:23.741942
134350,21490,910,4873,9979,5480,4522,3270,2022-03-13 22:52:24.752630
130193,31091,4137,8455,2583,3344,3094,2369,2022-03-13 22:52:25.744614
11333,9137,2473,6364,6589,13411,54915,12240,2022-03-13 22:52:26.755345
830890,69540,13709,32657,8155,24731,25902,11296,2022-03-13 22:52:27.756016
193025,35430,6145,14059,7332,2034,6049,1950,2022-03-13 22:52:28.753168
943602,290143,91370,166556,34232,31941,15843,16436,2022-03-13 22:52:29.766725
120939,30070,6140,3576,4985,8631,3859,3554,2022-03-13 22:52:30.742384
28684,23241,4360,38802,11667,29503,11756,2167,2022-03-13 22:52:31.742464
130316,18738,2170,1037,235,1045,207,700,2022-03-13 22:52:32.753186
124693,86390,29528,8015,12713,13465,12757,6695,2022-03-13 22:52:33.753115
8958,5220,53442,84661,15012,12317,3887,2949,2022-03-13 22:52:34.775683
356719,52921,27741,7278,5909,7769,2213,1071,2022-03-13 22:52:35.750100
10588,23695,33116,97131,11682,13310,3499,5647,2022-03-13 22:52:36.775137
36482,15776,24840,19929,12916,15678,6413,4198,2022-03-13 22:52:37.749625
21518,33663,23728,28071,13080,11090,5522,2086,2022-03-13 22:52:38.743645
9629,29907,8033,11348,8503,8464,14443,3565,2022-03-13 22:52:39.740271
93721,56465,21585,24116,5997,8957,10036,5044,2022-03-13 22:52:40.769386
62045,28623,280,4799,1734,3310,1684,1205,2022-03-13 22:52:41.740417
2177981,142350,40886,57329,33272,21688,15331,10366,2022-03-13 22:52:42.741125
10666,11700,12763,3668,9787,11796,9176,4129,2022-03-13 22:52:43.767913
11479,22866,32069,17334,9967,9239,13062,6982,2022-03-13 22:52:44.747986
25473,32844,6297,14399,10427,9554,5882,4430,2022-03-13 22:52:45.753685
16013,31874,834,2767,6880,8677,7834,5808,2022-03-13 22:52:46.740305
358951,18341,8855,1745,2447,862,2345,885,2022-03-13 22:52:47.781105
26572,21260,21480,14256,7719,10286,1881,5898,2022-03-13 22:52:48.750809
71631,69290,22139,5210,10607,2629,1525,1050,2022-03-13 22:52:49.748994
170473,35699,9188,16601,5321,7318,4594,1491,2022-03-13 22:52:50.786047
52918,39481,34687,29731,3839,28200,9124,10884,2022-03-13 22:52:51.746131
59544,8439,6724,26824,2311,3217,4472,1331,2022-03-13 22:52:52.756013
2674,26565,2030,22081,13763,28471,8735,4466,2022-03-13 22:52:53.754961
10582,16326,8357,10415,7077,9970,6854,2017,2022-03-13 22:52:54.767196
2383,8529,34904,13240,5649,8782,5652,4926,2022-03-13 22:52:55.745567
3043,8297,2447,15082,4341,9420,3405,5097,2022-03-13 22:52:56.752073
11522,16620,12176,14016,12389,20620,7249,3754,2022-03-13 22:52:57.749039
10266,31788,164006,19674,9894,6604,2574,2771,2022-03-13 22:52:58.740772
8396,12239,5381,25376,2136,5208,3420,4476,2022-03-13 22:52:59.753792
15304,1727,11891,11950,8824,10692,2262,2280,2022-03-13 22:53:00.752202
3010,7257,24708,9714,3091,7441,1420,2387,2022-03-13 22:53:01.748264
4545,4939,34725,10595,5906,6944,3242,6068,2022-03-13 22:53:02.740337
78549,47988,14505,21143,12165,4668,4500,3781,2022-03-13 22:53:03.749237
21324,9123,7220,19912,20066,8887,15391,4577,2022-03-13 22:53:04.744499
38606,20967,2609,10916,8744,1409,1606,514,2022-03-13 22:53:05.799080
13558,9727,14958,67383,7003,7770,1799,2833,2022-03-13 22:53:06.770534
78750,88183,7640,9133,4523,6626,5250,1562,2022-03-13 22:53:07.751414
5607,9384,2176,3658,8927,17469,2985,4325,2022-03-13 22:53:08.755119
20222,8560,51535,21485,15489,5745,9855,7519,2022-03-13 22:53:09.739838
12610,16386,10404,18724,3680,11366,5567,2574,2022-03-13 22:53:10.752801
770584,47770,12863,17613,32015,16072,20086,17200,2022-03-13 22:53:11.754239
73944,181559,9704,3930,8039,8190,24242,5165,2022-03-13 22:53:12.770261
694519,131335,103713,21144,11223,9631,15348,33986,2022-03-13 22:53:13.752800
1889002,40102,26445,13505,8730,13406,6317,7014,2022-03-13 22:53:14.742518
1132534,130832,40144,79343,21591,17151,40544,26103,2022-03-13 22:53:15.750609
38235,25625,15901,13918,15494,18135,32911,12350,2022-03-13 22:53:16.753246
1859041,196234,6117,13165,7347,4842,5193,6731,2022-03-13 22:53:17.752956
114178,13805,764,3853,3163,3374,3056,5660,2022-03-13 22:53:18.742629
16310,68472,39678,19526,19460,18887,16754,12381,2022-03-13 22:53:19.760816
17014,8471,5478,2620,2941,3868,2849,2898,2022-03-13 22:53:20.745804
21419,11495,6597,12006,12052,22472,13321,13126,2022-03-13 22:53:21.749077
4600,18793,20597,5765,7300,9111,14865,9840,2022-03-13 22:53:22.769056
296178,16677,14509,14719,4967,8806,3086,1417,2022-03-13 22:53:23.769447
12293,24833,11212,24171,3791,11775,8813,13201,2022-03-13 22:53:24.750370
13925,18496,626,16272,2597,8641,6202,7634,2022-03-13 22:53:25.757457
20010,19337,10716,24996,11541,14093,8304,3716,2022-03-13 22:53:26.750226
36965,34492,28470,31492,3013,9438,6025,4969,2022-03-13 22:53:27.748126
13738,47153,9260,6092,6027,6138,4833,7043,2022-03-13 22:53:28.746549
4309,26191,32146,6280,6783,7617,3278,2930,2022-03-13 22:53:29.741177
3667,21530,17030,15142,5846,11005,3642,2232,2022-03-13 22:53:30.790385
6903,18761,18705,12111,2032,10585,2488,1213,2022-03-13 22:53:31.753268
30851,23790,7777,18505,4405,4669,2962,2613,2022-03-13 22:53:32.744839
4544,5152,12403,21014,12072,8579,3912,2745,2022-03-13 22:53:33.742672
6189,17767,66861,14326,3317,5159,3725,1972,2022-03-13 22:53:34.751544
3615,8856,8137,3570,5438,5371,835,3840,2022-03-13 22:53:35.752448
5960,26766,2058,5195,4511,5531,2469,1119,2022-03-13 22:53:36.757517
20791,18059,11770,22731,13635,5959,1473,807,2022-03-13 22:53:37.774985
19436,17927,43579,50448,8931,7013,3206,916,2022-03-13 22:53:38.739193
2506,18838,31826,35031,4351,4616,1379,1234,2022-03-13 22:53:39.747177
8179,17171,14350,18943,5110,7836,2553,2011,2022-03-13 22:53:40.746076
5893,10352,59895,42584,2028,3793,1471,1023,2022-03-13 22:53:41.739819
10422,15327,24583,17133,3828,3068,1908,1403,2022-03-13 22:53:42.754071
38286,20500,14544,78115,22517,9014,6294,5975,2022-03-13 22:53:43.746388
141058,8966,730,2626,2535,1255,1291,799,2022-03-13 22:53:44.751124
325226,153081,9725,3807,5097,5619,3501,2907,2022-03-13 22:53:45.747511
21861,20296,7069,10415,6110,15844,10458,6404,2022-03-13 22:53:46.743480
125933,99945,24294,38707,24815,17277,25920,7018,2022-03-13 22:53:47.747569
608097,163306,59289,53726,38816,17501,15777,15071,2022-03-13 22:53:48.796284
16798,21511,21757,27958,40734,15098,14097,13195,2022-03-13 22:53:49.743656
2768,17372,18730,44116,13812,21842,8796,5599,2022-03-13 22:53:50.742618
4479,3540,24973,9603,7168,10344,22771,8876,2022-03-13 22:53:51.752077
23280,11554,4369,2905,6348,9482,10433,5317,2022-03-13 22:53:52.748357
208484,20366,6803,3104,2114,2246,1286,817,2022-03-13 22:53:53.744335
21326,11197,12101,32618,11473,9794,12717,3876,2022-03-13 22:53:54.740284
53552,46486,15075,5342,8060,3273,2234,463,2022-03-13 22:53:55.762827
14103,7629,4971,73162,7832,12040,10301,1939,2022-03-13 22:53:56.750236
111132,23539,5990,1956,1460,1631,2078,911,2022-03-13 22:53:57.746448
10477,11940,44019,18689,5172,8964,17694,3599,2022-03-13 22:53:58.753968
19751,13420,40834,28852,14579,8696,7292,3199,2022-03-13 22:53:59.742488
137246,115492,12594,19344,26745,51970,28260,24545,2022-03-13 22:54:00.747795
31398,24796,3854,25018,9581,28334,17339,11230,2022-03-13 22:54:01.747559
313373,65263,17438,8805,7551,8063,3617,1508,2022-03-13 22:54:02.767850
28876,29059,10584,25126,20943,16157,10997,7466,2022-03-13 22:54:03.752820
555973,31201,11531,705,8005,6830,2559,2224,2022-03-13 22:54:04.750694
82616,128858,22779,15268,7340,13062,8401,9721,2022-03-13 22:54:05.748466
281663,78218,49012,10210,23709,7626,13474,4339,2022-03-13 22:54:06.800547
912088,74721,8736,16476,11690,18732,12316,9025,2022-03-13 22:54:07.753054
144482,20983,3965,1566,1469,1104,622,266,2022-03-13 22:54:08.748405
2446,16563,17284,5808,8189,10554,9888,6342,2022-03-13 22:54:09.751630
24089,69037,10473,3501,7529,8812,11442,5030,2022-03-13 22:54:10.744803
131577,46018,28504,26088,24766,16554,10368,5637,2022-03-13 22:54:11.747873
264849,12777,7801,3818,878,2070,2680,310,2022-03-13 22:54:12.741318
39966,15675,8480,27542,6054,18575,5251,5208,2022-03-13 22:54:13.766992
14716,19173,5554,16682,9360,13791,13476,6723,2022-03-13 22:54:14.753223
41164,148850,96314,78301,30683,53411,19442,12833,2022-03-13 22:54:15.752251
29829,40518,31055,10696,21194,23255,11974,14460,2022-03-13 22:54:16.753606
200879,256018,33382,11600,24707,16287,25519,7556,2022-03-13 22:54:17.752448
64943,91195,20541,5698,5315,5741,8741,2961,2022-03-13 22:54:18.746066
2519944,165812,66945,124744,22911,32814,15781,8916,2022-03-13 22:54:19.739254
1887018,286423,24641,26824,20056,15555,13794,5098,2022-03-13 22:54:20.768248
74527,27991,8990,21641,27095,18088,26978,6295,2022-03-13 22:54:21.754442
34808,12427,87465,2893,27007,9970,22404,5707,2022-03-13 22:54:22.755408
45842,30234,11980,6648,4572,19122,14912,4668,2022-03-13 22:54:23.742491
3674,20705,15123,15017,11111,8248,21830,10135,2022-03-13 22:54:24.754541
418174,188096,14639,37073,9559,7707,14745,5243,2022-03-13 22:54:25.741808
91102,13812,20444,4503,6177,4012,5830,1470,2022-03-13 22:54:26.745752
5308,10000,7110,12776,7695,15959,8201,6546,2022-03-13 22:54:27.766135
540490,124425,11755,15088,25531,18243,12142,11022,2022-03-13 22:54:28.742590
35055,79107,20137,6759,6104,6227,9855,9295,2022-03-13 22:54:29.746135
16564,4071,2526,16468,7627,13344,7797,6012,2022-03-13 22:54:30.754688
28580,13728,10075,5078,4055,2764,1007,1068,2022-03-13 22:54:31.780623
33907,46736,3802,31952,12061,14679,24251,9544,2022-03-13 22:54:32.745197
76031,12298,7826,11399,6053,3618,3674,1931,2022-03-13 22:54:33.748542
102328,25899,48080,5329,6321,5132,5180,2777,2022-03-13 22:54:34.747073
24043,28843,13418,9038,4732,13348,26801,10021,2022-03-13 22:54:35.743752
456268,125920,51664,48355,22611,20321,11302,9358,2022-03-13 22:54:36.748279
2858189,43779,3986,11602,25184,9660,16637,11879,2022-03-13 22:54:37.739496
2226965,155526,40687,71630,77679,39142,43368,55974,2022-03-13 22:54:38.767303
1618852,748336,16470,39988,55862,74760,83892,36412,2022-03-13 22:54:39.742664
29760,7725,4287,6445,2761,9072,5936,8581,2022-03-13 22:54:40.750154
916585,252809,47019,23415,13450,16138,9899,16528,2022-03-13 22:54:41.749789
206194,54880,13240,16148,15837,17417,24173,34678,2022-03-13 22:54:42.771984
157395,38542,30087,18226,17435,28911,35409,19728,2022-03-13 22:54:43.752483
685159,30954,43096,37980,7240,25625,40553,9433,2022-03-13 22:54:44.751854
1667,9188,1552,17898,24879,23090,28981,19729,2022-03-13 22:54:45.748482
1022904,110645,6655,12143,12054,23759,32014,32312,2022-03-13 22:54:46.751966
118359,32473,27790,10205,7044,24803,19722,7975,2022-03-13 22:54:47.741015
247269,134551,34104,31178,9058,23309,27942,13828,2022-03-13 22:54:48.749324
17863,41861,36755,18430,17712,26406,19532,11841,2022-03-13 22:54:49.758446
12802,66735,25309,4637,11578,9589,7756,3910,2022-03-13 22:54:50.749445
451467,36488,8876,21492,11161,23929,17108,7158,2022-03-13 22:54:51.740062
40495,56669,35639,12343,9006,4068,1151,908,2022-03-13 22:54:52.747284
1169162,54611,14577,6394,10941,11786,10085,5628,2022-03-13 22:54:53.749342
72364,29251,28365,13956,8158,7216,5929,1286,2022-03-13 22:54:54.739665
4832,10741,15464,2535,4812,7666,10448,1871,2022-03-13 22:54:55.738850
2724,120709,24449,20094,22973,6874,7925,9998,2022-03-13 22:54:56.767801
107462,46639,24210,15917,12050,28298,15020,13943,2022-03-13 22:54:57.741047
1660962,459856,89543,59101,106867,159439,115640,62652,2022-03-13 22:54:58.740983
1268113,416855,17712,94344,48038,131508,165269,79666,2022-03-13 22:54:59.752490
631570,205566,143795,11952,50867,29830,48079,40381,2022-03-13 22:55:00.741964
29548,64424,5849,9895,2443,6400,10733,6400,2022-03-13 22:55:01.751454
3579,24189,19454,11358,6671,4460,17885,22293,2022-03-13 22:55:02.750217
185110,14457,20715,11254,5487,2310,5125,4101,2022-03-13 22:55:03.764646
252069,158312,56351,31763,10874,7848,11784,14814,2022-03-13 22:55:04.739805
810609,138569,84077,55374,11402,12975,7574,8162,2022-03-13 22:55:05.741135
67486,92965,40868,22874,12157,6194,4296,2951,2022-03-13 22:55:06.741786
163767,38099,19919,23265,21828,14328,7114,4067,2022-03-13 22:55:07.775009
225154,51297,35498,52941,21422,14512,12424,16199,2022-03-13 22:55:08.740271
669669,19433,7689,11162,25299,9410,10124,3344,2022-03-13 22:55:09.741052
564389,310298,79214,125653,29103,14046,42810,22417,2022-03-13 22:55:10.748713
18604,35268,34560,7288,9666,10944,6111,6388,2022-03-13 22:55:11.742381
106850,21576,16506,10407,6505,4322,3555,1371,2022-03-13 22:55:12.738245
10030,7672,3457,2880,6867,5960,11398,2555,2022-03-13 22:55:13.739355
6351,9125,7178,8036,6678,14726,1941,2059,2022-03-13 22:55:14.808015
134116,32554,16797,6308,17979,8840,6202,4551,2022-03-13 22:55:15.741948
123531,7372,1043,3194,2410,2732,1406,1023,2022-03-13 22:55:16.754211
83921,9540,6734,4815,1206,898,1031,684,2022-03-13 22:55:17.743178
833,9500,35017,23507,5244,5394,4163,3423,2022-03-13 22:55:18.743370
129845,39847,18896,11444,9132,11663,4009,6443,2022-03-13 22:55:19.743092
332000,905559,73605,75753,46795,53178,22397,16518,2022-03-13 22:55:20.751577
449045,14108,8779,5033,4511,7872,5736,1212,2022-03-13 22:55:21.765554
72264,27535,1283,6852,8271,2275,3602,1670,2022-03-13 22:55:22.740476
40550,130373,31778,15829,10124,16273,5653,2747,2022-03-13 22:55:23.742683
1350963,213314,23203,27960,32377,18335,11720,4801,2022-03-13 22:55:24.741202
304256,18244,17126,16368,1233,2393,2876,819,2022-03-13 22:55:25.743512
51552,44887,6788,5959,2337,1692,1521,960,2022-03-13 22:55:26.752934
14397,17063,10880,3581,9224,8917,5759,3091,2022-03-13 22:55:27.738807
5610,20678,10541,16657,3831,6389,5615,5283,2022-03-13 22:55:28.764774
216234,28672,4303,5439,846,2042,884,679,2022-03-13 22:55:29.752006
32191,81206,34542,44591,18239,11009,5171,2614,2022-03-13 22:55:30.751969
1369067,184817,22042,30896,7094,9501,6525,4112,2022-03-13 22:55:31.750095
8111,65363,9981,33402,7364,7069,6906,3089,2022-03-13 22:55:32.770826
114600,28463,12671,5600,3820,2407,2146,2873,2022-03-13 22:55:33.739326
32317,30254,15096,23064,10716,8216,5039,3018,2022-03-13 22:55:34.745195
86403,132470,51851,10570,12193,13533,11053,8045,2022-03-13 22:55:35.740761
224595,107864,25410,6009,7934,16107,10054,5210,2022-03-13 22:55:36.741954
47851,42422,29381,31594,13940,16012,13854,11941,2022-03-13 22:55:37.749219
150442,35334,38528,6614,13487,5522,5041,2015,2022-03-13 22:55:38.751891
28251,6800,941,10395,1682,2823,2051,1136,2022-03-13 22:55:39.786819
129360,21717,18782,11934,1629,4250,2242,953,2022-03-13 22:55:40.741087
1671478,161890,27126,21366,5280,7140,4341,2971,2022-03-13 22:55:41.749910
150632,15715,21437,4679,3312,3849,3248,1753,2022-03-13 22:55:42.746406
1033649,116519,33951,41116,15813,14280,18158,16125,2022-03-13 22:55:43.749407
24014,31185,29759,20607,16151,20568,14021,20314,2022-03-13 22:55:44.741422
174466,23413,3548,12256,6465,14695,7356,6829,2022-03-13 22:55:45.738443
250652,342925,33481,73528,30228,25155,26990,19496,2022-03-13 22:55:46.780660
861126,155239,4744,18632,11256,8047,14079,5986,2022-03-13 22:55:47.743624
369380,22633,78715,15841,14538,33212,38653,16125,2022-03-13 22:55:48.740005
77623,175213,21619,13915,19413,33358,14841,10706,2022-03-13 22:55:49.754059
3358,13501,4662,21823,8622,34732,20170,6124,2022-03-13 22:55:50.782175
78327,33852,24184,43559,14595,14612,10074,6667,2022-03-13 22:55:51.749942
74535,29576,8371,24938,4753,6921,4100,4320,2022-03-13 22:55:52.743069
402476,248085,16456,7578,5598,10247,13765,5451,2022-03-13 22:55:53.751169
52844,22138,10897,3697,25500,17299,23820,10109,2022-03-13 22:55:54.747523
107702,41102,50895,25304,9730,23631,25527,7614,2022-03-13 22:55:55.752002
229034,11851,18435,3010,4386,7272,4524,2176,2022-03-13 22:55:56.742650
870676,50872,11457,20310,6190,12734,11083,10253,2022-03-13 22:55:57.780533
6600,17054,35658,25008,11048,10110,8114,5809,2022-03-13 22:55:58.741775
23724,4916,14428,3454,3574,4627,1433,988,2022-03-13 22:55:59.743708
47173,57908,54316,32577,12122,11630,9482,11553,2022-03-13 22:56:00.739801
47441,35246,17896,21887,24666,17215,16386,6043,2022-03-13 22:56:01.748846
21854,38549,1059,31497,9454,10735,15376,4229,2022-03-13 22:56:02.744373
45229,38084,4085,3352,3576,1817,1793,595,2022-03-13 22:56:03.744989
4016,15511,67452,17903,4784,9712,4941,3070,2022-03-13 22:56:04.770370
17998,11658,6591,24394,23308,10460,5578,4953,2022-03-13 22:56:05.737579
12766,83724,40590,29238,9911,15384,11079,4942,2022-03-13 22:56:06.738928
1368600,183265,126145,18325,31595,27323,45979,28759,2022-03-13 22:56:07.740508
159426,50954,7013,5833,11672,13225,11535,2843,2022-03-13 22:56:08.749521
97499,25930,19758,4589,4040,3270,7640,1338,2022-03-13 22:56:09.738119
34549,41740,30799,10076,3233,2742,3296,2067,2022-03-13 22:56:10.738946
24210,39909,38333,47335,14926,35960,6689,3464,2022-03-13 22:56:11.778604
347239,33504,18233,10283,7017,2106,4157,1775,2022-03-13 22:56:12.751764
88911,20449,3935,2846,1756,2455,1471,2734,2022-03-13 22:56:13.742710
219933,22464,5301,6865,1945,3795,1387,853,2022-03-13 22:56:14.741274
881092,201597,35523,16022,14006,27327,13757,5607,2022-03-13 22:56:15.787236
34925,23253,7938,18690,16066,15492,11477,2550,2022-03-13 22:56:16.742697
299590,45071,12722,22047,7431,8139,3556,2025,2022-03-13 22:56:17.740284
10672,48326,7784,36538,10694,6474,3424,4037,2022-03-13 22:56:18.738389
135317,12864,6423,1614,7526,2242,1882,1674,2022-03-13 22:56:19.748984
3226,28753,6376,25500,4442,6309,8253,2341,2022-03-13 22:56:20.751856
11250,29675,6340,30286,3906,8354,6932,1739,2022-03-13 22:56:21.749644
6285,10164,2868,25693,9165,12771,7275,3152,2022-03-13 22:56:22.774652
17187,9886,14286,22845,10403,10649,8442,1851,2022-03-13 22:56:23.751857
13069,14334,6557,14924,6024,4883,5177,2928,2022-03-13 22:56:24.754445
655009,70799,23704,9962,10593,6393,3231,2999,2022-03-13 22:56:25.739553
62330,19358,25988,24713,23930,5373,2108,2887,2022-03-13 22:56:26.740545
13476,22606,20959,20794,7306,5859,3749,4350,2022-03-13 22:56:27.753687
354117,132149,38648,8341,20698,17083,3524,4219,2022-03-13 22:56:28.739030
119136,85575,38645,107401,43861,25251,11150,18145,2022-03-13 22:56:29.754189
1285251,24701,13844,8431,4471,3625,4872,2091,2022-03-13 22:56:30.739291
783177,75274,7300,5753,20594,18851,19968,8048,2022-03-13 22:56:31.751038
440559,144845,42309,35672,8925,9825,6163,6780,2022-03-13 22:56:32.753478
35458,26199,10210,16541,13615,21929,3623,4043,2022-03-13 22:56:33.766729
6673,61364,12290,12313,12967,6368,4016,2444,2022-03-13 22:56:34.738902
25664,54078,10610,7136,3537,7459,2149,4484,2022-03-13 22:56:35.751661
43506,14468,26120,43090,6256,4844,2334,2064,2022-03-13 22:56:36.752984
