delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
62725,64434,17318,15291,4390,11280,7898,5345,2022-03-14 00:20:57.376165
96456,18246,16647,2717,5102,3047,3108,5743,2022-03-14 00:20:58.364211
2505258,506342,106478,11452,56527,35061,37929,17026,2022-03-14 00:20:59.364536
1107613,159209,44151,71931,3453,23167,10147,3939,2022-03-14 00:21:00.386823
887133,116683,41759,17331,28916,19818,10290,14669,2022-03-14 00:21:01.365415
50018,30455,6714,4564,3799,7666,2634,3637,2022-03-14 00:21:02.362156
99752,61260,10862,13177,17171,11923,4124,6478,2022-03-14 00:21:03.392291
1746603,266262,179436,34839,36791,33509,38933,30514,2022-03-14 00:21:04.376477
927818,37121,2720,8091,4646,4984,2223,4106,2022-03-14 00:21:05.366136
1781897,231265,24107,109672,25166,22323,37888,19852,2022-03-14 00:21:06.370366
388075,243595,7827,57790,10582,28541,14026,7732,2022-03-14 00:21:07.363397
285773,29395,6178,9386,10763,12677,8078,12701,2022-03-14 00:21:08.371939
1862932,204818,20138,12234,8536,13797,9238,6434,2022-03-14 00:21:09.366203
2050424,316245,216837,178687,68747,362337,82587,56598,2022-03-14 00:21:10.382673
424,4,1,8,3,8,8,6,2022-03-14 00:21:11.372647
14005,10479,327,549,1608,1545,463,378,2022-03-14 00:21:12.371925
245577,17524,3989,1402,6687,2884,1547,1429,2022-03-14 00:21:13.373670
1602241,71172,12581,5718,9175,10541,5972,5280,2022-03-14 00:21:14.418514
573243,85981,1230,7540,14570,4839,10917,3732,2022-03-14 00:21:15.366220
2808027,562819,329860,88820,205042,198870,89699,83731,2022-03-14 00:21:16.389870
1217271,2352396,1334818,967320,234072,127827,286390,216390,2022-03-14 00:21:17.376571
1167135,1698985,338248,708999,428546,580098,73069,79774,2022-03-14 00:21:18.370459
547077,182180,70551,39159,46551,156243,13938,28147,2022-03-14 00:21:19.368614
697698,433154,82892,11028,22227,14911,24315,15546,2022-03-14 00:21:20.370099
52857,72222,28298,14557,14790,3559,3609,3210,2022-03-14 00:21:21.395387
138470,107346,42442,12710,46117,13058,11225,6861,2022-03-14 00:21:22.371647
310332,123624,61016,23810,9115,16197,13784,13603,2022-03-14 00:21:23.374252
577944,296621,91023,8103,29676,16027,22592,12246,2022-03-14 00:21:24.367567
1668438,223303,31542,16807,18435,13058,3823,3774,2022-03-14 00:21:25.367167
385132,437827,36081,50283,26954,49511,15571,14837,2022-03-14 00:21:26.372427
2191725,100081,13338,18854,19741,10188,9527,4961,2022-03-14 00:21:27.364468
886319,512774,71446,31791,54012,26472,15622,21802,2022-03-14 00:21:28.385032
1878403,275185,81489,80144,84030,109942,111389,27040,2022-03-14 00:21:29.363837
187808,74286,34693,33060,28237,13619,11514,9441,2022-03-14 00:21:30.373161
340358,24174,18432,13235,7077,12995,3004,5044,2022-03-14 00:21:31.361505
2461190,81073,234023,104892,16842,74973,57744,62138,2022-03-14 00:21:32.420755
1186994,531774,85727,37824,31292,7171,14785,10597,2022-03-14 00:21:33.376051
1040067,277321,12207,60339,25673,13523,25101,13594,2022-03-14 00:21:34.366217
989453,1252563,119276,110568,10514,55480,46528,17792,2022-03-14 00:21:35.378847
1271969,166898,128473,72130,20153,12915,9997,10218,2022-03-14 00:21:36.375593
720556,596798,23139,5113,9789,25054,23089,12271,2022-03-14 00:21:37.367362
2604565,763921,159914,54705,66172,77088,54134,49119,2022-03-14 00:21:38.370259
678095,146029,14371,15161,11539,38105,4918,5875,2022-03-14 00:21:39.419439
773134,325213,76391,122845,59783,42271,35022,23233,2022-03-14 00:21:40.366951
2083966,43081,9961,41767,23649,16231,15152,23416,2022-03-14 00:21:41.364388
1895990,387896,597538,99293,79355,77255,47267,46767,2022-03-14 00:21:42.374522
1011448,81627,25158,16057,10269,15779,9161,3307,2022-03-14 00:21:43.373873
2676859,101748,60062,47895,19953,16747,6381,11815,2022-03-14 00:21:44.369116
58047,26418,21974,20352,11319,7885,5167,5130,2022-03-14 00:21:45.373437
838892,462766,196446,67020,81510,49912,20546,23134,2022-03-14 00:21:46.388247
830653,40757,3315,18943,2742,8065,8833,7270,2022-03-14 00:21:47.366522
1398001,254618,65120,21667,22493,11336,10621,14386,2022-03-14 00:21:48.375586
242604,21122,4306,8030,3268,7212,2835,3260,2022-03-14 00:21:49.363905
200966,42233,4986,21688,8615,15611,6712,4589,2022-03-14 00:21:50.397067
752311,537154,109396,37229,11198,19928,13209,24649,2022-03-14 00:21:51.363287
111435,40488,5912,4356,5325,2250,838,1662,2022-03-14 00:21:52.370870
731098,63149,48296,37558,11781,17590,13858,15275,2022-03-14 00:21:53.370449
855398,228066,24988,133340,43126,11980,18986,31726,2022-03-14 00:21:54.374557
1686515,96323,10051,10044,7920,7121,4618,1494,2022-03-14 00:21:55.371939
269132,40060,12365,18974,9149,6000,3624,2716,2022-03-14 00:21:56.364834
260255,100213,25686,23782,8485,9045,3265,2149,2022-03-14 00:21:57.410372
1266735,20358,2903,8086,15373,6676,4417,7051,2022-03-14 00:21:58.371996
1922618,423156,78541,36463,28037,30719,16838,17445,2022-03-14 00:21:59.369212
150647,70096,46123,10741,16593,18848,17385,24178,2022-03-14 00:22:00.363693
805631,294342,29485,23075,10409,18266,19121,5992,2022-03-14 00:22:01.361585
334714,168002,28684,9601,57476,14886,15010,9217,2022-03-14 00:22:02.365669
526287,241615,45355,17709,14226,22649,10329,6573,2022-03-14 00:22:03.367929
1330041,189596,37244,20867,16854,23150,9087,17341,2022-03-14 00:22:04.401741
294142,194311,96901,50028,81273,46735,33150,33810,2022-03-14 00:22:05.367960
286989,60191,15255,4946,23233,10862,2678,4215,2022-03-14 00:22:06.363648
193384,41331,45036,12217,4743,4864,2232,2519,2022-03-14 00:22:07.374043
106632,23208,1767,2114,9099,16959,4609,1710,2022-03-14 00:22:08.367967
1241059,157725,60079,25547,31750,36676,13053,17402,2022-03-14 00:22:09.374041
340011,16672,4416,13165,14364,1071,4128,5799,2022-03-14 00:22:10.369672
1921042,738048,154640,221172,183360,90176,32280,32865,2022-03-14 00:22:11.379214
931167,81962,47143,83169,29502,29425,10812,28190,2022-03-14 00:22:12.368908
1660677,655464,36143,31787,11558,36057,16661,38144,2022-03-14 00:22:13.375106
326656,121303,10701,54737,41656,33574,8569,4840,2022-03-14 00:22:14.365332
608547,68001,19073,23657,9177,5395,3863,1495,2022-03-14 00:22:15.408681
1414763,273927,61728,69670,45121,14810,44496,7403,2022-03-14 00:22:16.364119
980533,97788,6900,15983,5859,5586,4942,4813,2022-03-14 00:22:17.362422
513127,75347,15592,19610,19979,24008,21504,13436,2022-03-14 00:22:18.363784
46578,41669,21843,28767,16783,18173,20344,14670,2022-03-14 00:22:19.368828
17365,17500,5790,1440,6069,4558,2335,857,2022-03-14 00:22:20.391036
72620,25822,22695,63417,29351,14821,7475,4770,2022-03-14 00:22:21.369457
54105,17419,15612,4249,3802,11411,8800,11763,2022-03-14 00:22:22.395772
45520,17069,997,13899,4650,2934,3067,2117,2022-03-14 00:22:23.363455
12806,27046,11969,19357,10736,9678,3274,2162,2022-03-14 00:22:24.364712
302192,15072,12093,7462,3138,3766,3183,2085,2022-03-14 00:22:25.374669
88635,149639,26547,18004,16585,11632,2980,10866,2022-03-14 00:22:26.365503
1517234,25401,10175,4237,7123,3498,4198,7075,2022-03-14 00:22:27.372532
299989,16239,6916,2277,3699,5780,2816,2391,2022-03-14 00:22:28.373007
1656868,35216,10480,5221,10608,7866,5324,2592,2022-03-14 00:22:29.404201
451416,120570,89781,54047,19446,30579,39735,12089,2022-03-14 00:22:30.367963
470040,238004,34570,30472,5472,8055,7747,3962,2022-03-14 00:22:31.360071
2130601,451402,30659,38552,49692,44537,9195,14102,2022-03-14 00:22:32.364447
867092,12534,80810,28756,2885,6529,17903,7948,2022-03-14 00:22:33.385753
1894969,94212,17467,15146,5604,17526,16511,29440,2022-03-14 00:22:34.366098
676669,129341,22039,16432,12575,14749,16887,10036,2022-03-14 00:22:35.360194
734517,208843,29736,28343,39314,24948,44781,12575,2022-03-14 00:22:36.400642
173224,28322,10447,1107,1543,5260,6015,4972,2022-03-14 00:22:37.372641
692340,67220,1995,31828,19920,11248,24279,9974,2022-03-14 00:22:38.369391
219481,58811,4151,5253,2055,4356,4345,2862,2022-03-14 00:22:39.368074
201000,85394,7507,10412,19422,12004,31032,4209,2022-03-14 00:22:40.401309
1127961,43537,29750,14368,12385,13838,8436,11618,2022-03-14 00:22:41.370415
455305,47855,30990,30554,25764,17335,13133,4071,2022-03-14 00:22:42.364399
1166739,46402,6380,8143,9498,8658,2504,2750,2022-03-14 00:22:43.370184
912077,99450,26804,12042,14098,20039,5311,5855,2022-03-14 00:22:44.378207
207628,11954,4613,25161,10751,6357,2530,10911,2022-03-14 00:22:45.361839
1594669,62946,24662,8530,5386,5869,5819,4742,2022-03-14 00:22:46.376170
83048,27834,6347,3842,4551,1431,962,699,2022-03-14 00:22:47.382240
749700,148129,13491,42010,6523,7946,9398,9684,2022-03-14 00:22:48.366412
124293,194534,43869,10320,19705,13468,16539,11866,2022-03-14 00:22:49.362537
356600,130107,13214,8158,8690,12851,16194,3307,2022-03-14 00:22:50.364056
1199825,269516,104470,112933,46350,28315,10628,25417,2022-03-14 00:22:51.367772
1995982,672365,173348,111461,48737,68447,99942,45140,2022-03-14 00:22:52.387939
1583463,23695,30529,20484,8301,8769,11080,13645,2022-03-14 00:22:53.359123
543033,26182,6956,5399,10926,7163,3915,3054,2022-03-14 00:22:54.364534
488384,919161,273720,71923,111331,100614,19622,14206,2022-03-14 00:22:55.369200
243970,130753,16493,22417,13079,15569,15155,13218,2022-03-14 00:22:56.360699
1559204,431374,26715,15486,10179,19031,8813,9729,2022-03-14 00:22:57.368550
520494,83266,58585,52286,22069,33168,13176,4248,2022-03-14 00:22:58.417103
533079,44357,20696,18748,7454,7378,6457,5936,2022-03-14 00:22:59.365061
424587,86102,6138,6002,5735,5516,5369,3136,2022-03-14 00:23:00.362999
181294,24048,2762,6424,6743,1580,995,1460,2022-03-14 00:23:01.394197
865198,36049,26592,39591,16605,28306,18761,6213,2022-03-14 00:23:02.371530
237027,168018,30247,12176,19010,10672,6173,7031,2022-03-14 00:23:03.364451
916740,248294,39776,17298,14228,12429,6327,7940,2022-03-14 00:23:04.361992
195244,136080,47995,43473,37422,47267,22167,53511,2022-03-14 00:23:05.399606
3384837,118945,62899,59707,75491,30024,31287,45461,2022-03-14 00:23:06.364866
700825,601396,34902,55619,62137,87645,40596,51438,2022-03-14 00:23:07.365812
896321,62187,25259,15666,6397,10399,13673,12684,2022-03-14 00:23:08.389666
1656834,886621,97082,88989,38855,55531,108194,23996,2022-03-14 00:23:09.366937
997534,188623,153412,28747,39939,21532,27282,6158,2022-03-14 00:23:10.372096
1029349,158254,124821,51202,58447,12423,30807,8810,2022-03-14 00:23:11.368796
567495,157069,3273,4063,17886,6575,13702,11481,2022-03-14 00:23:12.390232
276861,28183,14549,11293,26043,13433,19420,11145,2022-03-14 00:23:13.369309
968384,149729,11672,17159,32121,61481,51647,11605,2022-03-14 00:23:14.369192
532886,235532,23974,35950,10836,27529,11348,23213,2022-03-14 00:23:15.366747
29481,16375,7209,5625,9938,11142,13601,5167,2022-03-14 00:23:16.383148
