value,timestamp
0,2022-03-13 23:42:46.431168
0,2022-03-13 23:42:47.469956
0,2022-03-13 23:42:48.427500
0,2022-03-13 23:42:49.425826
0,2022-03-13 23:42:50.427316
0,2022-03-13 23:42:51.420895
0,2022-03-13 23:42:52.420941
51,2022-03-13 23:42:53.430297
53,2022-03-13 23:42:54.446236
50,2022-03-13 23:42:55.424334
50,2022-03-13 23:42:56.426947
40,2022-03-13 23:42:57.420637
37,2022-03-13 23:42:58.421382
57,2022-03-13 23:42:59.427239
57,2022-03-13 23:43:00.448173
57,2022-03-13 23:43:01.427441
57,2022-03-13 23:43:02.422651
60,2022-03-13 23:43:03.421075
61,2022-03-13 23:43:04.446448
69,2022-03-13 23:43:05.482368
51,2022-03-13 23:43:06.429548
54,2022-03-13 23:43:07.421561
50,2022-03-13 23:43:08.427407
44,2022-03-13 23:43:09.420651
41,2022-03-13 23:43:10.428142
47,2022-03-13 23:43:11.428717
47,2022-03-13 23:43:12.457566
51,2022-03-13 23:43:13.427631
50,2022-03-13 23:43:14.425058
44,2022-03-13 23:43:15.426377
51,2022-03-13 23:43:16.478264
44,2022-03-13 23:43:17.425847
44,2022-03-13 23:43:18.421090
57,2022-03-13 23:43:19.436454
54,2022-03-13 23:43:20.424102
64,2022-03-13 23:43:21.424206
81,2022-03-13 23:43:22.429658
81,2022-03-13 23:43:23.460458
84,2022-03-13 23:43:24.428138
78,2022-03-13 23:43:25.420795
63,2022-03-13 23:43:26.428967
53,2022-03-13 23:43:27.426582
57,2022-03-13 23:43:28.418967
51,2022-03-13 23:43:29.428562
54,2022-03-13 23:43:30.456026
57,2022-03-13 23:43:31.423027
63,2022-03-13 23:43:32.441718
69,2022-03-13 23:43:33.422008
70,2022-03-13 23:43:34.425846
64,2022-03-13 23:43:35.432870
64,2022-03-13 23:43:36.444876
43,2022-03-13 23:43:37.442566
35,2022-03-13 23:43:38.431793
41,2022-03-13 23:43:39.435772
44,2022-03-13 23:43:40.426468
53,2022-03-13 23:43:41.417398
64,2022-03-13 23:43:42.432365
61,2022-03-13 23:43:43.431951
60,2022-03-13 23:43:44.438712
80,2022-03-13 23:43:45.428593
66,2022-03-13 23:43:46.430451
61,2022-03-13 23:43:47.424057
61,2022-03-13 23:43:48.491554
74,2022-03-13 23:43:49.419041
63,2022-03-13 23:43:50.428475
60,2022-03-13 23:43:51.425603
57,2022-03-13 23:43:52.428467
63,2022-03-13 23:43:53.428738
54,2022-03-13 23:43:54.428678
51,2022-03-13 23:43:55.481338
50,2022-03-13 23:43:56.422885
29,2022-03-13 23:43:57.420078
30,2022-03-13 23:43:58.418129
54,2022-03-13 23:43:59.422857
53,2022-03-13 23:44:00.431183
