delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
1582324,628341,87866,61798,121569,50996,59258,34965,2022-03-13 23:44:27.432668
72230,5614,641,1125,1796,1247,1110,410,2022-03-13 23:44:28.421339
862623,193286,13474,6866,2439,17822,14449,7946,2022-03-13 23:44:29.428164
509835,594566,47132,47590,24806,50685,44543,33383,2022-03-13 23:44:30.419852
433958,32992,3499,19682,7547,10641,7279,4221,2022-03-13 23:44:31.479427
294818,65615,2506,5657,5507,4026,4955,2008,2022-03-13 23:44:32.422106
1763187,69734,32517,18938,66229,23526,27531,6341,2022-03-13 23:44:33.425365
1088442,22841,5667,5622,4598,4222,5629,5575,2022-03-13 23:44:34.422173
736003,251081,28023,41529,47357,16860,19232,11188,2022-03-13 23:44:35.428056
879073,81791,13748,21716,11589,10611,13976,4227,2022-03-13 23:44:36.439283
102241,28953,22482,6594,13540,8660,4791,10442,2022-03-13 23:44:37.418601
352034,117750,18862,9511,10057,7343,5285,3701,2022-03-13 23:44:38.455856
1086100,282841,46553,40639,52635,14400,42741,31066,2022-03-13 23:44:39.419206
621758,29681,13478,44314,35602,52132,20546,33789,2022-03-13 23:44:40.440404
1337967,270082,87318,47800,58635,17867,25811,20115,2022-03-13 23:44:41.425837
942027,266958,18702,6833,12138,18199,21740,12044,2022-03-13 23:44:42.429117
415176,115567,21722,68265,13468,11475,26611,9483,2022-03-13 23:44:43.426965
453232,177430,65209,15085,10958,8791,25521,15409,2022-03-13 23:44:44.432205
1398662,122629,15689,62972,5911,18790,11271,8983,2022-03-13 23:44:45.453599
2294647,704625,85524,11639,22364,19434,42433,15495,2022-03-13 23:44:46.422148
1954854,302914,193184,13681,55855,69550,13460,21542,2022-03-13 23:44:47.425586
967004,71950,21423,8169,8111,8570,8226,5101,2022-03-13 23:44:48.423354
471054,75732,15764,13502,15701,8343,7657,5961,2022-03-13 23:44:49.459907
843643,41705,92968,16936,68824,20330,17725,10372,2022-03-13 23:44:50.417086
905577,42375,2076,4892,5204,5472,8627,1558,2022-03-13 23:44:51.421174
725375,35728,17379,6405,5666,6997,6099,3486,2022-03-13 23:44:52.450712
350560,159790,21449,6201,64797,9575,15344,25992,2022-03-13 23:44:53.427210
1757503,408877,468264,29798,100614,71145,131988,49768,2022-03-13 23:44:54.423781
291042,22276,12106,10847,3570,3077,4984,3342,2022-03-13 23:44:55.418017
508350,1030347,47550,62903,110269,30471,23324,23832,2022-03-13 23:44:56.447589
2890328,210237,142491,46454,15167,23143,30302,14703,2022-03-13 23:44:57.425383
139150,236964,172720,109813,8948,19229,32618,13250,2022-03-13 23:44:58.426666
172870,66473,7278,3508,7056,4985,4642,3260,2022-03-13 23:44:59.417821
434845,129950,9477,22393,8278,5538,6712,4115,2022-03-13 23:45:00.417524
753443,432838,50048,55060,77688,35872,17610,25690,2022-03-13 23:45:01.428328
220509,22068,9847,28946,16952,9296,4087,10410,2022-03-13 23:45:02.418692
124217,11408,3419,837,1205,2598,2696,912,2022-03-13 23:45:03.454368
23374,18233,1808,1799,2149,1696,1282,1779,2022-03-13 23:45:04.430846
1474797,93863,12753,14777,37822,14342,20204,19089,2022-03-13 23:45:05.426377
1201625,116207,16725,46458,22581,10941,21894,20139,2022-03-13 23:45:06.419818
114493,25291,25055,6066,8515,4008,3152,7614,2022-03-13 23:45:07.423965
694849,24715,2726,3973,6229,5696,5155,2200,2022-03-13 23:45:08.455453
991943,148905,32519,39535,8366,10784,12393,9433,2022-03-13 23:45:09.430652
454998,176051,18595,34787,20308,18274,34026,14273,2022-03-13 23:45:10.437467
49593,7098,2009,751,646,729,1477,434,2022-03-13 23:45:11.427335
234222,23844,6388,6559,2226,3895,3250,4101,2022-03-13 23:45:12.444521
603769,90894,26746,21810,14188,7157,14360,12972,2022-03-13 23:45:13.426219
304175,27559,15013,4848,2224,4306,6170,3372,2022-03-13 23:45:14.460533
801486,148515,67139,215621,61284,16283,34313,31223,2022-03-13 23:45:15.429747
102491,15534,1060,2964,9690,1673,7963,1793,2022-03-13 23:45:16.430466
97589,16990,12336,2825,3817,3732,4138,2081,2022-03-13 23:45:17.442488
1245851,252741,83805,16741,19594,34212,41222,60213,2022-03-13 23:45:18.432417
1284988,390208,223868,169410,94120,56903,61745,39029,2022-03-13 23:45:19.418413
130350,26634,2292,13737,3285,4305,6085,4969,2022-03-13 23:45:20.417953
64014,17745,19764,9610,10206,15973,23699,18050,2022-03-13 23:45:21.455320
493503,76533,25486,18174,14862,6313,14476,14753,2022-03-13 23:45:22.428882
199306,32807,6566,13415,12107,4537,1579,2262,2022-03-13 23:45:23.420536
132592,10388,1509,1635,2836,3712,1791,1251,2022-03-13 23:45:24.448132
356796,127705,34162,22646,38406,13955,32882,24952,2022-03-13 23:45:25.430048
54736,86429,6936,17551,3948,8983,7760,13104,2022-03-13 23:45:26.418137
1166108,164963,115591,57657,29072,40244,45921,19097,2022-03-13 23:45:27.423413
1050121,43072,57128,7014,8109,9590,4642,5415,2022-03-13 23:45:28.431970
1334007,1714701,85334,254272,43084,100871,113465,84020,2022-03-13 23:45:29.431322
1065779,141903,40258,7386,11014,18456,7507,9690,2022-03-13 23:45:30.426687
2200082,116622,19944,49621,5567,15882,15853,14560,2022-03-13 23:45:31.416341
433150,110935,28803,17857,17103,31450,17945,11054,2022-03-13 23:45:32.443038
271165,27914,3000,6278,1304,1999,2820,2171,2022-03-13 23:45:33.428353
411112,202071,51993,53186,37274,29091,22104,25354,2022-03-13 23:45:34.430533
161397,51769,11991,7055,3645,4093,2159,1441,2022-03-13 23:45:35.419018
1428040,835341,244449,221726,86567,62921,51216,61051,2022-03-13 23:45:36.430079
1509241,66755,17517,3579,9375,22085,20300,8737,2022-03-13 23:45:37.423014
345555,143408,4532,15724,6077,11533,10073,4801,2022-03-13 23:45:38.423354
2067644,76010,10195,9780,8306,15619,7481,24679,2022-03-13 23:45:39.453764
184145,51846,24141,3715,10147,3733,4713,3605,2022-03-13 23:45:40.450824
1343000,242089,117815,15927,10357,10276,8957,8570,2022-03-13 23:45:41.426748
1417590,132175,21395,9026,5924,6900,13849,1591,2022-03-13 23:45:42.429802
282355,15230,1905,1806,373,812,1148,1644,2022-03-13 23:45:43.427154
225073,172283,15618,51101,2837,16807,9337,7395,2022-03-13 23:45:44.416909
893286,253147,19751,21299,18097,4955,12929,13434,2022-03-13 23:45:45.429796
356525,119667,35058,81703,32526,9871,26531,27167,2022-03-13 23:45:46.457542
3025574,195288,165995,81453,46807,37896,68791,24142,2022-03-13 23:45:47.423648
366001,270739,244378,159630,81473,41570,41333,32488,2022-03-13 23:45:48.415936
205435,15798,3158,911,1256,4343,1702,833,2022-03-13 23:45:49.423789
224171,111102,28540,107275,76173,72152,28583,15481,2022-03-13 23:45:50.424384
178095,18793,1450,9164,4907,4455,6598,4382,2022-03-13 23:45:51.436200
1708558,471672,41495,33682,15932,57203,39925,21345,2022-03-13 23:45:52.425802
1872903,155204,107666,213742,19127,35892,49531,22505,2022-03-13 23:45:53.433036
400906,258190,114989,70540,45726,46079,34389,20908,2022-03-13 23:45:54.422795
188185,138182,44792,14171,8377,7075,5530,3980,2022-03-13 23:45:55.419865
2555536,132387,14244,44707,23950,28362,24740,21688,2022-03-13 23:45:56.444037
185659,20779,40313,19608,40908,20920,26057,22513,2022-03-13 23:45:57.473155
1611468,179493,58484,21902,16503,40069,21151,22450,2022-03-13 23:45:58.428251
1012528,207262,26665,25897,14953,13368,10693,13228,2022-03-13 23:45:59.425079
225862,11868,5627,2238,1362,2470,700,1027,2022-03-13 23:46:00.424283
273664,192705,7898,52294,6008,8673,21724,8329,2022-03-13 23:46:01.425740
673831,128021,4277,2522,4465,5856,5792,2231,2022-03-13 23:46:02.415912
325964,19602,3783,1627,1607,2369,1278,1040,2022-03-13 23:46:03.421795
172520,175450,12081,29678,28535,9228,9099,4152,2022-03-13 23:46:04.446030
195988,64555,26041,20079,30185,12607,10071,4230,2022-03-13 23:46:05.431250
169075,75421,21904,51070,10830,6899,7538,5499,2022-03-13 23:46:06.422792
349796,34880,18242,15635,15385,17353,25010,9233,2022-03-13 23:46:07.431374
1900005,31472,35406,62371,18486,7421,7736,2580,2022-03-13 23:46:08.423350
1405311,149715,36229,22565,17038,28993,4731,15811,2022-03-13 23:46:09.420789
137463,10330,3695,849,330,1245,1070,662,2022-03-13 23:46:10.420460
1527923,105784,8643,19201,5128,9339,12634,4312,2022-03-13 23:46:11.447402
966799,171109,19743,15927,10967,10390,12476,13119,2022-03-13 23:46:12.445677
421459,31705,21635,6426,4284,8263,5051,1876,2022-03-13 23:46:13.418176
384251,130482,60486,33421,4737,22811,21441,12750,2022-03-13 23:46:14.428309
75020,21644,4049,2251,1727,1386,4383,433,2022-03-13 23:46:15.446897
180315,43896,68253,40193,9511,13554,22224,10097,2022-03-13 23:46:16.420543
153616,35306,4144,6502,1638,2285,11195,1092,2022-03-13 23:46:17.428317
525216,86911,57447,13127,14490,14618,5363,8458,2022-03-13 23:46:18.418993
1282239,36789,18661,30896,10708,7730,12130,3482,2022-03-13 23:46:19.430003
367176,13991,3690,1136,1117,1290,1287,616,2022-03-13 23:46:20.420631
494569,100137,21769,24791,5965,4957,2823,4808,2022-03-13 23:46:21.430657
182561,63063,1581,5693,2975,3479,1819,1849,2022-03-13 23:46:22.443701
337580,29102,4546,4173,13079,4473,5693,4603,2022-03-13 23:46:23.430723
794070,72379,12880,19895,11703,36836,8903,2698,2022-03-13 23:46:24.429211
523432,28240,10911,3070,2762,4021,7152,2289,2022-03-13 23:46:25.429421
1404485,405723,30623,39805,53951,38565,85404,36101,2022-03-13 23:46:26.420870
203971,27530,14322,11688,4647,7671,5723,2552,2022-03-13 23:46:27.428541
1911124,258683,231155,93697,41113,96059,49474,55564,2022-03-13 23:46:28.446035
22426,25866,3601,1874,1176,1335,1630,480,2022-03-13 23:46:29.442525
1099042,192973,15915,28566,12119,27609,18027,14243,2022-03-13 23:46:30.416793
331665,69441,8390,4561,6955,7388,4914,1886,2022-03-13 23:46:31.426994
836677,44605,9170,7889,8111,4405,4992,2304,2022-03-13 23:46:32.418027
410917,29402,2076,17184,8920,3687,3435,4418,2022-03-13 23:46:33.431110
1671722,185421,113547,21679,11980,11929,17627,11924,2022-03-13 23:46:34.416612
1773159,318801,28599,97661,71483,68942,60356,40031,2022-03-13 23:46:35.430593
978939,1018306,60042,40092,36924,82146,33409,36133,2022-03-13 23:46:36.424225
950981,440972,66138,22518,48459,39475,70328,55980,2022-03-13 23:46:37.419422
87779,17801,2869,1284,1336,956,3405,3780,2022-03-13 23:46:38.420652
417725,187828,29218,12180,8758,12426,16532,5550,2022-03-13 23:46:39.426245
1316823,18995,9072,3266,8073,1170,2351,3690,2022-03-13 23:46:40.463441
2024937,599150,220049,293426,115911,43222,51118,44799,2022-03-13 23:46:41.420580
1589993,165934,38814,31480,5815,15158,14604,7384,2022-03-13 23:46:42.422597
135843,54236,6272,4244,2068,2733,7513,2130,2022-03-13 23:46:43.425972
781883,150556,44375,23374,14510,22974,6707,12434,2022-03-13 23:46:44.437194
1693768,198728,53303,33280,38784,17664,21580,19499,2022-03-13 23:46:45.422138
1527199,88938,10145,6212,8044,11923,13676,5383,2022-03-13 23:46:46.429780
942629,30787,3538,19280,12113,25340,19186,7753,2022-03-13 23:46:47.453690
73861,43116,5847,8619,6705,3421,3900,3193,2022-03-13 23:46:48.429922
943471,446805,23154,28274,30692,45314,60745,44638,2022-03-13 23:46:49.426797
644915,38397,2994,9752,20187,37399,3875,14494,2022-03-13 23:46:50.415601
473397,30184,8017,9778,1971,2570,1922,1517,2022-03-13 23:46:51.422938
746829,386222,41651,83632,55308,36999,41863,31234,2022-03-13 23:46:52.425405
949548,34213,16733,49814,4593,12366,8576,8505,2022-03-13 23:46:53.420653
378621,17343,5895,3902,6835,3965,5497,6240,2022-03-13 23:46:54.427860
240282,71079,4147,4754,5701,3407,5482,1056,2022-03-13 23:46:55.416065
92220,15361,14270,49579,14882,11678,35469,7628,2022-03-13 23:46:56.419300
112966,115513,21161,95089,6169,9417,7956,11550,2022-03-13 23:46:57.423519
84564,7325,3118,2584,1310,1135,685,780,2022-03-13 23:46:58.467200
163962,135077,23981,16623,10545,10714,7627,5716,2022-03-13 23:46:59.424196
932699,737291,148732,87132,12522,36893,32472,13333,2022-03-13 23:47:00.439783
281514,207837,4585,8054,6257,3178,2279,1773,2022-03-13 23:47:01.420693
222565,70730,39131,15151,19683,21386,24859,11746,2022-03-13 23:47:02.424113
788620,76884,32210,17564,14536,22068,30011,12614,2022-03-13 23:47:03.430375
399585,238106,9935,30056,12327,12969,46372,15155,2022-03-13 23:47:04.415275
873814,60286,11408,5833,11748,6755,5121,4139,2022-03-13 23:47:05.446090
2478509,38430,16945,27679,7304,4625,3452,4456,2022-03-13 23:47:06.426401
764137,215102,51677,28527,55453,29541,16788,48388,2022-03-13 23:47:07.417569
331057,34051,4843,775,2040,3051,4324,895,2022-03-13 23:47:08.423539
580088,73574,3478,7442,2985,7212,2761,1361,2022-03-13 23:47:09.415800
106336,18757,1021,2577,1978,2839,5473,2493,2022-03-13 23:47:10.415753
575479,35794,2124,9162,4132,4450,4326,2215,2022-03-13 23:47:11.427691
128146,84279,5507,5502,13648,2352,4946,3165,2022-03-13 23:47:12.425788
761947,936646,336716,90576,25090,27543,30970,34760,2022-03-13 23:47:13.431402
548446,72351,39598,7847,8082,7778,15319,2887,2022-03-13 23:47:14.426592
1223269,691382,179855,67963,96928,39697,76470,18472,2022-03-13 23:47:15.427481
223892,55635,7608,3624,6639,12963,10758,7055,2022-03-13 23:47:16.436396
591185,18538,4748,859,2853,4948,2295,2074,2022-03-13 23:47:17.417286
159106,13582,7633,2995,2597,2028,6736,1990,2022-03-13 23:47:18.426831
1768878,139246,62342,22611,14486,47844,26876,8653,2022-03-13 23:47:19.421948
145380,12954,28245,7608,1299,7494,6056,2818,2022-03-13 23:47:20.415191
80238,302320,29943,27810,15909,29181,65099,13239,2022-03-13 23:47:21.424563
268406,122501,7797,6231,2986,5767,5163,5274,2022-03-13 23:47:22.427484
652583,54372,19098,16253,4139,8479,4536,10205,2022-03-13 23:47:23.487533
587083,61452,46109,41768,18319,20742,13675,9441,2022-03-13 23:47:24.429596
307049,44688,7483,25579,9624,9553,10523,18643,2022-03-13 23:47:25.428754
126487,33281,1323,3944,7417,1621,2403,2666,2022-03-13 23:47:26.420963
1388682,307148,75575,26372,21947,99813,42073,25293,2022-03-13 23:47:27.425696
1906285,15517,7161,5565,1793,6219,3254,1011,2022-03-13 23:47:28.416986
130112,20796,374,989,4661,1699,2345,1990,2022-03-13 23:47:29.430245
729170,286622,40021,11904,23758,30453,31516,3554,2022-03-13 23:47:30.452793
310145,53926,3750,9198,1138,3730,3690,1392,2022-03-13 23:47:31.414365
368604,94677,30575,7458,14979,10961,7461,9746,2022-03-13 23:47:32.451722
77908,61774,16058,59606,7516,12221,8449,8509,2022-03-13 23:47:33.420372
218408,96135,29330,22941,16587,10256,8408,4020,2022-03-13 23:47:34.429231
196991,50607,8378,24410,11430,6766,2804,2517,2022-03-13 23:47:35.426420
153049,137700,68966,24417,24321,2576,5455,4548,2022-03-13 23:47:36.420496
177512,133343,20357,6993,4609,5070,6239,5258,2022-03-13 23:47:37.422475
133312,161411,71634,37683,8909,26503,15667,6244,2022-03-13 23:47:38.417926
599362,72207,3949,9703,8044,24192,7047,16954,2022-03-13 23:47:39.421053
330041,262273,10240,9686,8542,24850,13758,5433,2022-03-13 23:48:11.147915
106493,15749,4215,2352,2476,3122,3032,1270,2022-03-13 23:48:11.182484
95529,18472,2641,2067,1536,1176,1284,508,2022-03-13 23:48:11.428411
1402266,68670,76851,49320,21714,20850,11025,10933,2022-03-13 23:48:12.422689
1748260,1292379,290113,142307,44578,38140,49228,32911,2022-03-13 23:48:13.458806
1795290,96620,36336,7749,22402,29010,27515,15086,2022-03-13 23:48:14.415681
1004836,781134,198949,77105,182226,45837,41029,84779,2022-03-13 23:48:15.415316
164927,53724,3044,7159,6872,7402,5545,4629,2022-03-13 23:48:16.423883
175768,239520,46249,40729,17569,17524,8011,17551,2022-03-13 23:48:17.423117
1630022,395763,1558,16045,27722,14199,13313,12829,2022-03-13 23:48:18.415297
2177411,76391,28065,15526,7139,14976,18088,8685,2022-03-13 23:48:19.427857
63194,149612,22612,1268,1432,2582,1963,4163,2022-03-13 23:48:20.450634
566008,230294,36910,31888,26454,28790,10201,13228,2022-03-13 23:48:21.427268
212105,41297,11543,14067,3795,2519,6370,4650,2022-03-13 23:48:22.423696
152270,78488,19596,15842,6081,6770,3833,5774,2022-03-13 23:48:23.425793
1015977,265150,20142,65653,102623,34580,65514,25121,2022-03-13 23:48:24.467012
1181736,559184,40690,27846,24769,28217,33623,26690,2022-03-13 23:48:25.422313
2344235,185039,74073,39133,32990,17037,35657,37518,2022-03-13 23:48:26.416844
411821,27607,33032,5122,8771,7729,7124,1584,2022-03-13 23:48:27.426219
959714,249568,31740,40809,38612,13857,32899,20359,2022-03-13 23:48:28.421682
249059,9362,13563,9782,5301,5179,10181,3628,2022-03-13 23:48:29.415745
1256783,945161,330231,110256,47626,38475,101119,137930,2022-03-13 23:48:30.420064
98311,8349,4865,4442,4602,1242,1476,946,2022-03-13 23:48:31.443577
913040,70451,8842,30277,19566,10344,14496,7626,2022-03-13 23:48:32.430806
1692430,498726,1274612,98579,98984,60776,40216,51166,2022-03-13 23:48:33.429167
217112,86099,13757,13541,4727,5149,4514,2243,2022-03-13 23:48:34.426619
1752778,112326,101664,12893,25952,5635,20931,6571,2022-03-13 23:48:35.431031
843894,70633,7195,37520,29014,15802,34253,12229,2022-03-13 23:48:36.435291
342965,26074,8685,6091,1861,4306,12676,4244,2022-03-13 23:48:37.416756
319053,29428,6201,7848,2975,5433,2885,2000,2022-03-13 23:48:38.442365
328775,401996,49701,70648,63256,50476,41478,14266,2022-03-13 23:48:39.429035
866282,41874,59539,30351,9750,19381,11513,5133,2022-03-13 23:48:40.418906
667223,92095,30605,12327,14391,9085,11158,7603,2022-03-13 23:48:41.420551
2024215,144585,98586,51921,36052,25982,125490,30688,2022-03-13 23:48:42.441145
127715,108969,3169,10117,5474,4880,7248,4849,2022-03-13 23:48:43.422182
703073,55917,10928,3168,1198,4710,3118,3347,2022-03-13 23:48:44.420960
669269,23926,23436,2948,2501,5796,4989,10123,2022-03-13 23:48:45.462508
658168,173339,66784,70742,18408,10237,23715,5864,2022-03-13 23:48:46.427456
862316,295841,5668,6323,26550,17010,31442,8165,2022-03-13 23:48:47.416951
1234076,386354,6329,5669,44730,19386,18970,18802,2022-03-13 23:48:48.416711
124832,28903,895,7301,3004,1608,2048,3145,2022-03-13 23:48:49.459158
1186095,229169,103156,12061,41796,30573,38548,13584,2022-03-13 23:48:50.426316
1634526,567845,134379,56359,79415,39595,76586,18218,2022-03-13 23:48:51.428357
1147362,897561,133285,86003,46505,25836,43075,15635,2022-03-13 23:48:52.442752
877147,36164,3253,3650,1952,1722,6010,1317,2022-03-13 23:48:53.421445
71912,27120,2931,1857,6333,1818,2358,1506,2022-03-13 23:48:54.418661
1899893,933271,77902,30180,54325,45841,20727,46280,2022-03-13 23:48:55.429501
644565,67339,2000,18479,3267,4541,4103,3318,2022-03-13 23:48:56.439697
407867,44617,19207,8323,18065,4579,5438,3071,2022-03-13 23:48:57.428256
51575,19983,6310,1648,2085,3216,3559,3496,2022-03-13 23:48:58.419888
1082157,102304,45094,35031,13839,24288,21436,17733,2022-03-13 23:48:59.416595
1059818,625584,36303,91363,20806,112840,64250,58247,2022-03-13 23:49:00.414389
