value,timestamp
0,2022-03-14 00:40:38.456451
0,2022-03-14 00:40:39.454193
53,2022-03-14 00:40:40.452998
53,2022-03-14 00:40:41.455118
61,2022-03-14 00:40:42.454571
69,2022-03-14 00:40:43.506817
66,2022-03-14 00:40:44.455857
78,2022-03-14 00:40:45.454046
80,2022-03-14 00:40:46.444582
77,2022-03-14 00:40:47.448871
69,2022-03-14 00:40:48.443872
69,2022-03-14 00:40:49.454440
61,2022-03-14 00:40:50.474012
57,2022-03-14 00:40:51.444355
64,2022-03-14 00:40:52.463498
67,2022-03-14 00:40:53.457437
75,2022-03-14 00:40:54.444571
75,2022-03-14 00:40:55.450870
67,2022-03-14 00:40:56.452792
63,2022-03-14 00:40:57.457331
51,2022-03-14 00:40:58.444518
56,2022-03-14 00:40:59.443790
61,2022-03-14 00:41:00.445351
56,2022-03-14 00:41:01.486500
57,2022-03-14 00:41:02.456170
44,2022-03-14 00:41:03.446781
38,2022-03-14 00:41:04.445784
38,2022-03-14 00:41:05.449819
51,2022-03-14 00:41:06.444338
61,2022-03-14 00:41:07.450768
56,2022-03-14 00:41:08.489928
57,2022-03-14 00:41:09.449933
44,2022-03-14 00:41:10.453145
47,2022-03-14 00:41:11.446942
48,2022-03-14 00:41:12.454573
54,2022-03-14 00:41:13.445654
63,2022-03-14 00:41:14.454843
57,2022-03-14 00:41:15.465250
61,2022-03-14 00:41:16.448858
48,2022-03-14 00:41:17.449437
54,2022-03-14 00:41:18.455721
53,2022-03-14 00:41:19.468744
61,2022-03-14 00:41:20.452551
67,2022-03-14 00:41:21.450443
69,2022-03-14 00:41:22.447610
70,2022-03-14 00:41:23.456591
64,2022-03-14 00:41:24.462226
54,2022-03-14 00:41:25.444921
47,2022-03-14 00:41:26.505670
53,2022-03-14 00:41:27.450182
57,2022-03-14 00:41:28.452592
63,2022-03-14 00:41:29.452863
78,2022-03-14 00:41:30.455931
70,2022-03-14 00:41:31.454647
74,2022-03-14 00:41:32.456770
77,2022-03-14 00:41:33.467140
67,2022-03-14 00:41:34.451122
67,2022-03-14 00:41:35.443420
66,2022-03-14 00:41:36.446571
64,2022-03-14 00:41:37.444363
61,2022-03-14 00:41:38.447983
60,2022-03-14 00:41:39.460113
57,2022-03-14 00:41:40.466100
53,2022-03-14 00:41:41.452301
47,2022-03-14 00:41:42.444334
54,2022-03-14 00:41:43.452844
57,2022-03-14 00:41:44.500584
57,2022-03-14 00:41:45.447951
74,2022-03-14 00:41:46.446632
67,2022-03-14 00:41:47.441750
67,2022-03-14 00:41:48.447061
74,2022-03-14 00:41:49.443695
60,2022-03-14 00:41:50.446660
54,2022-03-14 00:41:51.488138
47,2022-03-14 00:41:52.446066
41,2022-03-14 00:41:53.453660
48,2022-03-14 00:41:54.450207
51,2022-03-14 00:41:55.458209
54,2022-03-14 00:41:56.484045
54,2022-03-14 00:41:57.455118
60,2022-03-14 00:41:58.462653
66,2022-03-14 00:41:59.455079
67,2022-03-14 00:42:00.455575
66,2022-03-14 00:42:01.442928
67,2022-03-14 00:42:02.468943
69,2022-03-14 00:42:03.455064
77,2022-03-14 00:42:04.446772
81,2022-03-14 00:42:05.449687
69,2022-03-14 00:42:06.443307
57,2022-03-14 00:42:07.441900
43,2022-03-14 00:42:08.447674
50,2022-03-14 00:42:09.491857
60,2022-03-14 00:42:10.451952
57,2022-03-14 00:42:11.462484
63,2022-03-14 00:42:12.443570
50,2022-03-14 00:42:13.444452
44,2022-03-14 00:42:14.454977
50,2022-03-14 00:42:15.442488
50,2022-03-14 00:42:16.470448
56,2022-03-14 00:42:17.448777
54,2022-03-14 00:42:18.456821
60,2022-03-14 00:42:19.456944
53,2022-03-14 00:42:20.441053
57,2022-03-14 00:42:21.455176
48,2022-03-14 00:42:22.443185
38,2022-03-14 00:42:23.461443
41,2022-03-14 00:42:24.450340
38,2022-03-14 00:42:25.440953
35,2022-03-14 00:42:26.455679
40,2022-03-14 00:42:27.495581
37,2022-03-14 00:42:28.450717
37,2022-03-14 00:42:29.455864
37,2022-03-14 00:42:30.442367
37,2022-03-14 00:42:31.441858
27,2022-03-14 00:42:32.448356
29,2022-03-14 00:42:33.454149
20,2022-03-14 00:42:34.517243
20,2022-03-14 00:42:35.455972
16,2022-03-14 00:42:36.444231
24,2022-03-14 00:42:37.443141
37,2022-03-14 00:42:38.444514
43,2022-03-14 00:42:39.452638
47,2022-03-14 00:42:40.444447
57,2022-03-14 00:42:41.459941
56,2022-03-14 00:42:42.452060
53,2022-03-14 00:42:43.459363
53,2022-03-14 00:42:44.454145
51,2022-03-14 00:42:45.507000
54,2022-03-14 00:42:46.456065
61,2022-03-14 00:42:47.455519
69,2022-03-14 00:42:48.455520
60,2022-03-14 00:42:49.456931
57,2022-03-14 00:42:50.449570
47,2022-03-14 00:42:51.448733
38,2022-03-14 00:42:52.478210
48,2022-03-14 00:42:53.444821
35,2022-03-14 00:42:54.453060
44,2022-03-14 00:42:55.446034
34,2022-03-14 00:42:56.457215
24,2022-03-14 00:42:57.446777
17,2022-03-14 00:42:58.456349
23,2022-03-14 00:42:59.483499
35,2022-03-14 00:43:00.451961
40,2022-03-14 00:43:01.445924
50,2022-03-14 00:43:02.442398
57,2022-03-14 00:43:03.465577
53,2022-03-14 00:43:04.443000
53,2022-03-14 00:43:05.457127
61,2022-03-14 00:43:06.489350
56,2022-03-14 00:43:07.443822
66,2022-03-14 00:43:08.456681
74,2022-03-14 00:43:09.445561
54,2022-03-14 00:43:10.488114
41,2022-03-14 00:43:11.451211
29,2022-03-14 00:43:12.449837
20,2022-03-14 00:43:13.442900
20,2022-03-14 00:43:14.456612
26,2022-03-14 00:43:15.450753
27,2022-03-14 00:43:16.456669
40,2022-03-14 00:43:17.465760
44,2022-03-14 00:43:18.455524
48,2022-03-14 00:43:19.447089
51,2022-03-14 00:43:20.455696
53,2022-03-14 00:43:21.441241
51,2022-03-14 00:43:22.445548
44,2022-03-14 00:43:23.446325
43,2022-03-14 00:43:24.457410
40,2022-03-14 00:43:25.449650
40,2022-03-14 00:43:26.441114
37,2022-03-14 00:43:27.454603
34,2022-03-14 00:43:28.482119
24,2022-03-14 00:43:29.443712
23,2022-03-14 00:43:30.443194
35,2022-03-14 00:43:31.480799
40,2022-03-14 00:43:32.455867
43,2022-03-14 00:43:33.442435
57,2022-03-14 00:43:34.455964
53,2022-03-14 00:43:35.474236
57,2022-03-14 00:43:36.441434
63,2022-03-14 00:43:37.454266
57,2022-03-14 00:43:38.452053
48,2022-03-14 00:43:39.456815
38,2022-03-14 00:43:40.447426
37,2022-03-14 00:43:41.449278
38,2022-03-14 00:43:42.468799
54,2022-03-14 00:43:43.455364
63,2022-03-14 00:43:44.444546
63,2022-03-14 00:43:45.444645
60,2022-03-14 00:43:46.474880
66,2022-03-14 00:43:47.454223
64,2022-03-14 00:43:48.441579
70,2022-03-14 00:43:49.447828
69,2022-03-14 00:43:50.442504
63,2022-03-14 00:43:51.444785
70,2022-03-14 00:43:52.446362
67,2022-03-14 00:43:53.493952
60,2022-03-14 00:43:54.446766
50,2022-03-14 00:43:55.453133
53,2022-03-14 00:43:56.475462
54,2022-03-14 00:43:57.440634
67,2022-03-14 00:43:58.443111
78,2022-03-14 00:43:59.451895
74,2022-03-14 00:44:00.468750
74,2022-03-14 00:44:01.452989
64,2022-03-14 00:44:02.456222
