delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
92348,15277,3080,12865,7570,12781,12982,13851,2022-03-14 00:46:26.441511
224208,12883,6189,3746,2945,5262,7969,5113,2022-03-14 00:46:27.495947
1027391,115314,36052,40316,28643,18888,16345,16712,2022-03-14 00:46:28.447896
491416,105568,8470,10028,6377,4570,4561,4338,2022-03-14 00:46:29.440869
790813,329492,77333,23151,35159,17305,38314,20565,2022-03-14 00:46:30.452698
605816,27726,66117,61918,38270,14993,41965,9894,2022-03-14 00:46:31.444756
624290,113364,39224,45430,38035,19387,26786,15578,2022-03-14 00:46:32.439502
79281,19820,3437,9257,3193,2824,4632,3119,2022-03-14 00:46:33.443879
2847895,152964,54064,57061,173246,46540,49750,39795,2022-03-14 00:46:34.491216
273611,67346,85226,157703,80323,51028,11541,24962,2022-03-14 00:46:35.448927
900924,166333,106081,73403,37771,10505,23682,31237,2022-03-14 00:46:36.445037
381206,103812,36224,3773,7897,11124,4414,5750,2022-03-14 00:46:37.445745
1235966,592531,30300,13914,27926,16047,24731,15038,2022-03-14 00:46:38.469286
158299,114976,5314,2551,1644,6602,3102,3464,2022-03-14 00:46:39.440407
758185,360825,85738,15443,15567,24508,29108,48750,2022-03-14 00:46:40.453006
1634698,95446,7024,7006,8470,4638,2206,2774,2022-03-14 00:46:41.455404
1091730,416039,146986,59882,32665,42583,30146,25116,2022-03-14 00:46:42.442410
1114247,277147,36805,90290,30783,45046,76993,28979,2022-03-14 00:46:43.453298
186394,172493,31726,53262,23095,17101,32974,26641,2022-03-14 00:46:44.452829
433909,280880,28015,27022,8203,12655,15992,21892,2022-03-14 00:46:45.471503
194241,41397,3392,7120,938,2384,4925,1207,2022-03-14 00:46:46.449021
348687,86823,1543,12039,7519,21149,9501,13642,2022-03-14 00:46:47.451875
557264,106150,13903,3095,42304,10863,17344,8136,2022-03-14 00:46:48.445227
374724,126277,3309,16953,6180,22837,25838,13881,2022-03-14 00:46:49.443957
325465,294685,127997,48135,62364,39474,25270,15588,2022-03-14 00:46:50.437895
679493,112587,91291,72373,54855,35715,13537,16818,2022-03-14 00:46:51.448110
613858,14706,6378,1176,2184,2239,694,1714,2022-03-14 00:46:52.486694
395039,81768,8826,11824,31042,14235,11403,16564,2022-03-14 00:46:53.441516
595986,49388,36687,5410,8617,3802,8337,5353,2022-03-14 00:46:54.452657
1856575,185894,48800,46068,12471,14395,19914,26571,2022-03-14 00:46:55.438691
2189745,301021,63155,43351,28329,77388,33037,35240,2022-03-14 00:46:56.462626
628968,10232,1341,2930,1536,1474,860,2857,2022-03-14 00:46:57.454031
2053430,697463,159523,51677,32680,32739,15638,31606,2022-03-14 00:46:58.446289
969167,42840,66563,13970,20991,16376,29627,13043,2022-03-14 00:46:59.478973
867256,189207,63822,36133,10223,33577,8586,23302,2022-03-14 00:47:00.451393
2082988,191317,119230,19548,26407,20441,91529,27013,2022-03-14 00:47:01.442588
102996,8583,1386,1507,782,719,1036,963,2022-03-14 00:47:02.440054
634547,75205,22353,31196,3743,15344,14475,10866,2022-03-14 00:47:03.483530
129657,151852,33474,60387,31769,12518,28376,72576,2022-03-14 00:47:04.449246
1953746,682482,24508,36082,5448,14970,29442,27232,2022-03-14 00:47:05.441255
92210,368319,40334,13896,12708,27001,23996,12283,2022-03-14 00:47:06.450113
17211,15412,10346,1739,5536,2656,2168,4487,2022-03-14 00:47:07.449088
70883,14481,5997,1785,3131,3714,2996,3096,2022-03-14 00:47:08.445253
43689,46199,2745,9143,7361,16161,10978,8327,2022-03-14 00:47:09.440724
938243,65930,1636,5861,5958,7988,7347,7488,2022-03-14 00:47:10.464975
752274,127230,14523,20564,8454,6260,16934,15794,2022-03-14 00:47:11.443235
19890,44286,10052,13190,14283,11626,7867,7630,2022-03-14 00:47:12.438506
11390,13292,6498,9854,4875,9510,8300,12445,2022-03-14 00:47:13.451251
8710,8253,3792,8991,8721,7188,4290,3867,2022-03-14 00:47:14.437293
537988,123685,16289,2994,7426,3986,14055,5360,2022-03-14 00:47:15.452378
401122,177259,65256,35301,5721,9119,19078,12192,2022-03-14 00:47:16.446621
127178,69212,14950,7026,13135,10646,15916,17829,2022-03-14 00:47:17.463426
149260,6665,3899,13257,2800,3183,8024,3509,2022-03-14 00:47:18.451923
90443,75015,16553,12339,4372,5991,5773,4031,2022-03-14 00:47:19.438513
32721,32301,8081,8805,8823,2350,2414,3584,2022-03-14 00:47:20.442362
17364,9213,5583,3088,1476,3382,6095,4323,2022-03-14 00:47:21.479359
132757,33484,1400,409,936,1638,3473,2113,2022-03-14 00:47:22.452252
23196,18979,5882,3037,11804,9329,10707,5464,2022-03-14 00:47:23.448676
17612,20062,4401,2509,16697,6263,6835,2687,2022-03-14 00:47:24.463603
402052,293849,16332,22419,13347,13124,6585,4678,2022-03-14 00:47:25.447742
785127,168186,75798,40718,25615,33607,5219,5079,2022-03-14 00:47:26.439223
706997,19782,976,7993,7008,2552,1339,1281,2022-03-14 00:47:27.439637
1339806,253663,10691,12571,25097,11037,2484,1751,2022-03-14 00:47:28.481093
1631963,125778,8842,6980,10102,8230,3784,809,2022-03-14 00:47:29.448946
273801,217222,26775,50603,26341,23843,18351,6303,2022-03-14 00:47:30.439172
647778,74351,28296,1915,14727,4280,11113,5185,2022-03-14 00:47:31.453432
2947391,354519,29681,77719,24624,10301,16451,9255,2022-03-14 00:47:32.440138
1038641,332611,135000,222006,158970,154579,87904,38249,2022-03-14 00:47:33.452788
1134089,200805,91671,142416,193162,113964,45778,12902,2022-03-14 00:47:34.440068
377357,30016,22273,13441,8675,8719,2630,652,2022-03-14 00:47:35.471396
5349,1902,550,240,112,74,27,23,2022-03-14 00:47:36.437372
111103,94157,95807,16241,7010,3212,4198,6080,2022-03-14 00:47:37.449362
437508,265837,97215,44325,103849,42118,18470,9327,2022-03-14 00:47:38.443584
845375,11918,5837,24474,6518,6178,4199,2385,2022-03-14 00:47:39.465602
245338,71604,1001,3191,7111,9305,4370,4845,2022-03-14 00:47:40.446721
144091,17050,4708,9336,2569,5660,4904,2912,2022-03-14 00:47:41.439483
584125,18094,8227,7937,6989,4452,4046,2134,2022-03-14 00:47:42.442917
1683838,33093,263,6550,5544,1931,1537,1896,2022-03-14 00:47:43.452028
109545,15803,147,1900,3337,1199,973,431,2022-03-14 00:47:44.440079
1425901,31741,29071,29949,12736,9799,6401,2702,2022-03-14 00:47:45.440176
144280,16450,7259,1025,7020,1304,4926,2494,2022-03-14 00:47:46.496996
1039996,28848,9861,412,10596,5663,2782,2130,2022-03-14 00:47:47.447045
698336,64179,51855,20328,9665,27848,33507,64945,2022-03-14 00:47:48.456339
568023,276725,16721,3440,8513,13118,13246,24440,2022-03-14 00:47:49.448376
265635,219944,18046,40871,33444,23189,14914,55839,2022-03-14 00:47:50.453074
245428,195941,31973,4109,5954,7691,14000,10301,2022-03-14 00:47:51.442415
976785,16769,13149,9466,1837,5703,3642,4240,2022-03-14 00:47:52.446363
213749,26252,6544,13755,8658,4721,3515,3905,2022-03-14 00:47:53.474779
1121962,81836,33248,14790,3429,5097,5320,13109,2022-03-14 00:47:54.444437
310860,102767,6698,24587,11559,8099,9360,5334,2022-03-14 00:47:55.453243
130438,19882,8320,4456,1369,3165,1369,978,2022-03-14 00:47:56.453849
36528,11088,7461,17609,20907,10780,11981,15425,2022-03-14 00:47:57.441346
1232818,209436,20987,69949,73434,29195,26217,38383,2022-03-14 00:47:58.441497
338128,1017816,134221,53112,44236,36862,52434,32643,2022-03-14 00:47:59.445040
91470,28524,4488,16599,2705,3096,5542,5094,2022-03-14 00:48:00.464196
2446644,341177,12992,20496,27790,16005,22715,16177,2022-03-14 00:48:01.439072
281669,86512,6677,7744,4648,4811,11955,9047,2022-03-14 00:48:02.446324
40257,78858,4909,8868,5548,1779,6549,7053,2022-03-14 00:48:03.447607
156185,20756,7067,11209,4032,6031,3345,3470,2022-03-14 00:48:04.482772
173446,42610,4407,6561,1401,2045,5002,2279,2022-03-14 00:48:05.441735
971440,157168,53952,73954,11558,34375,22133,14294,2022-03-14 00:48:06.451164
19014,4858,10026,2445,4318,11057,15775,9686,2022-03-14 00:48:07.439996
5634,8270,7226,7462,6957,13693,13590,5455,2022-03-14 00:48:08.436590
17569,7665,7922,2624,6390,8111,9163,10680,2022-03-14 00:48:09.448289
138616,11954,2673,5981,1891,4300,3480,1873,2022-03-14 00:48:10.451053
87922,95474,8705,15526,5903,14130,12679,15828,2022-03-14 00:48:11.461172
1068490,32407,5468,23920,11902,18386,16786,13258,2022-03-14 00:48:12.451388
65251,64802,3362,7017,6366,9323,3060,3680,2022-03-14 00:48:13.436721
83337,15161,2490,475,1028,1125,3277,2576,2022-03-14 00:48:14.439146
901878,170456,64916,81810,58852,77010,36431,42736,2022-03-14 00:48:15.442081
925893,79048,53029,17479,12033,13796,5096,3307,2022-03-14 00:48:16.446888
75636,28386,37871,6489,10041,18262,23966,5013,2022-03-14 00:48:17.442155
713100,34317,5251,8456,2728,12185,17958,18820,2022-03-14 00:48:18.476357
41762,34758,2230,1507,1571,1605,1236,2154,2022-03-14 00:48:19.443854
644663,89434,16392,3188,33168,18291,20917,31194,2022-03-14 00:48:20.444801
1905110,35595,17411,7395,21229,7857,5568,2021,2022-03-14 00:48:21.440027
216640,13997,3459,1629,1293,682,483,1091,2022-03-14 00:48:22.472133
19206,19079,5314,1031,10828,12274,12555,14626,2022-03-14 00:48:23.436523
50220,22220,14509,3717,5251,10926,10542,8919,2022-03-14 00:48:24.446033
29234,15032,10369,7527,2221,7503,12405,18707,2022-03-14 00:48:25.450786
31366,26421,6245,6518,15973,11607,3596,6782,2022-03-14 00:48:26.449853
663864,122002,2555,14311,16320,20672,23722,14452,2022-03-14 00:48:27.448152
2788221,766606,12645,92732,28245,22039,27983,21431,2022-03-14 00:48:28.450210
18761,17751,6178,4094,4853,4641,7951,5227,2022-03-14 00:48:29.495045
793856,185236,16881,33919,9680,10441,27010,11926,2022-03-14 00:48:30.440106
136479,29462,17084,13471,1776,2887,2904,5974,2022-03-14 00:48:31.442060
721104,25625,21642,3388,8962,9062,10053,6349,2022-03-14 00:48:32.445296
2101969,1060188,93082,111237,39712,44226,25481,26180,2022-03-14 00:48:33.436425
184494,5526,3428,4639,818,993,1031,850,2022-03-14 00:48:34.440993
143961,21275,5563,6168,1041,1582,3814,2035,2022-03-14 00:48:35.449074
182583,21578,3321,4113,4455,5191,4723,2420,2022-03-14 00:48:36.471999
811507,59040,36584,30738,42046,11560,33043,9206,2022-03-14 00:48:37.443082
