delta,theta,low-alpha,high-alpha,low-beta,high-beta,low-gamma,mid-gamma,timestamp
12305,4011,10572,4496,2513,4891,9862,10749,2022-03-14 00:42:27.495581
506128,233469,66441,15246,9447,19524,20204,11539,2022-03-14 00:42:28.450717
817466,661052,54856,46549,30911,32117,6983,5811,2022-03-14 00:42:29.455864
462222,11079,2068,1651,3836,3499,777,497,2022-03-14 00:42:30.442367
784395,20124,7772,19194,49250,11172,4257,2295,2022-03-14 00:42:31.441858
1066565,4929,960,3649,1257,945,398,701,2022-03-14 00:42:32.448356
278186,57787,5116,2944,799,1489,2756,1415,2022-03-14 00:42:33.454149
906425,71778,1334,14383,6695,4478,4619,837,2022-03-14 00:42:34.517243
781361,92928,52659,15253,15985,10888,4636,1776,2022-03-14 00:42:35.455972
196016,62221,12673,9666,7439,5560,2072,2433,2022-03-14 00:42:36.444231
147766,22689,2286,8526,12355,1988,3775,1196,2022-03-14 00:42:37.443141
35116,5729,8177,3338,3047,5246,4527,2124,2022-03-14 00:42:38.444514
102477,15982,4912,4144,3220,3678,767,3326,2022-03-14 00:42:39.452638
7022,10598,15141,6545,3170,3458,2806,2359,2022-03-14 00:42:40.444447
8230,7405,3805,2319,1446,3913,1183,867,2022-03-14 00:42:41.459941
12603,9460,5517,4485,6101,5031,4907,4266,2022-03-14 00:42:42.452060
260125,105858,18351,7902,3042,12195,11739,10116,2022-03-14 00:42:43.459363
543357,73786,12009,4399,18060,11865,8585,6187,2022-03-14 00:42:44.454145
147247,15824,6128,6156,4336,5812,6168,10756,2022-03-14 00:42:45.507000
67810,10290,5447,4534,12895,8004,11999,14264,2022-03-14 00:42:46.456065
14441,14217,7105,6015,3555,5284,6454,10272,2022-03-14 00:42:47.455519
8265,12803,11362,2214,9570,10023,8355,5240,2022-03-14 00:42:48.455520
184459,109210,35279,43484,12920,9035,3882,12896,2022-03-14 00:42:49.456931
25059,8717,3259,4714,1234,7016,5344,1948,2022-03-14 00:42:50.449570
61074,13920,4187,1276,716,683,880,643,2022-03-14 00:42:51.448733
499076,28459,8384,14497,15727,7437,11800,11272,2022-03-14 00:42:52.478210
30505,38745,8935,6059,6820,9685,16130,11649,2022-03-14 00:42:53.444821
900510,143656,72938,6018,16222,14398,7222,9640,2022-03-14 00:42:54.453060
967679,5261,10129,10246,1812,3177,982,1291,2022-03-14 00:42:55.446034
1790533,175934,49630,54455,11848,8067,9438,10134,2022-03-14 00:42:56.457215
1976497,828769,500754,270150,218132,90640,50885,70931,2022-03-14 00:42:57.446777
137262,47970,2216,2909,6224,1521,3233,1825,2022-03-14 00:42:58.456349
441540,30222,3147,14525,16288,11354,3534,5591,2022-03-14 00:42:59.483499
1654763,38399,6267,10053,20111,8098,5346,3957,2022-03-14 00:43:00.451961
132391,22081,2244,5574,2068,3514,3337,1670,2022-03-14 00:43:01.445924
411507,93239,54049,18495,31874,17382,11363,21832,2022-03-14 00:43:02.442398
107003,11115,8710,3207,18982,15701,11001,12635,2022-03-14 00:43:03.465577
389073,129077,7688,21302,11123,11838,13501,13547,2022-03-14 00:43:04.443000
365376,64391,26991,5346,9928,10516,8886,6419,2022-03-14 00:43:05.457127
43970,15713,16645,7481,4845,14420,14649,9609,2022-03-14 00:43:06.489350
19938,3927,5617,4526,4779,4956,7058,3636,2022-03-14 00:43:07.443822
42625,22094,9734,8786,8204,9304,7664,6692,2022-03-14 00:43:08.456681
13692,8689,542,4113,3647,3738,4031,3609,2022-03-14 00:43:09.445561
984085,200234,13750,4156,16068,7318,3437,2102,2022-03-14 00:43:10.488114
1650187,140307,13705,5206,4650,7904,3336,1961,2022-03-14 00:43:11.451211
225228,170946,77295,33035,5400,15176,12262,31334,2022-03-14 00:43:12.449837
802738,441503,71534,37057,47457,44556,10644,18750,2022-03-14 00:43:13.442900
376397,90252,6875,12185,16472,2810,887,703,2022-03-14 00:43:14.456612
369288,203554,113967,14266,5896,30263,23092,5344,2022-03-14 00:43:15.450753
193923,93916,20001,19310,10064,9083,10260,10517,2022-03-14 00:43:16.456669
26333,18909,5521,9566,5510,9982,14886,15470,2022-03-14 00:43:17.465760
14197,22218,14636,10764,4733,6582,11317,11348,2022-03-14 00:43:18.455524
275479,65610,23692,30103,5154,15324,27999,13080,2022-03-14 00:43:19.447089
84809,55146,652,304,1339,5574,5834,3757,2022-03-14 00:43:20.455696
90605,8851,2455,1084,999,4493,2810,1902,2022-03-14 00:43:21.441241
276302,52183,27372,21976,7093,11336,3014,5014,2022-03-14 00:43:22.445548
129427,16570,860,737,605,1133,750,885,2022-03-14 00:43:23.446325
65802,15963,12026,6077,1990,2085,2096,1936,2022-03-14 00:43:24.457410
18069,26470,13580,5687,6610,11366,7689,10197,2022-03-14 00:43:25.449650
554050,28655,6182,3014,1536,4051,8753,10388,2022-03-14 00:43:26.441114
18122,158119,27629,14384,10338,7492,3194,6075,2022-03-14 00:43:27.454603
480453,25752,503,2872,4571,1394,1639,1537,2022-03-14 00:43:28.482119
23724,27333,1184,8251,2667,3292,7243,3711,2022-03-14 00:43:29.443712
165336,44273,6577,18786,11686,5549,6303,4598,2022-03-14 00:43:30.443194
608933,18181,1591,3186,4399,4983,3087,2748,2022-03-14 00:43:31.480799
44585,68465,29147,24134,12342,11036,8846,8320,2022-03-14 00:43:32.455867
234090,98655,39614,17326,35695,16946,21362,13899,2022-03-14 00:43:33.442435
26695,3850,5967,4594,10338,8894,10211,9581,2022-03-14 00:43:34.455964
54967,40624,2207,13766,4175,5824,17255,15477,2022-03-14 00:43:35.474236
35832,14656,8352,3523,3137,5790,4947,6041,2022-03-14 00:43:36.441434
18892,18109,4826,7641,4400,6203,7278,6935,2022-03-14 00:43:37.454266
121809,17143,1529,2646,3785,5984,2548,2875,2022-03-14 00:43:38.452053
642168,285235,58251,44607,13062,10907,17404,11379,2022-03-14 00:43:39.456815
137847,41526,13896,24183,9279,3641,2286,3833,2022-03-14 00:43:40.447426
19965,16924,11081,5740,5454,6516,5268,2726,2022-03-14 00:43:41.449278
7058,14267,2177,4897,5824,6896,4584,1938,2022-03-14 00:43:42.468799
150217,36100,4734,6002,10627,14329,21314,6369,2022-03-14 00:43:43.455364
18564,3210,3766,1714,6734,1083,4308,1723,2022-03-14 00:43:44.444546
3485,3811,5644,3238,2967,2319,1516,3148,2022-03-14 00:43:45.444645
2844,15862,1014,4533,3469,4334,4696,1605,2022-03-14 00:43:46.474880
21252,5343,1334,4581,5100,9955,4336,5212,2022-03-14 00:43:47.454223
55829,8537,42911,10873,9422,7115,5509,8414,2022-03-14 00:43:48.441579
14930,6468,3783,5174,3432,6696,9972,4392,2022-03-14 00:43:49.447828
10209,28913,15846,2645,21242,8453,13879,7768,2022-03-14 00:43:50.442504
18636,24005,19434,7557,21064,14658,14903,12153,2022-03-14 00:43:51.444785
22967,13119,5459,7126,1958,8321,15641,9455,2022-03-14 00:43:52.446362
18171,18416,649,8459,4197,6762,3095,2951,2022-03-14 00:43:53.493952
311748,62088,2316,5057,4743,5063,8801,12732,2022-03-14 00:43:54.446766
11235,15378,10723,6468,3018,2481,1768,2397,2022-03-14 00:43:55.453133
666521,11254,13883,2924,4872,13486,8475,5987,2022-03-14 00:43:56.475462
13957,11854,32350,9744,7653,17422,13853,20308,2022-03-14 00:43:57.440634
17213,10505,2927,9014,5726,10046,9329,10243,2022-03-14 00:43:58.443111
10952,31259,1763,4305,6427,11297,4713,5891,2022-03-14 00:43:59.451895
5188,6758,319,3182,2826,3047,1873,3709,2022-03-14 00:44:00.468750
20729,9888,17796,5383,13136,9516,7613,3823,2022-03-14 00:44:01.452989
31432,21206,5598,8835,4468,4798,6199,5223,2022-03-14 00:44:02.456222
7532,33597,400,11507,11152,4802,3048,2140,2022-03-14 00:44:03.447565
19589,7989,3905,796,4131,3501,7199,2707,2022-03-14 00:44:04.448199
1789726,61556,18772,19359,13830,9800,9225,22529,2022-03-14 00:44:05.450709
92480,24902,9377,16079,5338,17608,19721,16965,2022-03-14 00:44:06.454279
11746,19307,5094,6055,6339,12089,15123,11440,2022-03-14 00:44:07.449908
23000,3404,10591,3965,2599,4122,2301,2929,2022-03-14 00:44:08.452505
19097,10071,2152,493,3161,5792,1346,1967,2022-03-14 00:44:09.447641
106558,94474,19603,6571,8130,7999,10459,6505,2022-03-14 00:44:10.446194
19835,5140,16953,6885,2833,6059,9162,4489,2022-03-14 00:44:11.491148
681930,39366,1734,8997,2912,12297,13643,4071,2022-03-14 00:44:12.442083
97645,31331,3308,5309,5875,14368,9931,10930,2022-03-14 00:44:13.444753
316172,111905,55798,48646,48055,36964,8737,4466,2022-03-14 00:44:14.453406
1304836,93318,10942,6255,3003,8109,6405,8683,2022-03-14 00:44:15.443092
638615,8629,5336,2666,3586,1112,1318,2592,2022-03-14 00:44:16.454915
102387,16707,2575,1358,1672,1276,1829,1079,2022-03-14 00:44:17.447240
561789,18599,27024,12901,31178,6480,14116,19492,2022-03-14 00:44:18.487222
1118084,156472,21113,24887,17779,33004,22730,8855,2022-03-14 00:44:19.450744
82984,40904,2554,12040,2165,1457,3620,2326,2022-03-14 00:44:20.457712
15490,10491,13732,4798,4324,4102,3424,4900,2022-03-14 00:44:21.471169
4177,11739,5978,9149,7924,10246,7509,8423,2022-03-14 00:44:22.445669
607078,49320,2277,1284,3275,9044,14113,10336,2022-03-14 00:44:23.447286
55303,15443,9068,10779,4805,2336,2294,2557,2022-03-14 00:44:24.443489
3746,11362,1892,2586,6717,8297,11908,6109,2022-03-14 00:44:25.456641
11600,16922,2006,5163,6853,6805,7437,7050,2022-03-14 00:44:26.453870
7810,7968,5777,5474,2933,2741,1712,4683,2022-03-14 00:44:27.446568
47137,31094,10925,19667,14954,9460,7105,10874,2022-03-14 00:44:28.445056
185861,58874,17654,2987,2184,8115,5327,6419,2022-03-14 00:44:29.459256
22784,30802,14220,8719,9303,5699,6002,5655,2022-03-14 00:44:30.455335
117841,32116,2975,3598,2243,3060,5162,1872,2022-03-14 00:44:31.439770
1147124,41441,46452,31536,5780,12072,11217,12033,2022-03-14 00:44:32.446250
76018,4819,707,2477,3651,3798,2597,3636,2022-03-14 00:44:33.439548
1710304,61692,10575,633,2964,4621,3731,7924,2022-03-14 00:44:34.446069
69424,20007,2652,3571,1757,3288,4463,1824,2022-03-14 00:44:35.458719
2029031,208169,39130,64696,18107,12613,26965,13442,2022-03-14 00:44:36.498155
337696,203321,27909,9491,15999,22434,29862,12161,2022-03-14 00:44:37.445702
135291,169302,38299,16839,10740,10685,20142,13735,2022-03-14 00:44:38.439483
449664,27872,15472,1320,12747,10352,10475,6280,2022-03-14 00:44:39.443506
237505,107397,29897,15442,6564,9316,10133,13986,2022-03-14 00:44:40.456995
537510,47220,16576,2739,11560,9461,7426,14602,2022-03-14 00:44:41.442203
1248365,10686,15818,12069,5155,10407,8001,5260,2022-03-14 00:44:42.454540
7822,11515,5857,2118,1780,4230,3511,1828,2022-03-14 00:44:43.468206
12608,5780,2288,783,7875,5493,1642,2935,2022-03-14 00:44:44.444593
6667,3339,6743,3592,2211,4264,1664,1341,2022-03-14 00:44:45.450335
17042,16124,5868,5676,3250,2973,1659,3327,2022-03-14 00:44:46.445810
18970,17097,3532,5743,2864,2039,2768,1812,2022-03-14 00:44:47.448156
63921,5748,6082,3004,2462,1931,2244,2719,2022-03-14 00:44:48.446270
1149384,95757,8491,7215,10513,16799,9852,12053,2022-03-14 00:44:49.439448
20628,6838,7461,24317,12869,9766,10543,6083,2022-03-14 00:44:50.452160
51718,8747,2491,1187,892,2376,1208,1204,2022-03-14 00:44:51.449907
413542,44077,9873,2845,1406,5017,5692,5048,2022-03-14 00:44:52.456179
16723,4811,5521,10630,3486,5872,9069,4497,2022-03-14 00:44:53.449584
58323,8632,3554,2033,1292,2990,3420,1159,2022-03-14 00:44:54.500662
8289,8628,4370,7512,10489,11629,11385,12002,2022-03-14 00:44:55.444392
59560,29688,2022,1516,1219,1284,926,1303,2022-03-14 00:44:56.452324
6440,3492,2709,5744,4095,2080,1275,2228,2022-03-14 00:44:57.444728
39362,42158,32652,19047,6955,5284,3935,2610,2022-03-14 00:44:58.455661
8106,3868,5356,3071,11433,6082,8200,4121,2022-03-14 00:44:59.440474
2037622,70752,19159,14948,9892,11620,12230,11652,2022-03-14 00:45:00.446027
323916,32841,17106,10150,5626,14669,11335,5815,2022-03-14 00:45:01.483961
103160,20383,2236,6981,9575,7451,12997,10378,2022-03-14 00:45:02.444362
657903,65023,24691,2380,26118,13732,13774,2654,2022-03-14 00:45:03.450341
19166,19304,3074,4866,9332,17715,20603,15653,2022-03-14 00:45:04.441287
12971,20702,53363,10716,20344,13133,7028,10256,2022-03-14 00:45:05.449271
125970,18873,3770,28372,12181,14810,20555,16100,2022-03-14 00:45:06.442768
12556,7392,10256,3476,3820,4703,6732,23242,2022-03-14 00:45:07.444467
28919,14120,18506,5468,8158,8999,3333,4507,2022-03-14 00:45:08.470891
11527,12491,19898,12637,6809,9246,8872,8879,2022-03-14 00:45:09.452424
48933,69043,21873,29642,6601,10344,7649,11458,2022-03-14 00:45:10.440065
5823,11810,18105,10445,14248,10726,7481,12013,2022-03-14 00:45:11.443061
708685,32204,6299,2921,8425,9012,3725,6451,2022-03-14 00:45:12.469199
96417,8720,10198,5819,2152,3187,6111,6077,2022-03-14 00:45:13.444501
60411,12088,11511,11570,2843,1895,2820,3007,2022-03-14 00:45:14.449052
26026,21471,1673,11200,2822,7917,8722,7865,2022-03-14 00:45:15.459780
15578,7633,5355,11299,2160,5270,4741,6924,2022-03-14 00:45:16.451092
80083,12685,9086,7395,8330,3978,6985,4769,2022-03-14 00:45:17.447925
26880,42838,18910,13347,18615,10958,6984,8378,2022-03-14 00:45:18.444417
673112,16453,27606,5542,8528,17373,8676,4207,2022-03-14 00:45:19.487242
358011,206132,7758,20971,11254,16676,21855,13613,2022-03-14 00:45:20.440894
11027,5182,4895,3963,6460,4980,3374,6878,2022-03-14 00:45:21.449626
3077,7788,8817,4247,5793,6046,5252,4038,2022-03-14 00:45:22.454173
273639,124944,7571,15554,8220,9351,14489,11693,2022-03-14 00:45:23.456430
11451,8876,7833,2826,2894,4807,5688,4040,2022-03-14 00:45:24.446269
22453,6156,3650,10521,6476,6854,2566,2405,2022-03-14 00:45:25.439697
32112,15203,2864,5507,4903,8709,5356,4464,2022-03-14 00:45:26.469586
55153,13168,292,845,2459,5714,2231,3935,2022-03-14 00:45:27.441703
19575,11701,7930,3347,8828,9022,9899,7403,2022-03-14 00:45:28.441997
3172,11292,1533,15614,15213,8014,11438,6937,2022-03-14 00:45:29.455352
162952,50684,21519,7315,26008,15936,22690,23809,2022-03-14 00:45:30.441161
130557,91251,24795,12812,5666,15066,11684,16614,2022-03-14 00:45:31.440832
12445,18503,2343,7250,5544,5954,20014,8181,2022-03-14 00:45:32.440571
29159,8237,2867,2215,4535,3730,2443,4937,2022-03-14 00:45:33.453667
144566,54654,16038,18931,2704,9881,11175,9686,2022-03-14 00:45:34.438781
574043,24675,4524,3168,11880,12762,18225,12083,2022-03-14 00:45:35.442509
249335,115202,21048,1649,11792,21398,19433,9908,2022-03-14 00:45:36.453404
121159,32433,2514,3536,1404,1957,5132,2683,2022-03-14 00:45:37.477819
669073,66717,30345,17507,4268,6315,11784,10230,2022-03-14 00:45:38.441326
36006,18619,41764,1758,7775,10567,4537,4547,2022-03-14 00:45:39.461499
449399,22627,4522,7356,8063,9030,8365,10308,2022-03-14 00:45:40.455388
7156,16294,10266,9517,1731,9560,12176,12787,2022-03-14 00:45:41.451480
21115,16832,10153,11646,22043,12777,6301,6664,2022-03-14 00:45:42.442069
14894,5878,2219,6025,10073,11230,11262,3954,2022-03-14 00:45:43.450665
46758,40583,4119,16251,8079,11860,9313,15373,2022-03-14 00:45:44.476943
18307,7854,5477,7744,1680,4086,1146,957,2022-03-14 00:45:45.447989
16979,3873,2671,5451,6548,7339,4501,3385,2022-03-14 00:45:46.440012
2891,13811,8563,4873,7750,4821,2351,1072,2022-03-14 00:45:47.441735
24582,13148,7770,5756,8045,23012,10022,14232,2022-03-14 00:45:48.451397
7985,11712,2258,12487,2756,4968,8950,5156,2022-03-14 00:45:49.446264
426676,62457,5994,3766,9333,18306,6546,13734,2022-03-14 00:45:50.447664
67221,8532,14773,9575,16603,8413,5275,8561,2022-03-14 00:45:51.463147
138999,55920,10298,6041,11007,6973,9267,3427,2022-03-14 00:45:52.452716
47832,34599,8159,16151,11387,12419,14856,10310,2022-03-14 00:45:53.451873
1275,7424,9042,3996,2875,1326,1013,2223,2022-03-14 00:45:54.443813
10059,2522,3796,6226,9736,3833,5446,3167,2022-03-14 00:45:55.489068
21233,16933,20876,21543,13712,9648,6604,6275,2022-03-14 00:45:56.446590
7953,18117,7373,4384,23551,9070,3570,2874,2022-03-14 00:45:57.454742
24872,11670,2720,2173,11208,15485,18910,8990,2022-03-14 00:45:58.454316
28703,22056,11544,10074,10993,13179,8540,14242,2022-03-14 00:45:59.441671
98100,46408,26526,5770,5525,16288,16632,6170,2022-03-14 00:46:00.454507
10067,30292,1155,20532,13263,9200,5573,4341,2022-03-14 00:46:01.448306
454656,82318,14151,5470,8532,17571,14386,3509,2022-03-14 00:46:02.500046
28466,17758,3649,4830,6664,8746,5722,5818,2022-03-14 00:46:03.442538
660174,47589,13700,4591,3099,5554,3937,6467,2022-03-14 00:46:04.453080
6850,3401,5620,1945,2898,8760,1620,1831,2022-03-14 00:46:05.454195
270840,150274,11886,9183,9997,8966,15018,6110,2022-03-14 00:46:06.456498
564494,34176,7565,6526,5525,10221,9232,17327,2022-03-14 00:46:07.450837
311056,101568,7228,43616,24042,27361,16078,4874,2022-03-14 00:46:08.441644
161113,29599,7887,19196,11893,8473,10937,4321,2022-03-14 00:46:09.479354
856017,85958,8577,8295,20366,19999,50979,15081,2022-03-14 00:46:10.446158
129560,20365,124044,22070,9149,15335,10686,9043,2022-03-14 00:46:11.457614
123356,141677,100347,13862,8556,18147,12201,13449,2022-03-14 00:46:12.449462
2053378,155250,87323,78356,26329,25830,28628,58503,2022-03-14 00:46:13.449671
311045,107645,21956,24456,12017,19306,23181,14098,2022-03-14 00:46:14.441147
64365,79743,37037,16535,3007,6417,7149,5276,2022-03-14 00:46:15.456052
1046174,200838,13728,27621,29708,9649,13628,12228,2022-03-14 00:46:16.452455
104075,49144,24043,28942,20118,11016,20441,16572,2022-03-14 00:46:17.449139
32366,16291,29282,16747,5954,8924,9819,16422,2022-03-14 00:46:18.451837
82987,56603,10139,21947,11142,11321,11893,17514,2022-03-14 00:46:19.453579
60633,16279,2283,5290,3106,2525,2084,1173,2022-03-14 00:46:20.485833
125557,17863,21633,13652,2876,7340,6763,7146,2022-03-14 00:46:21.440621
8234,5706,5787,8727,819,2648,1608,2295,2022-03-14 00:46:22.437728
1725152,153439,18257,26113,10017,10049,10117,7415,2022-03-14 00:46:23.437842
1098288,321810,70249,26575,29048,10543,16706,14763,2022-03-14 00:46:24.450290
55271,71848,11127,5884,3077,2753,3565,5026,2022-03-14 00:46:25.439586
